Cluster ID,Link Score,name,headquarters,country,continent,region,sub_region,founded,employees,ceo,market_cap,categories,sector,industry,revenue,link,share_price,results_for_year,total_equity,founders,market_value,address,type
,,s&p global inc,"new york, ny, united states",usa,,,,1917,"22,850",douglas l peterson mba,114520000000,financialservices,financials,financial data & stock exchanges,8297000000,"https://www.spglobal.com, https://en.wikipedia.org/wiki/s%26p global",351,,,,,"via leone xiii 14, milano, 20145, milano, italy",corporation
1181,0.674464,prudential plc,"london, united kingdom",united kingdom,,,,1848,"23,000",charles f lowrey,39000000000,insurance,financials,insurancelife,26500000000,"https://www.prudentialplc.com, https://en.wikipedia.org/wiki/prudential plc",25,,,,,,
,,storebrand asa,,norway,,,,,,,3970000000,financialservices,financial services,,,,8,,,,,,
,,pets at home group,"dallas, tx, united states",united states,,,,"october 5, 1983","203,000",john t stankey,175880000000,retail,consumer cyclical,telecom services,168860000000,"https://www.att.com, https://en.wikipedia.org/wiki/at%26t",3,,,,,,
1125,0.6744652,embracer group ab publ,,sweden,,,,,,,5780000000,"videogames, tech, entertainment",communication services,,,,4,,,,,,
182,0.67448413,stora enso oyj,,finland,,,,,,annica bresky,11870000000,pulpandpaper,basic materials,,,,16,,,,,,
181,0.67448413,upm-kymmene oyj,,finland,,,,,,jussi pesonen,20240000000,pulpandpaper,basic materials,,,,37,,,,,,
180,0.67448413,investor ab publ,,sweden,,,,,,johan forssell,57540000000,"investment, conglomerate",financial services,,,,18,,,,,,
688,0.674473,gea group,"sydney, nsw, australia",germany,,,,,"2,000",robert anthony wheals ca bcom bcom ca gaicd maicd,7360000000,,utilities,utilitiesregulated gas,,"https://www.apa.com.au, https://www.linkedin.com/company/apa-group, https://en.wikipedia.org/wiki/apa group  australia ",41,,,,,"via olanda 2, padova, 35127, padova, italy",corporation
,,servicenow inc,"santa clara, ca, united states",usa,,,,2003,"16,881",william r mcdermott,78480000000,"software, internet, tech",technology,softwareapplication,5900000000,"https://www.servicenow.com, https://www.facebook.com/servicenow, https://twitter.com/servicenow, https://www.linkedin.com/company/servicenow, https://en.wikipedia.org/wiki/servicenow",388,,,,,,
,,z holdings corp,"tokyo, japan",japan,,,,,"22,531",kentaro kawabe,34240000000,internet,consumer discretionary,internet retail,,https://www.z-holdings.co.jp,2,,,,,,
,,amerisourcebergen corporation,"chesterbrook, pa, united states",usa,,,,merger between amerisource health and bergen brunswig in 2001,"38,000",steven h collis,34470000000,healthcare,healthcare,medical distribution,213990000000,"https://www.amerisourcebergen.com, https://en.wikipedia.org/wiki/amerisourcebergen",170,,,,,,
,,axis bank ltd,"mumbai, india",india,,,,,"86,266",amitabh chaudhry,34890000000,"banks, financialservices",financials,banks,,https://www.axisbank.com,11,,,,,,
968,0.6744682,liberty broadband corporation,"englewood, co, united states",usa,,,,,,gregory b maffei,23400000000,,communication services,entertainment,,https://www.libertybroadband.com,85,,,,,,
,,regions financial corporation,"birmingham, al, united states",usa,,,,1971,"19,626",john m turner jr,21320000000,financialservices,financials,banks,6762000000,"https://www.regions.com, https://en.wikipedia.org/wiki/regions financial",21,,,,,,
,,george weston limited,"toronto, on, canada",canada,,,,"toronto, ontario, canada 1882","215,298",galen g weston ba mba mba,18770000000,food,consumer staples,grocery stores,$54.705 billion can (2020),"https://www.weston.ca, https://en.wikipedia.org/wiki/george weston limited",125,,,,,,
569,0.6744749,welltower inc,"toledo, oh, united states",usa,,,,1970,464,shankh s mitra,39960000000,realestate,real estate,reithealthcare facilities,5120000000,"https://www.welltower.com, https://www.facebook.com/welltowerinc/, https://twitter.com/welltower, https://www.linkedin.com/company/welltower, https://en.wikipedia.org/wiki/welltower",65,,,,,,
,,snowflake inc,"san mateo, ca, united states",usa,,,,"july 23, 2012","2,495",frank slootman,65040000000,"tech, software",technology,softwareapplication,1219000000,"https://www.snowflake.com, https://www.facebook.com/snowflake-inc-709171695819345/, https://twitter.com/snowflakedb, https://www.linkedin.com/company/snowflake-computing/, https://en.wikipedia.org/wiki/snowflake inc.",137,,,,,,
,,boston scientific corporation,,usa,,,,1979,"41,000",michael f mahoney,65349999999,medicaldevices,healthcare,medical devices,"us$9.913 billion (fiscal year ended december 31, 2020)","https://www.bostonscientific.com, https://www.facebook.com/bostonscientific, https://twitter.com/bostonsci, https://www.linkedin.com/company/boston-scientific/, https://en.wikipedia.org/wiki/boston scientific",45,,,,,,
1158,0.6744644,ssp group,"chicago, il, united states",united states,,,,1848,"3,480",terrence a duffy,87170000000,"restaurantchains, food",financials,manufacturing,4883000000,"https://www.cmegroup.com, https://en.wikipedia.org/wiki/cme group",2,,,,,"via emilia 69/71/77, rimini, 47921, rimini, italy",corporation
421,0.6744784,heineken nv,"amsterdam, netherlands",netherlands,,,,,"81,070",rudolf gijsbert servaas van den brink,54870000000,"alcoholicbeverages, beverages",consumer staples,manufacturing,,https://www.theheinekencompany.com,94,,,,,"localita' autoporto 11, pollein, 11020, aosta, italy",corporation
202,0.6744841,unicredit spa,"milan, mi, italy",italy,,,,,"80,879",andrea orcel,29650000000,"banks, financialservices",financials,"finance, insurance, and real estate",,https://www.unicreditgroup.eu,13,,,,,"piazza gae aulenti 3 tower a, milano, 20154, milano, italy",corporation
,,national grid transco,"london, united kingdom",united kingdom,,,,1990,"23,683",john pettigrew,55880000000,"electricity, energy, infrastructure, utilitycompanies",utilities,utilitiesdiversified,14.779 billion (2021),"https://www.nationalgridet.com, https://en.wikipedia.org/wiki/national grid plc",61,,,,,,
1267,0.6744615,banco bpm spa,"bilbao, spain",spain,,,,,"110,432",onur genc,5000000000,"banks, financialservices",financials,"finance, insurance, and real estate",,"https://www.bbva.com, https://www.facebook.com/bbvagroup/, https://twitter.com/bbva lang=en, https://www.linkedin.com/company/bbva/",3,,,,,"piazza nogara 2, verona, 37121, verona, italy",corporation
529,0.6744756,carlsberg a/s,"copenhagen, denmark",denmark,,,,,"39,000",cees c a t hart,19120000000,"alcoholicbeverages, beverages",consumer staples,beveragesbrewers,,https://www.carlsberggroup.com,163,,,,,,
,,willis towers watson public company,"london, united kingdom",united kingdom,,,,5 january 2016,"46,000",carl hess,29850000000,insurance,financials,insurance brokers,9040000000,"https://www.willistowerswatson.com, https://en.wikipedia.org/wiki/willis towers watson",244,,,,,,
,,swiss re ag,"zurich, switzerland",switzerland,,,,,"13,985",christian mumenthaler,27800000000,insurance,financials,insurancereinsurance,,https://www.swissre.com,91,,,,,,
,,givaudan sa,"vernier, switzerland",switzerland,,,,,"16,842",gilles andrier,39290000000,"flavorsfragrances, cosmeticsandbeauty",basic materials,specialty chemicals,,https://www.givaudan.com,3,,,,,,
,,novartis ag,"basel, switzerland",switzerland,,,,march 1996,"104,323",vasant narasimhan,204130000000,"pharmaceuticals, biotech",healthcare,drug manufacturersgeneral,49890000000,"https://www.novartis.com, https://en.wikipedia.org/wiki/novartis",91,,,,,,
201,0.6744841,novozymes a/s,"bagsvaerd, denmark",denmark,,,,,"6,184",ester baiget,39030000000,,healthcare,chemicals,,https://www.novozymes.com,60,,,,,,
,,sberbank,"moscow, russia",russia,,,,,"287,866",herman oskarovich gref,68690000000,"banks, financialservices",financials,banks,,https://www.sberbank.ru,2,,,,,,
200,0.6744841,biontech se,"mainz, germany",germany,,,,2008,"2,800",prof ugur sahin md,41930000000,"pharmaceuticals, mrnatherapeutics, biotech",healthcare,biotechnology,482.3 million (2020),"https://www.biontech.de, https://en.wikipedia.org/wiki/biontech",162,,,,,,
,,robertet sa,,france,,,,,,,1700000000,,basic materials,,,,778,,,,,,
199,0.6744841,alm brand a/s,,denmark,,,,,,,2530000000,"financialservices, insurance",financial services,,,,1,,,,,,
,,takeda pharmaceutical company limited,"tokyo, japan",uk,,,,"doshomachi, osaka, japan june 12, 1781","47,099",christophe weber,45890000000,"pharmaceuticals, biotech",technology,drug manufacturersspecialty & generic,"1,770,531 million (fy 2018)[* 1]","https://www.takeda.com, https://www.twitter.com/takedapharma, https://www.linkedin.com/company/719915, https://en.wikipedia.org/wiki/takeda pharmaceutical company",14,,,,,,
198,0.6744841,outokumpu oyj,,finland,,,,,,,2290000000,,basic materials,,,,5,,,,,,
,,hypoport ag,,germany,,,,,,,690000000,,financial services,,,,110,,,,,,
,,tietoevry oyj,,finland,,,,,,,3370000000,"software, professionalservices, tech",technology,,,,28,,,,,,
,,galenica ag,,switzerland,,,,,,,3720000000,"pharmaceuticals, biotech",healthcare,,,,74,,,,,,
,,darktrace plc,,uk,,,,,,,3120000000,"software, tech, itsecurity",artificial intelligence,,,,3,,,,,,
197,0.6744841,huhtamaki oyj,,finland,,,,,,,3630000000,packaging,consumer cyclical,,,,34,,,,,,
,,jd sports fashion,"jinjiang, china",uk,,,,,"52,000",shizhong ding,7920000000,"retail, clothing, sportsgoods",consumer discretionary,leisure,,https://www.anta.com,1,,,,,,
196,0.6744841,alk-abello a/s,,denmark,,,,,,,3160000000,"pharmaceuticals, biotech",healthcare,,,,13,,,,,,
195,0.6744841,jcdecaux sa,,france,,,,,,,3970000000,,communication services,,,,18,,,,,,
,,faurecia se,,france,,,,,,,3070000000,,consumer cyclical,,,,14,,,,,,
,,clariant ag,,switzerland,,,,,,,5130000000,chemicals,basic materials,,,,15,,,,,,
194,0.6744841,aalberts nv,,netherlands,,,,,,,4420000000,engineering,industries,,,,39,,,,,,
,,schibsted asa,,norway,,,,,,,4350000000,"internet, mediapress, ecommerce, tech",communication services,,,,18,,,,,,
115,0.67448515,kinnevik ab,,sweden,,,,,,,4050000000,investment,financial services,,,,14,,,,,,
193,0.6744841,swedish match ab publ,,sweden,,,,,,,16640000000,tobacco,consumer defensive,,,,10,,,,,,
192,0.6744841,bouygues sa,,france,,,,,,martin bouygues,11390000000,"construction, cac40, conglomerate",industries,,,,30,,,,,,
,,clarivate plc,,uk,,,,,,jerre stead,6040000000,"tech, software",technology,,,,8,,,,,,
1211,0.6744633,hdfc bank,"mumbai, india",india,,,,,"134,412",sashidhar jagdishan,125580000000,"banks, financialservices",financials,banks,,https://www.hdfcbank.com,67,,,,,,
191,0.6744841,coloplast a/s,,denmark,,,,,,kristian villumsen,26160000000,,healthcare,,,,120,,,,,,
,,citigroup inc,"new york, ny, united states",usa,,,,"october 8, 1998","220,092",jane nind fraser,86510000000,"banks, financialservices",financials,banks,71880000000,"https://www.citigroup.com, https://www.facebook.com/citi, https://twitter.com/citi, https://www.linkedin.com/company/citi, https://en.wikipedia.org/wiki/citigroup",44,,,,,,
,,schlumberger limited,"houston, tx, united states",usa,,,,1926,"92,000",olivier le peuch,70610000000,"oilgas, energy",energy,oil & gas equipment & services,23601000000,"https://www.slb.com, https://en.wikipedia.org/wiki/schlumberger",49,,,,,,
,,imperial oil limited,"calgary, ab, canada",canada,,,,1880,"5,400",bradley william corson bs,35130000000,"oilgas, energy",energy,oil & gas integrated,$26.888 billion cad (2015),"https://www.imperialoil.ca, https://en.wikipedia.org/wiki/imperial oil",52,,,,,,
,,china telecom corp ltd,"wan chai, hong kong",hong kong,,,,,"278,922",ruiwen ke,53920000000,telecommunication,communication services,telecom services,,https://www.chinatelecom-h.com/en/global/home.php,0,,,,,,
,,aier eye hospital group co ltd,"changsha, china",china,,,,,"22,808",,29900000000,"healthcare, medicalcarefacilities",healthcare,medical care facilities,,https://www.aierchina.com,4,,,,,,
,,pembina pipeline corporation,"calgary, ab, canada",canada,,,,,"2,349",j scott burrows,20610000000,"oilgas, transportation, infrastructure, energy",energy,oil & gas midstream,,https://www.pembina.com,34,,,,,,
,,trina solar co ltd,"changzhou, china",china,,,,,"18,645",,19940000000,"manufacturing, renewableenergy, energy",technology,solar,,https://www.trinasolar.com,8,,,,,,
,,ss&c technologies holdings inc,"windsor, ct, united states",usa,,,,"march 1, 1986","24,900",william c stone,19150000000,"software, tech",technology,softwareapplication,6360000000,"https://www.ssctech.com, https://www.facebook.com/pages/ssc-technologies-inc/191750415876, https://twitter.com/ssctechnologies, https://www.linkedin.com/company/ss-c-technologies, https://en.wikipedia.org/wiki/ss%26c technologies",50,,,,,,
,,intact financial corporation,"toronto, on, canada",canada,,,,1809,"26,000",charles j g brindamour bsc,26400000000,insurance,financials,insuranceproperty & casualty,"ca$12,143 million (2020)","https://www.intactfc.com, https://en.wikipedia.org/wiki/intact financial",147,,,,,,
947,0.67446864,dior,"paris, france",france,,,,,"119,243",sidney toledano,134889999999,"luxurygoods, clothing",consumer discretionary,luxury goods,,https://www.dior-finance.com,747,,,,,,
,,ninety one group,"mclean, va, united states",united states,,,,"july 21, 1994","50,767",richard d fairbank,59670000000,"assetmanagement, financialservices",financials,credit services,26033000000,"https://www.capitalone.com, https://www.facebook.com/pg/capitalone, https://twitter.com/capitalone, https://www.linkedin.com/company/capital-one/, https://en.wikipedia.org/wiki/capital one",2,,,,,,
,,becton dickinson and company,"franklin lakes, nj, united states",usa,,,,"east rutherford, new jersey 1897","75,000",thomas e polen jr,76980000000,medicaldevices,healthcare,medical instruments & supplies,"us$20.248 billion (fiscal year ended september 30, 2021)","https://www.bd.com, https://www.facebook.com/bectondickinsonandco, https://twitter.com/bdandco, https://www.linkedin.com/company/bd1, https://en.wikipedia.org/wiki/bd  company ",246,,,,,,
,,truist financial corporation,"charlotte, nc, united states",usa,,,,1872,"50,283",william henry rogers jr,74790000000,"banks, financialservices",financials,banks,20370000000,"https://www.truist.com, https://en.wikipedia.org/wiki/truist financial",41,,,,,,
,,china life insurance company limited,"beijing, china",china,,,,1949,"104,160",,97310000000,insurance,financials,insurancelife,"768,438,310,000 renminbi (2018)","https://www.e-chinalife.com, https://en.wikipedia.org/wiki/china life insurance company",5,,,,,,
,,general dynamics corporation,,usa,,,,"february 7, 1899","103,100",phebe n novakovic,70550000000,defensecontractors,industrials,manufacturing,39350000000,"https://www.gd.com, https://www.facebook.com/generaldynamicsit, https://twitter.com/generaldynamics, https://www.linkedin.com/company/general-dynamics/, https://en.wikipedia.org/wiki/general dynamics",246,,,,,"via dell'industria 22, conselice, 48017, ravenna, italy",corporation
,,weyerhaeuser company,"seattle, wa, united states",usa,,,,1900,"9,214",devin w stockfish esq jd,29420000000,,real estate,reitspecialty,7530000000,"https://www.weyerhaeuser.com, https://www.facebook.com/weyerhaeusercompany, https://twitter.com/woodbywy, https://www.linkedin.com/company/weyerhaeuser, https://en.wikipedia.org/wiki/weyerhaeuser",31,,,,,,
778,0.6744715,credit suisse group ag,"zurich, switzerland",switzerland,,,,1856,"50,110",thomas p gottstein,9730000000,"banks, financialservices",financials,banks,chf 22.4 billion (2020),"https://www.credit-suisse.com, https://www.facebook.com/creditsuisse, https://twitter.com/creditsuisse, https://www.linkedin.com/company/credit-suisse, https://en.wikipedia.org/wiki/credit suisse",3,,,,,,
