name,codice,pricecap,price,country
the original bark company,bark,340000000,1,usa
amplify energy,ampy,340000000,8,usa
organogenesis,orgo,330000000,2,usa
afc gamma,afcg,330000000,16,usa
meiragtx,mgtx,330000000,6,usa
arqit quantum,arqq,330000000,2,uk
loop media,lptv,330000000,6,usa
concert pharmaceuticals,cnce,330000000,7,usa
mcewen mining,mux,330000000,7,canada
skillsoft,skil,330000000,2,usa
happinet,7552.t,330000000,15,japan
aurora cannabis,acb,330000000,1,canada
home bancorp,hbcp,330000000,40,usa
gran tierra energy,gte,330000000,0,canada
maiden holdings,mhld,330000000,2,bermuda
pulmonx,lung,330000000,8,usa
pizza pizza,pza.to,330000000,10,canada
workhorse group,wkhs,330000000,2,usa
ptc india,ptc.ns,330000000,1,india
petiq,petq,330000000,11,usa
rani therapeutics,rani,330000000,6,usa
miller industries,mlr,330000000,28,usa
american battery technology company,abml,330000000,0,usa
the pennant group,pntg,320000000,11,usa
american realty investors,arl,320000000,20,usa
first bancorp,fnlc,320000000,29,usa
cosmo films,cosmofilms.ns,320000000,12,india
remedy entertainment,remedy.he,320000000,24,finland
utah medical products,utmd,320000000,90,usa
cvrx,cvrx,320000000,15,usa
red violet,rdvt,320000000,23,usa
marksans pharma,marksans.ns,320000000,0,india
annexon,annx,320000000,6,usa
seer,seer,320000000,5,usa
summit financial group,smmf,320000000,25,usa
acnb corporation,acnb,320000000,38,usa
velocity financial,vel,320000000,10,usa
gabriel india,gabriel.ns,320000000,2,india
granite point mortgage trust,gpmt,320000000,6,usa
sierra bancorp,bsrr,320000000,21,usa
sudarshan chemical,sudarschem.ns,320000000,4,india
northeast bank,nbn,320000000,43,usa
saratoga investment,sar,320000000,27,usa
franklin street properties,fsp,320000000,3,usa
hallador energy company,hnrg,320000000,9,usa
columbia care,cchwf,320000000,0,usa
soft-world international,5478.two,320000000,2,taiwan
silicom,silc,320000000,48,israel
vuzix,vuzi,310000000,5,usa
g1 therapeutics,gthx,310000000,6,usa
cue health,hlth,310000000,2,usa
alpha tau medical,drts,310000000,4,israel
greenlight reinsurance,glre,310000000,9,cayman islands
nextnav,nn,310000000,3,usa
focus entertainment,alfoc.pa,310000000,51,france
whitehorse finance,whf,310000000,13,usa
richardson electronics,rell,310000000,22,usa
optimizerx,oprx,310000000,18,usa
voltamp transformers,voltamp.ns,310000000,31,india
aadi bioscience,aadi,310000000,12,usa
asa gold and precious metals,asa,310000000,16,usa
11 bit studios,11b.wa,310000000,132,poland
marvelous,7844.t,310000000,5,japan
egain,egan,310000000,9,usa
casa systems,casa,310000000,3,usa
diana shipping,dsx,310000000,3,greece
siyaram silk mills,siysil.ns,310000000,6,india
neogames,ngms,310000000,12,israel
gravity co,grvy,310000000,45,s. korea
weight watchers,ww,310000000,4,usa
sterling bancorp,sbt,310000000,6,usa
mbm resources,5983.kl,310000000,0,malaysia
organigram holdings,ogi,310000000,0,canada
skillz,sklz,310000000,0,usa
hut 8 mining,hut,310000000,1,canada
aeroporto g marconi bologna,adb.mi,300000000,8,italy
green plains partners,gpp,300000000,13,usa
northrim bancorp,nrim,300000000,54,usa
regional management,rm,300000000,32,usa
kyokuyo,1301.t,300000000,28,japan
bcb bancorp,bcbp,300000000,18,usa
quantum-si,qsi,300000000,2,usa
qiwi,qiwi.me,300000000,4,cyprus
ocular therapeutix,ocul,300000000,4,usa
trean insurance group,tig,300000000,6,usa
dbv technologies,dbvt,300000000,1,france
encore energy,eu.v,300000000,2,canada
adaptimmune therapeutics,adap,300000000,1,uk
rigel pharmaceuticals,rigl,300000000,1,usa
media and games invest,m8g.de,300000000,1,malta
pharvaris,phvs,300000000,9,netherlands
rubicon technologies,rbt,300000000,1,usa
zengame technology,2660.hk,300000000,0,china
astra microwave,astramicro.ns,300000000,3,india
full house resorts,fll,300000000,8,usa
karat packaging,krt,300000000,15,usa
bigbearai,bbai,300000000,2,usa
investors title company,itic,300000000,159,usa
generation bio,gbio,300000000,5,usa
holley,hlly,300000000,2,usa
ashoka buildcon,ashoka.ns,300000000,1,india
luna innovations,luna,300000000,9,usa
innate pharma,ipha,300000000,3,france
bakhu holdings,bkuh,300000000,1,usa
overseas shipholding group,osg,300000000,3,usa
first business financial services,fbiz,290000000,35,usa
pds biotechnology,pdsb,290000000,10,usa
oyster point pharma,oyst,290000000,11,usa
faraday future,ffie,290000000,0,usa
viemed healthcare,vmd,290000000,7,usa
atai life sciences,atai,290000000,1,germany
hovnanian enterprises,hov,290000000,51,usa
clipper realty,clpr,290000000,7,usa
western copper and gold,wrn,290000000,1,canada
forum energy technologies,fet,290000000,29,usa
betterware de mexico,bwmx,290000000,7,mexico
air busan,298690.ks,290000000,2,s. korea
f45 training,fxlv,290000000,3,usa
tidewater renewables,lcfs.to,290000000,8,canada
jaypee group,jpassociat.ns,290000000,0,india
cerberus cyber sentinel,ciso,290000000,2,usa
emudhra,emudhra.ns,290000000,3,india
cabaletta bio,caba,290000000,10,usa
pcsb financial,pcsb,290000000,19,usa
devolver digital,devo.l,290000000,0,usa
zevia,zvia,290000000,4,usa
nouveau monde graphite,nmg,280000000,5,canada
friendtimes,6820.hk,280000000,0,china
prelude therapeutics,prld,280000000,6,usa
oneconnect,ocft,280000000,7,china
noodles & company,ndls,280000000,6,usa
arbe robotics,arbe,280000000,4,israel
eastman kodak company,kodk,280000000,3,usa
ethos watches,ethosltd.ns,280000000,12,india
park aerospace,pke,280000000,13,usa
ocugen,ocgn,280000000,1,usa
lumiradx,lmdx,280000000,0,uk
growgeneration,grwg,280000000,4,usa
sonder holdings,sond,280000000,1,usa
ranger energy services,rngr,280000000,11,usa
unity bancorp,unty,280000000,27,usa
grindrod shipping,grin,280000000,15,singapore
qudian,qd,280000000,1,china
genie energy,gne,280000000,10,usa
kinnate biopharma,knte,280000000,6,usa
ni holdings,nodk,280000000,13,usa
india glycols,indiaglyco.ns,280000000,9,india
sra holdings,3817.t,280000000,22,japan
gritstone bio,grts,280000000,3,usa
the honest company,hnst,280000000,3,usa
arvind,arvind.ns,280000000,1,india
mvb financial,mvbf,280000000,22,usa
ur energy,urg,280000000,1,usa
honda siel power products,hondapower.ns,280000000,27,india
lands' end,le,280000000,8,usa
908 devices,mass,280000000,8,usa
airsculpt technologies,airs,270000000,4,usa
nacco industries,nc,270000000,37,usa
chicago atlantic real estate finance,refi,270000000,15,usa
accelya,accelya.ns,270000000,18,india
ammo,poww,270000000,2,usa
timberland bancorp,tsbk,270000000,33,usa
hirequest,hqi,270000000,19,usa
polymet,plm,270000000,2,canada
focus universal,fcuv,270000000,6,usa
kaltura,kltr,270000000,2,usa
fire rock,1909.hk,270000000,0,china
transphorm,tgan,270000000,4,usa
cipher mining,cifr,270000000,1,usa
spicejet,spicejet.ns,270000000,0,india
people can fly,pcf.wa,270000000,9,poland
rupa company,rupa.ns,270000000,3,india
smiledirectclub,sdc,270000000,0,usa
prime focus,pfocus.ns,270000000,0,india
electrosteel castings,electcast.ns,270000000,0,india
upland software,upld,270000000,8,usa
confidence petroleum,confipet.ns,270000000,0,india
nkarta,nktx,270000000,5,usa
daseke,dske,270000000,6,usa
semler scientific,smlr,270000000,39,usa
truecar,true,270000000,3,usa
stellus capital,scm,260000000,13,usa
sequent scientific,sequent.ns,260000000,1,india
motorcar parts of america,mpaa,260000000,13,usa
babylon holdings,bbln,260000000,10,uk
markforged,mkfg,260000000,1,usa
performant financial,pfmt,260000000,3,usa
somany ceramics,somanycera.ns,260000000,6,india
the joint corp,jynt,260000000,18,usa
caledonia mining,cmcl,260000000,15,jersey
tactile medical,tcmd,260000000,13,usa
orange county bancorp,obt,260000000,47,usa
dakota gold,dc,260000000,3,usa
absci,absi,260000000,2,usa
kimball international,kbal,260000000,7,usa
the container store,tcs,260000000,5,usa
mstc limited,mstcltd.ns,260000000,3,india
blade air mobility,blde,260000000,3,usa
hyderabad industries limited,hil.ns,260000000,35,india
addiko bank,zye1.f,260000000,13,austria
lordstown motors,ride,260000000,1,usa
rattanindia power,rtnpower.ns,260000000,0,india
cantabil retail india,cantabil.ns,260000000,16,india
terran orbital,llap,260000000,1,usa
frontier developments,fdev.l,260000000,6,uk
livevox,lvox,260000000,2,usa
neuland laboratories,neulandlab.ns,260000000,20,india
solo brands,dtc,260000000,4,usa
dhi group,dhx,260000000,5,usa
groupon,grpn,260000000,8,usa
pangaea logistics solutions,panl,260000000,5,usa
innovid,ctv,260000000,1,usa
landsea homes,lsea,260000000,6,usa
hive blockchain technologies,hive,250000000,3,canada
asiasoft,as.bk,250000000,0,thailand
alpine income property trust,pine,250000000,19,usa
puravankara,purva.ns,250000000,1,india
acrivon therapeutics,acrv,250000000,12,usa
tillys,tlys,250000000,8,usa
landec,lndc,250000000,8,usa
orrstown financial services,orrf,250000000,24,usa
seacor marine,smhi,250000000,9,usa
actinium pharmaceuticals,atnm,250000000,10,usa
selecta biosciences,selb,250000000,1,usa
nacl industries,naclind.ns,250000000,1,india
lineage cell therapeutics,lctx,250000000,1,usa
homeland interactive technology,3798.hk,250000000,0,china
cognyte software,cgnt,250000000,3,israel
humacyte,huma,250000000,2,usa
central valley community bancorp,cvcy,250000000,21,usa
first western financial,myfw,250000000,27,usa
rent the runway,rent,250000000,3,usa
xoma,xoma,250000000,22,usa
ocwen,ocn,250000000,33,usa
nautilus biotechnology,naut,250000000,2,usa
willdan group,wldn,250000000,19,usa
azure power,azre,250000000,4,india
gigacloud technology,gct,250000000,6,china
enad global 7,eg7.st,250000000,2,sweden
acumen pharmaceuticals,abos,250000000,6,usa
backblaze,blze,250000000,7,usa
lesaka technologies,lsak,250000000,4,south africa
baycom united business bank,bcml,250000000,19,usa
vaxxinity,vaxx,250000000,2,usa
uranium royalty,uroy,250000000,2,canada
nacon,nacon.pa,250000000,2,france
third coast bancshares,tcbx,250000000,18,usa
radiant logistics,rlgt,250000000,5,usa
va tech wabag,wabag.ns,250000000,4,india
subros,subros.ns,250000000,3,india
nerdy,nrdy,250000000,2,usa
first guaranty bancshares,fgbi,250000000,23,usa
mm forgings,mmfl.ns,250000000,10,india
aenza,aenz,250000000,3,peru
fathom digital manufacturing,fath,250000000,1,usa
jjill,jill,250000000,24,usa
oil-corporation of america,odc,250000000,35,usa
force motors,forcemot.ns,250000000,19,india
jain irrigation systems,jisldvreqs.ns,250000000,0,india
opthea,opt,250000000,4,australia
gulf oil lubricants,gulfoillub.ns,250000000,5,india
lianbio,lian,250000000,2,usa
filatex india,filatex.ns,250000000,0,india
fabasoft,faa.de,250000000,22,austria
weyco group,weys,250000000,26,usa
information services group,iii,240000000,5,usa
parke bancorp,pkbk,240000000,20,usa
transglobe energy,tga,240000000,3,canada
sundaram finance,sundarmhld.ns,240000000,1,india
jagran prakashan,jagran.ns,240000000,0,india
time technoplast,timetechno.ns,240000000,1,india
yiren digital,yrd,240000000,2,china
brightcove,bcov,240000000,5,usa
commercial vehicle group cvg,cvgi,240000000,7,usa
veritone,veri,240000000,6,usa
ten square games,1hq.f,240000000,33,poland
isoenergy,iso.v,240000000,2,canada
ponce financial group,pdlb,240000000,9,usa
urban one,uone,240000000,5,usa
bank7,bsvn,240000000,27,usa
skyx platforms,skyx,240000000,2,usa
immersion corporation,immr,240000000,7,usa
southern states bancshares,ssbk,240000000,28,usa
molecular partners,moln,240000000,6,switzerland
marinus pharmaceuticals,mrns,240000000,4,usa
apollo pipes,apollopipe.ns,240000000,6,india
proqr,prqr,240000000,3,netherlands
zomedica pharmaceuticals,zom,240000000,0,usa
hindustan sanitaryware & industries,hsil.ns,240000000,3,india
tinybuild,8z3.f,240000000,1,usa
troops,troo,240000000,2,hong kong
gati,gati.ns,240000000,1,india
emerald holding,eex,240000000,3,usa
voxx international,voxx,240000000,10,usa
alto ingredients,alto,240000000,3,usa
conn's,conn,240000000,10,usa
atlas technical consultants,atcx,240000000,6,usa
kalvista pharmaceuticals,kalv,240000000,7,usa
invivyd,ivvd,240000000,2,usa
vst tillers tractors,vsttillers.ns,240000000,27,india
american public education,apei,240000000,12,usa
porch group,prch,240000000,2,usa
swk holdings,swkh,240000000,18,usa
appen,apx.ax,230000000,1,australia
nordic paper,npaper.st,230000000,3,sweden
velodyne lidar,vldr,230000000,1,usa
soundhound ai,soun,230000000,1,usa
vizsla silver,vzla,230000000,1,canada
the one group hospitality,stks,230000000,7,usa
homepoint,hmpt,230000000,1,usa
century casinos,cnty,230000000,7,usa
cian,cian,230000000,3,russia
zimvie,zimv,230000000,9,usa
eurobio scientific,alers.pa,230000000,20,france
pure cycle water,pcyo,230000000,9,usa
vadilal industries,vadilalind.ns,230000000,32,india
care's ratings,carerating.ns,230000000,7,india
first internet bancorp,inbk,230000000,25,usa
sanghi industries,sanghiind.ns,230000000,0,india
texmaco rail & engineering,texrail.ns,230000000,0,india
oric pharmaceuticals,oric,230000000,5,usa
limoneira,lmnr,230000000,13,usa
emx royalty,emx,230000000,2,canada
bitfarms,bitf,230000000,1,canada
bankwell financial group,bwfg,230000000,30,usa
absa bank,absp.jo,230000000,51,south africa
22nd century group,xxii,230000000,1,usa
aveanna healthcare,avah,230000000,1,usa
hooker furniture,hoft,230000000,20,usa
geox,geo.mi,230000000,0,italy
1stdibscom,dibs,230000000,5,usa
rgc resources,rgco,230000000,23,usa
eargo,ear,230000000,0,usa
consolidated water,cwco,230000000,14,cayman islands
axt inc,axti,220000000,5,usa
akatsuki inc,3932.t,220000000,16,japan
quad,quad,220000000,4,usa
rallybio,rlyb,220000000,6,usa
greenhill,ghl,220000000,12,usa
kamada,kmda,220000000,5,israel
rocky brands,rcky,220000000,31,usa
vidhi specialty food,vidhiing.ns,220000000,4,india
territorial bancorp,tbnk,220000000,25,usa
codorus valley bancorp,cvly,220000000,23,usa
community financial corporation,tcfc,220000000,40,usa
compx international,cix,220000000,18,usa
big 5 sporting goods,bgfv,220000000,10,usa
maruzen,5982.t,220000000,13,japan
blacksky technology,bksy,220000000,1,usa
tmc the metals company,tmc,220000000,0,canada
caesarstone,cste,220000000,6,israel
ouster,oust,220000000,1,usa
bank of innovation,4393.t,220000000,55,japan
accuray,aray,220000000,2,usa
alembic limited,alembicltd.ns,220000000,0,india
greenply,greenply.ns,220000000,1,india
hf foods group,hffg,220000000,4,usa
gallantt ispat,gallispat.ns,220000000,0,india
gossamer bio,goss,220000000,2,usa
matrix service,mtrx,220000000,8,usa
planet13,plth.cn,220000000,1,usa
genius brands,gnus,220000000,0,usa
limestone bancorp,lmst,210000000,25,usa
ames national corp,atlo,210000000,24,usa
portman ridge,ptmn,210000000,22,usa
plumas bancorp,plbc,210000000,37,usa
danimer scientific,dnmr,210000000,2,usa
hindustan oil exploration company,hindoilexp.ns,210000000,1,india
tela bio,tela,210000000,11,usa
evans bancorp,evbn,210000000,39,usa
cazoo,czoo,210000000,0,uk
middlefield banc,mbcn,210000000,27,usa
western new england bancorp,wneb,210000000,9,usa
scpharmaceuticals,scph,210000000,6,usa
plaidinc,4165.t,210000000,5,japan
kandi technologies group,kndi,210000000,2,china
ubm development,ubs.vi,210000000,28,austria
akoustis technologies,akts,210000000,3,usa
cato fashion,cato,210000000,10,usa
the beachbody company,body,210000000,0,usa
essa bancorp,essa,210000000,20,usa
duluth holdings,dlth,210000000,6,usa
tide water oil,tidewater.ns,210000000,12,india
investar holding,istr,210000000,21,usa
perpetua resources,ppta,210000000,3,usa
furyu,6238.t,210000000,7,japan
ashford hospitality trust,aht,210000000,5,usa
ellomay capital,ello,210000000,16,israel
cooper standard,cps,210000000,12,usa
prenetics,pre,210000000,1,hong kong
fiesta restaurant group,frgi,200000000,8,usa
savara pharmaceuticals,svra,200000000,1,usa
y-mabs therapeutics,ymab,200000000,4,usa
mainstreet bancshares,mnsb,200000000,27,usa
lcnb,lcnb,200000000,18,usa
inotiv,notv,200000000,8,usa
federal-mogul goetze,fmgoetze.ns,200000000,3,india
incannex healthcare,ixhl,200000000,3,australia
versabank,vbnk,200000000,7,canada
shalby,shalby.ns,200000000,1,india
an2 therapeutics,antx,200000000,10,usa
potbelly corporation,pbpb,200000000,7,usa
gumi,3903.t,200000000,7,japan
beyond air,xair,200000000,6,usa
ac immune,aciu,200000000,2,switzerland
innovate corp,vate,200000000,2,usa
tamil nadu newsprint and papers limited,tnpl.ns,200000000,2,india
lumax industries,lumaxind.ns,200000000,21,india
bannerman energy,bmn.ax,200000000,1,australia
tupperware brands,tup,200000000,4,usa
agilethought,agil,200000000,4,usa
ngl energy partners,ngl,200000000,1,usa
assertio therapeutics,asrt,200000000,4,usa
vintage wine estates,vwe,200000000,3,usa
applied blockchain,apld,200000000,2,usa
kvh industries,kvhi,200000000,10,usa
appharvest,apph,200000000,1,usa
c&f financial corporation,cffi,200000000,57,usa
jakks pacific,jakk,200000000,20,usa
sophia genetics,soph,200000000,3,switzerland
quipt home medical,qipt,200000000,5,usa
optinose,optn,200000000,1,usa
china automotive systems,caas,200000000,6,china
infusystem,infu,200000000,9,usa
rottneros,rros.st,200000000,1,sweden
tethys oil,tety.st,190000000,6,sweden
wm technology,maps,190000000,1,usa
verrica pharmaceuticals,vrca,190000000,4,usa
oportun financial,oprt,190000000,6,usa
asure software,asur,190000000,9,usa
kingsway financial services,kfs,190000000,8,canada
alpine summit energy partners,alps,190000000,5,usa
urogen pharma,urgn,190000000,8,usa
klx energy services,klxe,190000000,16,usa
thorne healthtech,thrn,190000000,3,usa
mps limited,mpsltd.ns,190000000,11,india
kamux,kamux.he,190000000,4,finland
mahanagar telephone nigam,mtnl.ns,190000000,0,india
great ajax,ajx,190000000,8,usa
rite aid,rad,190000000,3,usa
california bancorp,calb,190000000,23,usa
thredup,tdup,190000000,1,usa
ig petrochemicals,igpl.ns,190000000,6,india
playags,ags,190000000,5,usa
kingfa science & technology,kingfa.ns,190000000,16,india
hill international,hil,190000000,3,usa
penns woods bancorp,pwod,190000000,27,usa
reconafrica,0xd.f,190000000,0,canada
cepton,cptn,190000000,1,usa
virginia national bankshares,vabk,190000000,36,usa
alaunos therapeutics,tcrt,190000000,0,usa
nature's sunshine products,natr,190000000,9,usa
identiv,inve,190000000,8,usa
biodesix,bdsx,190000000,2,usa
angel oak reit,aomr,190000000,7,usa
dhampur sugar mills,dhampursug.ns,190000000,2,india
alico,alco,190000000,25,usa
kempharm,kmph,190000000,5,usa
meliuz,cash3.sa,190000000,0,brazil
cadiz,cdzi,180000000,3,usa
so-young international,sy,180000000,1,china
csi compressco,cclp,180000000,1,usa
cytomx therapeutics,ctmx,180000000,2,usa
acacia research,actg,180000000,4,usa
avita medical,rcel,180000000,7,usa
indian metals & ferro alloys,imfa.ns,180000000,3,india
ashiana housing,ashiana.ns,180000000,1,india
d-wave quantum,qbts,180000000,1,canada
battalion oil,batl,180000000,11,usa
vera therapeutics,vera,180000000,6,usa
aka brands,aka,180000000,1,usa
fingermotion,fngr,180000000,4,usa
summit midstream,smlp,180000000,18,usa
gtpl hathway,gtpl.ns,180000000,1,india
nelco,nelco.ns,180000000,8,india
calamp,camp,180000000,5,usa
wendt india,wendt.ns,180000000,92,india
afc energy,afc.l,180000000,0,uk
cleanspark,clsk,180000000,2,usa
whole earth brands,free,180000000,4,usa
baioo family interactive,2100.hk,180000000,0,china
salisbury bancorp,sal,180000000,31,usa
gtl infrastructure,gtlinfra.ns,180000000,0,india
southern petrochemical industries corp,spic.ns,180000000,0,india
peoples bancorp of north carolina,pebk,180000000,32,usa
aptech,aptecht.ns,180000000,4,india
cigniti technologies,cignititec.ns,180000000,6,india
ll flooring,ll,180000000,6,usa
curo group,curo,180000000,4,usa
hester biosciences,hesterbio.ns,180000000,21,india
olympique lyonnais groupe,olg.pa,180000000,3,france
cormedix,crmd,180000000,4,usa
sandhar,sandhar.ns,180000000,3,india
huhtamaki india,huhtamaki.ns,180000000,2,india
indorama synthetics,indorama.ns,180000000,0,india
park-ohio holdings,pkoh,180000000,14,usa
united,2497.t,180000000,9,japan
hurco companies,hurc,180000000,27,usa
immutep,immp,180000000,2,australia
shankara building,shankara.ns,180000000,7,india
drecom,3793.t,180000000,6,japan
digital domain,0547.hk,180000000,0,hong kong
silvercrest asset management group,samg,170000000,18,usa
ineos styrolution,ineosstyro.ns,170000000,10,india
ceragon networks,crnt,170000000,2,israel
remark holdings,mark,170000000,1,usa
doma,doma,170000000,0,usa
ehealth,ehth,170000000,6,usa
third harmonic bio,thrd,170000000,4,usa
repco home finance,repcohome.ns,170000000,2,india
stratus properties,strs,170000000,21,usa
spire global,spir,170000000,1,usa
offerpad,opad,170000000,0,usa
rpg life sciences,rpglife.ns,170000000,10,india
cellectis,clls,170000000,3,france
kcp limited,kcp.ns,170000000,1,india
andrew peller,adw-a.to,170000000,3,canada
excel industries,excelindus.ns,170000000,13,india
oxford square capital,oxsq,170000000,3,usa
greenlight biosciences,grna,170000000,1,usa
intevac,ivac,170000000,6,usa
liberty tripadvisor holdings,ltrpa,170000000,1,usa
alphapolis,9467.t,170000000,17,japan
xeris pharmaceuticals,xers,170000000,1,usa
intercure,incr,170000000,3,israel
westport fuel systems,wprt,170000000,1,canada
sunlight financial,sunl,170000000,1,usa
pear therapeutics,pear,170000000,1,usa
arteris,aip,170000000,5,usa
atomera,atom,170000000,7,usa
lifetime brands,lcut,170000000,7,usa
eyepoint pharmaceuticals,eypt,170000000,5,usa
berkeley lights,bli,170000000,2,usa
william penn bancorp,wmpn,170000000,11,usa
wheels india,wheels.ns,170000000,7,india
affimed,afmd,170000000,1,germany
playside studios,ply.ax,170000000,0,australia
oriental aromatics,oal.ns,170000000,5,india
bassett furniture,bset,160000000,18,usa
view inc,view,160000000,0,usa
redwire,rdw,160000000,2,usa
platinum group metals,plg,160000000,1,canada
g5 entertainment,g5en.st,160000000,19,sweden
startek,srt,160000000,4,usa
vera bradley,vra,160000000,5,usa
riverview bancorp,rvsb,160000000,7,usa
olema pharmaceuticals,olma,160000000,4,usa
praxis precision medicines,prax,160000000,3,usa
ovid therapeutics,ovid,160000000,2,usa
sasken technologies,sasken.ns,160000000,11,india
real good food plc,rgf,160000000,6,uk
paysign,pays,160000000,3,usa
xos,xos,160000000,0,usa
cardlytics,cdlx,160000000,5,usa
unifi,ufi,160000000,9,usa
bg staffing,bgsf,160000000,15,usa
alithya group,alya,160000000,1,canada
nam tai property,ntp,160000000,4,china
ads-tec energy,adse,160000000,3,ireland
softstar entertainment,6111.two,160000000,2,taiwan
e inc e automotive,einc.to,160000000,3,canada
xl fleet,xl,160000000,1,usa
hawthorn bancshares,hwbk,160000000,24,usa
quantum,qmco,160000000,1,usa
mister spex,mrx.f,160000000,4,germany
citius pharmaceuticals,ctxr,160000000,1,usa
bioatla,bcab,160000000,3,usa
spok holdings,spok,160000000,8,usa
astra space,astr,160000000,0,usa
merrimack pharmaceuticals,mack,160000000,12,usa
smith micro software,smsi,160000000,2,usa
kopin corporation,kopn,160000000,1,usa
bakkt holdings,bkkt,160000000,2,usa
frequency therapeutics,freq,160000000,4,usa
radcom,rdcm,160000000,11,israel
escalade sports,esca,160000000,11,usa
nusantara pelabuhan handal,port.jk,150000000,0,indonesia
gencor industries,genc,150000000,10,usa
isbir holding,isbir.is,150000000,4,turkey
partners bancorp,ptrs,150000000,8,usa
glycomimetics,glyc,150000000,3,usa
adtheorent,adth,150000000,1,usa
lantronix,ltrx,150000000,4,usa
joann,joan,150000000,3,usa
rumbleon,rmbl,150000000,9,usa
yatra,ytra,150000000,2,india
vinco ventures,bbig,150000000,0,usa
omaxe,omaxe.ns,150000000,0,india
igarashi motors india,igarashi.ns,150000000,4,india
agrofresh,agfs,150000000,2,usa
glatfelter,glt,150000000,3,usa
pkp cargo,pkp.wa,150000000,3,poland
republic first bancorp,frbk,150000000,2,usa
foseco india,fosecoind.ns,150000000,24,india
richmond mutual bancorporation,rmbi,150000000,13,usa
sequans communications,sqns,150000000,3,france
kossan rubber industries,7153.kl,150000000,0,malaysia
serverworks,4434.t,150000000,19,japan
anixa biosciences,anix,150000000,5,usa
kuantum papers,kuantum.ns,150000000,1,india
aemetis,amtx,150000000,4,usa
rane holdings,raneholdin.ns,150000000,10,india
vaxart,vxrt,150000000,1,usa
kitex garments,kitex.ns,150000000,2,india
buzzfeed,bzfd,150000000,1,usa
sachem capital,sach,150000000,3,usa
the arena group,aren,150000000,8,usa
arc document solutions,arc,150000000,3,usa
first northwest bancorp,fnwb,150000000,15,usa
prophase labs,prph,150000000,9,usa
precision biosciences,dtil,150000000,1,usa
selectquote,slqt,150000000,0,usa
kulr technology,kulr,150000000,1,usa
gracell biotechnologies,grcl,150000000,2,china
mistras group,mg,150000000,5,usa
singular genomics systems,omic,150000000,2,usa
x-legend entertainment,4994.tw,140000000,1,taiwan
skipper limited,skipper.ns,140000000,1,india
celularity,celu,140000000,1,usa
kronos bio,kron,140000000,2,usa
rico auto industries,ricoauto.ns,140000000,1,india
iteris,iti,140000000,3,usa
xunlei,xnet,140000000,2,china
bbx capital corporation,bbxia,140000000,9,usa
ecb bancorp,ecbk,140000000,16,usa
the realreal,real,140000000,1,usa
diebold nixdorf,dbd,140000000,1,usa
x4 pharmaceuticals,xfor,140000000,1,usa
turtle beach corp,hear,140000000,8,usa
daktronics,dakt,140000000,3,usa
athira pharma,atha,140000000,3,usa
pyrogenesis canada,pyr,140000000,0,canada
prakash industries,prakash.ns,140000000,0,india
vroom,vrm,140000000,1,usa
dermtech,dmtk,140000000,4,usa
nyxoah,nyxh,140000000,5,belgium
pulse biosciences,plse,140000000,3,usa
geojit financial services,geojitfsl.ns,140000000,0,india
shiftpixy,pixy,140000000,14,usa
sml isuzu,smlisuzu.ns,140000000,9,india
kneatcom,fobk.f,140000000,1,ireland
parag milk foods,paragmilk.ns,140000000,1,india
taysha gene therapies,tsha,140000000,2,usa
vbi vaccines,vbiv,140000000,0,usa
benessere capital acquisition,bene,140000000,10,usa
northern dynasty minerals,nak,140000000,0,canada
marimed,mrmd,140000000,0,usa
twin disc,twin,140000000,10,usa
asensus surgical,asxc,140000000,0,usa
yellow corporation,yell,140000000,2,usa
xbiotech,xbit,140000000,4,usa
sterling tools,stertools.ns,140000000,3,india
ag mortgage investment trust,mitt,140000000,6,usa
zentek,ztek,140000000,1,canada
red robin,rrgb,140000000,8,usa
oconee federal financial,ofed,140000000,25,usa
peninsula energy,pen.ax,140000000,0,australia
village farinternational,vff,130000000,1,canada
hanover bancorp,hnvr,130000000,19,usa
cenntro electric group,cenn,130000000,0,usa
lazydays holdings,lazy,130000000,13,usa
euroseas,esea,130000000,19,greece
mict,mict,130000000,0,usa
hycroft mining,hymc,130000000,0,usa
eos energy enterprises,eose,130000000,1,usa
malvern bancorp,mlvf,130000000,17,usa
superior industries international,sup,130000000,5,usa
klab,3656.t,130000000,3,japan
chinese gamer international,3083.two,130000000,1,taiwan
townsquare media,tsq,130000000,7,usa
milestone pharmaceuticals,mist,130000000,3,canada
latch,ltch,130000000,0,usa
jianzhi education technology group,jz,130000000,2,china
bankfinancial,bfin,130000000,10,usa
paratek pharmaceuticals,prtk,130000000,2,usa
starbox group,stbx,130000000,2,malaysia
americas gold and silver corp,usas,130000000,0,canada
tabula rasa healthcare,trhc,130000000,4,usa
knights group,kgh.l,130000000,1,uk
pexip,pexip.ol,130000000,1,norway
heliogen,hlgn,130000000,0,usa
ptc financial services,pfs.ns,130000000,0,india
solid biosciences,sldb,130000000,6,usa
provident bancorp,pvbc,130000000,7,usa
kap ag,iur.f,130000000,16,germany
o2micro,oiim,130000000,4,cayman islands
supermax corporation berhad,7106.kl,130000000,0,malaysia
plby group playboy,plby,120000000,2,usa
comscore,scor,120000000,1,usa
allot,allt,120000000,3,israel
sesen bio,sesn,120000000,0,usa
terawulf,wulf,120000000,0,usa
capacit'e infraprojects,capacite.ns,120000000,1,india
akebia therapeutics,akba,120000000,0,usa
verastem oncology,vstm,120000000,0,usa
