name,code,rank,ceo,country,sector,industry,headquarters,employees,founded,marketcap,revenue,net_income,link
tenaris sa,ten,958,paolo rocca,luxembourg,energy,oil & gas equipment & services,"luxembourg city, luxembourg","22,776",2001,18980000000,4300000000,59000000,"https://www.tenaris.com, https://www.facebook.com/tenarisevents, https://twitter.com/tenaris, https://www.linkedin.com/company/tenaris, https://en.wikipedia.org/wiki/tenaris"
otsuka holdings co ltd,4578,957,tatsuo higuchi,japan,healthcare,drug manufacturersgeneral,"tokyo, japan","33,151",,19030000000,,,https://www.otsuka.com
waters corporation,wat,956,udit batra phd,united states,healthcare,diagnostics & research,"milford, ma, united states","7,800",1958,19110000000,2309000,20300000,"https://www.waters.com, https://en.wikipedia.org/wiki/waters corporation"
nice ltd,nice,955,,israel,technology,softwareapplication,"raaanana, israel","6,800",1986,19120000000,1840000000,199000000,"https://www.nice.com, https://www.facebook.com/officialniceltd/, https://twitter.com/niceltd, https://www.linkedin.com/company/nice-systems/, https://en.wikipedia.org/wiki/nice ltd."
carlsberg a-s,carl.a,954,cees c a t hart,denmark,consumer staples,beveragesbrewers,"copenhagen, denmark","39,000",,19120000000,,,https://www.carlsberggroup.com
ss&c technologies holdings inc,ssnc,953,william c stone,united states,technology,softwareapplication,"windsor, ct, united states","24,900","march 1, 1986",19150000000,6360000000,,"https://www.ssctech.com, https://www.facebook.com/pages/ssc-technologies-inc/191750415876, https://twitter.com/ssctechnologies, https://www.linkedin.com/company/ss-c-technologies, https://en.wikipedia.org/wiki/ss%26c technologies"
zhejiang huayou cobalt co ltd,603799,952,,china,basic materials,other industrial metals & mining,"tongxiang, china","8,079",,19200000000,,,https://www.huayou.com
warner music group corp,wmg,951,stephen forbes cooper,united states,communication services,entertainment,"new york, ny, united states","5,900","april 6, 1958",19210000000,us$5.301 billion (2021)us$4.463 billion (2020),us$0.307 billion (2021) us$0.470 billion (2020),"https://www.wmg.com, https://www.facebook.com/warnermusicgroup, https://twitter.com/warnermusic, https://www.linkedin.com/company/4781, https://en.wikipedia.org/wiki/warner music group"
huatai securities co ltd,601688,934,yi zhou,china,financials,capital markets,"nanjing, china","7,375",,19550000000,,,"https://www.htsc.com.cn, https://www.linkedin.com/company/huatai-securities-co.-ltd."
china tower corp ltd,0788,933,,china,communication services,telecom services,"beijing, china","20,500",,19550000000,,,https://www.china-tower.com
akamai technologies inc,akam,932,f thomson leighton,united states,technology,softwareinfrastructure,"cambridge, ma, united states","8,700",1998,19590000000,3461000000,651000000,"https://www.akamai.com, https://www.facebook.com/akamaitechnologies, https://twitter.com/akamai, https://www.linkedin.com/company/akamai-technologies, https://en.wikipedia.org/wiki/akamai technologies"
shanghai fosun pharmaceutical,600196,931,yifang wu,china,healthcare,drug manufacturersspecialty & generic,"shanghai, china","32,258",,19630000000,,,https://www.fosunpharma.com
billcom holdings inc,bill,930,rene a lacerte,united states,technology,softwareapplication,"palo alto, ca, united states","1,384",2006,19650000000,,,"https://www.bill.com, https://www.facebook.com/billcom, https://twitter.com/billcom, https://www.linkedin.com/company/bill-com/, https://en.wikipedia.org/wiki/bill.com"
henderson land development co ltd,0012,929,,hong kong,real estate,real estate services,"central, hong kong","10,059",,19670000000,,,https://www.hld.com
cgi inc,gib.a,928,george d schindler,canada,technology,information technology services,"montreal, qc, canada","82,000",june 1976,19670000000,c$12.164 billion (2020),c$1.118 billion (2020),"https://www.cgi.com, https://en.wikipedia.org/wiki/cgi inc."
shiseido co ltd,4911,927,masahiko uotani,japan,consumer staples,household & personal products,"tokyo, japan","39,035",,19690000000,,,https://www.shiseidogroup.com
brookfield infrastructure partners lp,bip.un,926,,bermuda,utilities,utilitiesdiversified,"hamilton, bermuda",,"january 14, 2008",19700000000,3540000000,574000000,"https://www.bip.brookfield.com, https://www.linkedin.com/company/brookfield-infrastructure-partners, https://en.wikipedia.org/wiki/brookfield infrastructure partners"
renesas electronics corp,6723,925,hidetoshi shibata,japan,technology,semiconductors,"tokyo, japan","18,612",,19730000000,,,https://www.renesas.com
kerry group plc,krz,924,edmond scanlon,ireland,consumer staples,packaged foods,"tralee, ireland","22,000",,19740000000,,,https://www.kerrygroup.com
hologic inc,holx,923,stephen p macmillan,united states,healthcare,medical instruments & supplies,"marlborough, ma, united states","6,705",1985,19750000000,us $5.632 billion (2021) us $3.776 billion (2020),us $1.872 billion (2021) us $1.115 billion (2020),"https://www.hologic.com, https://en.wikipedia.org/wiki/hologic"
ryanair holdings plc,ry4c,922,michael o'leary,ireland,industrials,airlines,"swords, ireland","17,000",28 november 1984,19780000000,1.636 billion (2021),-1.145 billion (2021),"https://www.ryanair.com, https://twitter.com/ryanair, https://www.linkedin.com/company/ryanair, https://en.wikipedia.org/wiki/ryanair"
standard bank group ltd,sbk,921,simpiwe kenneth tshabalala amp ba ba hdip tax llb llm llb llm,south africa,financials,banks,"johannesburg, south africa","49,224",,19820000000,,,https://www.standardbank.co.za
aviva plc,av.,920,,united kingdom,financials,insurancediversified,"london, united kingdom","22,000",2000,19820000000,33.184 billion (2021),2.036 billion (2021),"https://www.aviva.com, https://www.facebook.com/avivaindia/, https://twitter.com/avivaplc, https://www.linkedin.com/company/aviva-plc/, https://en.wikipedia.org/wiki/aviva"
china communications construction co ltd,601800,919,,china,industrials,engineering & construction,"beijing, china","133,294",,19830000000,,,https://ccccltd.cn
china resources beer holdings company ltd,0291,918,xiaohai hou,hong kong,consumer staples,beveragesbrewers,"wan chai, hong kong","25,000",,19840000000,,,https://www.crbeer.com.hk
teradyne inc,ter,917,mark e jagiela,united states,technology,semiconductor equipment & materials,"north reading, ma, united states","5,900",1960,19850000000,2100000000,,"https://www.teradyne.com, https://www.facebook.com/teradyneinc, https://twitter.com/teradyneinc, https://www.linkedin.com/company/teradyne, https://en.wikipedia.org/wiki/teradyne"
kao corp,4452,916,yoshihiro hasebe,japan,consumer staples,household & personal products,"tokyo, japan","33,409",,19850000000,,,https://www.kao.com/jp/
klabin sa,klbn11,915,cristiano cardoso teixeira,brazil,basic materials,paper & paper products,"sao paulo, sp, brazil",,,19860000000,,,https://www.klabin.com.br
paycom software inc,payc,914,chad r richison,united states,technology,softwareapplication,"oklahoma city, ok, united states","5,385",1998,19870000000,us$1.06 billion (2021)us$841.1 million (2020),,"https://www.paycom.com, https://en.wikipedia.org/wiki/paycom"
vedanta limited,vedl,913,sunil duggal,india,basic materials,other industrial metals & mining,"mumbai, india","17,047",22 april 2003 as angelchange limited,19930000000,11722000000,1476000000,"https://www.vedantalimited.com, https://en.wikipedia.org/wiki/vedanta resources"
trina solar co ltd,688599,912,,china,technology,solar,"changzhou, china","18,645",,19940000000,,,https://www.trinasolar.com
tradeweb markets inc,tw,911,lee olesky,united states,financials,capital markets,"new york, ny, united states","1,046",1998,19980000000,1100000000,273100000,"https://www.tradeweb.com, https://en.wikipedia.org/wiki/tradeweb"
sun communities inc,sui,910,gary a shiffman,united states,real estate,reitresidential,"southfield, mi, united states","4,948",1975,19980000000,1264000000,160000000,"https://www.suncommunities.com, https://www.facebook.com/suncommunitiesinc/, https://www.twitter.com/https://twitter.com/suncommunities, https://www.linkedin.com/company/sun-communities/, https://en.wikipedia.org/wiki/sun communities"
hannover ruck se,hnrb,909,jean-jacques henchoz,germany,financials,insurancereinsurance,"hanover, germany","3,346",,20020000000,,,https://www.hannover-re.com
perkinelmer inc,pki,908,prahlad r singh phd,united states,healthcare,diagnostics & research,"waltham, ma, united states","16,700",1937,20050000000,5000000000,,"https://www.perkinelmer.com, https://www.facebook.com/perkinelmer, https://twitter.com/perkinelmer, https://www.linkedin.com/company/perkinelmer, https://en.wikipedia.org/wiki/perkinelmer"
norsk hyasa,nhy,907,hilde merete aasheim,norway,basic materials,aluminum,"oslo, norway","31,264",,20100000000,,,https://www.hydro.com
principal financial group inc,pfg,906,daniel joseph houston,united states,financials,insurancediversified,"des moines, ia, united states","18,600",1879,20130000000,14741000000,1428000000,"https://www.principal.com, https://www.facebook.com/principalfinancial, https://twitter.com/theprincipal, https://www.linkedin.com/company/principal-financial-group, https://en.wikipedia.org/wiki/principal financial group"
imperial brands plc,imb,905,stefan bomhard,united kingdom,consumer staples,tobacco,"bristol, united kingdom","30,300",1901,20140000000,32.791 billion (2021),2.907 billion (2021),"https://www.imperialbrandsplc.com, https://en.wikipedia.org/wiki/imperial brands"
ctbc financial holding co ltd,2891,904,,taiwan,financials,insurancelife,"taipei city, taiwan","21,159",,20150000000,,,https://www.ctbcholding.com
china railway group ltd,0390,903,,hong kong,industrials,engineering & construction,"kowloon, hong kong","288,729",,20150000000,,,https://www.crec.cn
telenor asa,tel,902,sigve brekke,norway,communication services,telecom services,"fornebu, norway","18,000",,20150000000,,,https://www.telenor.com
swiss life holding ag,slhn,901,patrick frost,switzerland,financials,insurancediversified,"zurich, switzerland","8,623",,20160000000,,,https://www.swisslife.com
pembina pipeline corporation,ppl,884,j scott burrows,canada,energy,oil & gas midstream,"calgary, ab, canada","2,349",,20610000000,,,https://www.pembina.com
kyocera corp,6971,883,hideo tanimoto,japan,technology,consumer electronics,"kyoto, japan","78,490",,20620000000,,,https://global.kyocera.com
advanced info service pcl,advanc,882,somchai lertsutiwong,thailand,communication services,telecom services,"bangkok, thailand",,,20650000000,,,https://www.ais.th
steris corp,s1te34,881,walter m rosebrough jr,united states,healthcare,medical devices,"mentor, oh, united states",,,20660000000,,,https://www.steris.com
cenergy corporation,cms,880,garrick j rochow,united states,utilities,utilitiesregulated electric,"jackson, mi, united states","8,504",1886,20730000000,"us$6.680 billion (fiscal year ended december 31, 2020)","us$0.752 billion (fiscal year ended december 31, 2020)","https://www.cmsenergy.com, https://en.wikipedia.org/wiki/cms energy"
li ning co ltd,2331,879,ning li,china,consumer discretionary,leisure,"beijing, china","4,019",,20750000000,,,https://www.lining.com
standard chartered plc,stan,878,,united kingdom,financials,banks,"london, united kingdom","81,770","as chartered bank of india, australia, and china on 29 december 1853",20780000000,14701000000,2313000000,"https://www.sc.com, https://www.facebook.com/standardchartered, https://twitter.com/stanchart, https://www.linkedin.com/company/standardchartered/, https://en.wikipedia.org/wiki/standard chartered"
marubeni corp,8002,877,masumi kakinoki,japan,industrials,conglomerates,"tokyo, japan",,,20780000000,,,https://www.marubeni.com
repsol sa,rep,876,josu jon imaz san miguel phd,spain,energy,oil & gas integrated,"madrid, spain","23,268",,20800000000,,,https://www.repsol.com
royal caribbean cruises ltd,rcl,875,jason t liberty,united states,consumer discretionary,travel services,"miami, fl, united states","84,900",1997,20810000000,1530000000,us$5.26 billion (2021),"https://www.rclinvestor.com, https://en.wikipedia.org/wiki/royal caribbean group"
applovin corp,app,874,adam arash foroughi,united states,technology,softwareapplication,"palo alto, ca, united states","1,594",,20860000000,,,https://www.applovin.com
fortive corporation,ftv,873,james a lico,united states,technology,scientific & technical instruments,"everett, wa, united states","18,000",2016,20880000000,7300000000,738900000,"https://www.fortive.com, https://www.facebook.com/fortivecorp/, https://www.twitter.com/fortivecorp, https://www.linkedin.com/company/fortive, https://en.wikipedia.org/wiki/fortive"
fleetcor technologies inc,flt,872,ronald f clarke,united states,technology,information technology services,"atlanta, ga, united states","9,700",2000,20920000000,2433000000,811500000,"https://www.fleetcor.com, https://en.wikipedia.org/wiki/fleetcor"
hubspot inc,hubs,871,yamini rangan,united states,technology,softwareapplication,"cambridge, ma, united states","5,895",june 2006,20930000000,1300000000,us$-77.84 million (2021),"https://www.hubspot.com, https://www.facebook.com/hubspot, https://twitter.com/hubspot, https://www.linkedin.com/company/hubspot, https://en.wikipedia.org/wiki/hubspot"
