name,world_rank,market_value,market_cap,ceo,country
eldorado gold corporation,"7,045",1657000000,1603000000,,canada
piper jaffray companies,"7,045",7,7,,usa
radware ltd,"7,046",1657000000,1561000000,,israel
beijing urban construction investment & development,"7,047",1662000000,1557000000,,china
ew scripps company,"7,048",1660000000,1529000000,,usa
xinjiang xintai natural gas,"7,049",1658000000,1416000000,,china
rorze corporation,"7,050",1657000000,1352000000,,japan
dbg technology,"7,051",1663000000,1306000000,,china
maire tecnimont,"7,052",1661000000,1289000000,,italy
zhuzhou times new material technology,"7,053",1664000000,1278000000,,china
client service international,"7,054",1656000000,1257000000,,china
salcef group spa,"7,055",1659000000,1232000000,,italy
telecom plus,"7,056",1655000000,1139000000,,uk
yanker shop food,"7,057",1662000000,1131000000,,china
sineng electric coltd,"7,058",1648000000,2355000000,,china
hyzon motors inc,"7,059",1654000000,2331000000,,usa
steico se,"7,060",1645000000,1958000000,,germany
nakanishi,"7,061",1647000000,1923000000,,japan
terveystalo oyj,"7,062",1646000000,1854000000,,finland
nibc holding,"7,062",7,1248000000,,netherlands
heiwa corporation,"7,063",1654000000,1797000000,,japan
industrial logistics properties trust,"7,064",1651000000,1797000000,,usa
baltic classifieds group plc,"7,065",1646000000,1746000000,,uk
ceconomy ag,"7,066",1651000000,1710000000,,germany
russel metals,"7,067",1651000000,1699000000,,canada
pt ace hardware indonesia tbk,"7,068",1654000000,1690000000,,indonesia
nexters inc,"7,069",1651000000,1680000000,,russia
deterra royalties limited,"7,070",1654000000,1670000000,,australia
edifier technology,"7,071",1654000000,1650000000,,china
clarkson,"7,072",1647000000,1634000000,,uk
oxford industries,"7,073",1653000000,1525000000,,usa
inter cars sa,"7,074",1650000000,1492000000,,poland
henan dayou energy co ltd,"7,075",1645000000,1420000000,,china
supermarket income reit,"7,076",1647000000,1343000000,,uk
telkom sa soc,"7,077",1653000000,1324000000,,south africa
delphi technologies,"7,077",7,7,,ireland
zhejiang huangma technology,"7,078",1648000000,1266000000,,china
spectrum asa,"7,079",1646000000,1232000000,,norway
japan material,"7,080",1648000000,1182000000,,japan
bank fur tirol und vorarlberg ag,"7,080",7,1240000000,,austria
piedmont lithium,"7,081",1646000000,921000000,,australia
jaws mustang acquisition corp,"7,081",7,,,usa
bank of tianjin,"7,082",1642000000,2817000000,,china
fosun tourism group,"7,083",1642000000,2053999999,,china
liontrust asset management,"7,084",1636000000,2024000000,,uk
credo technology group holding ltd,"7,084",,,,cayman islands
kolon industries,"7,085",1643000000,2009000000,,south korea
ip group,"7,086",1642000000,1957000000,,uk
suven pharmaceuticals limited,"7,087",1637000000,1874000000,,india
avi,"7,088",1636000000,1797000000,,south africa
united bank of india,"7,088",7,7,,india
jushri technologies,"7,089",1644000000,1797000000,,china
king's town bank,"7,090",1644000000,1794000000,,taiwan
event hospitality & entertainment,"7,091",1641000000,1775000000,,australia
osi systems,"7,092",1637000000,1770000000,,usa
pt bank danamon indonesia tbk,"7,093",1642000000,1765000000,,indonesia
mitani corporation,"7,094",1640000000,1732000000,,japan
horace mann educators corporation,"7,095",1641000000,1706000000,,usa
iyo bank,"7,096",1637000000,1703000000,,japan
stark corporation public company,"7,097",1641000000,1587000000,,thailand
kinepolis group nv,"7,098",1643000000,1519000000,,belgium
beijing thunisoft,"7,099",1637000000,1513000000,,china
atrium european real estate,"7,100",1636000000,1509000000,,uk
anhui xinhua media,"7,101",1640000000,1376000000,,china
first busey corporation,"7,102",1638000000,1334000000,,usa
first commonwealth financial corporation,"7,103",1637000000,1297000000,,usa
ingles markets,"7,104",1644000000,1290000000,,usa
outsourcing,"7,105",1627000000,2259000000,,japan
medplus health services limited,"7,105",1627000000,,,india
china kings resources group,"7,106",1630000000,2057000000,,china
pick n pay stores,"7,107",1631000000,1939000000,,south africa
dohome public company limited,"7,108",1633000000,1877000000,,thailand
bio-thera solutions ltd,"7,109",1632000000,1839000000,,china
amrest holdings se,"7,110",1632000000,1828000000,,poland
morinaga & company,"7,111",1626000000,1785000000,,japan
maruwa unyu kikan,"7,112",1630000000,1716000000,,japan
gimv nv,"7,113",1632000000,1706000000,,belgium
sappi,"7,114",1630000000,1667000000,,south africa
cherkizovo group,"7,115",1626000000,1549000000,,russia
hindustan copper,"7,116",1630000000,1518000000,,india
shanghai shyndec pharmaceutical,"7,117",1633000000,1453000000,,china
astec industries,"7,118",1628000000,1391000000,,usa
blackrock science and technology trust,"7,119",1632000000,1386000000,,usa
union bank of taiwan,"7,120",1634000000,1379000000,,taiwan
jiangsu ankura smart transmission engineering technology coltd,"7,121",1628000000,1334000000,,china
changjiang & jinggong steel building group co ltd,"7,122",1634000000,1292000000,,china
king slide works,"7,123",1625000000,1269000000,,taiwan
central china land media,"7,124",1626000000,1044999999,,china
delek group,"7,125",1629000000,1038999999,,israel
col digital publishing group,"7,126",1630000000,659000000,,china
dynavax technologies corporation,"7,127",1622000000,2233000000,,usa
biotage ab,"7,128",1616000000,1886000000,,sweden
castrol india,"7,129",1618000000,1852000000,,india
sun country airlines holdings inc,"7,130",1618000000,1851000000,,usa
mori trust sogo reit,"7,131",1617000000,1825000000,,japan
zhejiang hailide new material coltd,"7,132",1617000000,1756000000,,china
quess corp,"7,133",1620000000,1754000000,,india
shanghai industrial holdings,"7,134",1617000000,1753000000,,hong kong
financiere moncey sa,"7,135",1620000000,1737000000,,france
elf beauty,"7,136",1617000000,1604000000,,usa
capitol federal financial,"7,137",1622000000,1602000000,,usa
taiwan secom,"7,138",1620000000,1570000000,,taiwan
pt pakuwon jati tbk,"7,139",1618000000,1530000000,,indonesia
jiangxi wannianqing cement,"7,140",1621000000,1515000000,,china
ttm technologies,"7,141",1620000000,1509000000,,usa
shenzhen sunnypol optoelectronics,"7,142",1617000000,1471000000,,china
qingdao hiron commercial cold chain,"7,143",1622000000,1471000000,,china
aes andes sa,"7,144",1616000000,1391000000,,chile
jiajiayue group,"7,145",1619000000,1366000000,,china
shenyang xingqi pharmaceutical,"7,146",1617000000,1344000000,,china
shanghai qifan cable co ltd,"7,147",1623000000,1342000000,,china
pt indo tambangraya megah tbk,"7,148",1624000000,1315000000,,indonesia
talkweb information system,"7,149",1619000000,1242000000,,china
fih mobile,"7,150",1622000000,1193000000,,china
fujian aonong biological technology group incorporation,"7,151",1623000000,846000000,,china
shandong lipeng,"7,152",1620000000,480000000,,china
blend labs inc,"7,153",1614000000,3676000000,,usa
heska corporation,"7,154",1611000000,2824000000,,usa
yieh phui enterprise,"7,155",1608000000,2212000000,,taiwan
budimex sa,"7,156",1605000000,2013000000,,poland
sunward intelligent equipment,"7,157",1606000000,2008000000,,china
milbon,"7,158",1606000000,1961000000,,japan
daido steel,"7,159",1610000000,1951000000,,japan
m/i homes,"7,160",1609000000,1913000000,,usa
luye pharma group,"7,161",1612000000,1888000000,,china
suzhou good-ark electronics,"7,162",1608000000,1852000000,,china
flow traders,"7,163",1608000000,1772000000,,netherlands
cholamandalam financial holdings limited,"7,164",1614000000,1753000000,,india
datang huayin electric power co ltd,"7,165",1608000000,1737000000,,china
nh hotel group,"7,166",1611000000,1735000000,,spain
yanlord land group,"7,167",1609000000,1726000000,,singapore
hmt xiamen new technical materials co ltd,"7,168",1611000000,1718000000,,china
sheng siong group ltd,"7,169",1608000000,1680000000,,singapore
eventbrite,"7,170",1606000000,1667000000,,usa
ruida futures,"7,171",1609000000,1659000000,,china
avanos medical,"7,172",1606000000,1588000000,,usa
fitipower integrated technology,"7,173",1608000000,1588000000,,taiwan
medartis holding ag,"7,174",1606000000,1587000000,,switzerland
fujimi,"7,175",1613000000,1399000000,,japan
iveric bio,"7,176",1605000000,1099000000,,usa
ramirent oyj,"7,177",7,7,,finland
bico group ab publ,"7,177",1597000000,3767000000,,usa
microvast holdings inc,"7,178",1604000000,2640000000,,usa
service properties trust,"7,179",1601000000,1893000000,,usa
zignago vetro,"7,180",1600000000,1881000000,,italy
daiichikosho,"7,181",1604000000,1851000000,,japan
pruksa holding public company,"7,181",7,7,,thailand
ifast corporation,"7,182",1604000000,1731000000,,singapore
acm research,"7,183",1600000000,1728000000,,usa
grupa kety sa,"7,184",1600000000,1726000000,,poland
nippon gas,"7,185",1599000000,1668000000,,japan
aspen insurance holdings,"7,186",1602000000,1636000000,,bermuda
rai way,"7,187",1601000000,1625000000,,italy
valiant holding ag,"7,188",1603000000,1587000000,,switzerland
melia hotels international,"7,189",1601000000,1574000000,,spain
lotte fine chemical,"7,190",1604000000,1545000000,,south korea
forterra inc,"7,191",1601000000,1542000000,,usa
westamerica bancorporation,"7,192",1600000000,1524000000,,usa
foshan gas group,"7,193",1598000000,1470000000,,china
guizhou bailing group pharmaceutical,"7,194",1597000000,1397000000,,china
mesa laboratories,"7,195",1596000000,1389000000,,usa
coronado global resources inc,"7,196",1600000000,1325000000,,australia
krystal biotech,"7,197",1599000000,1287000000,,usa
tkd science and technology,"7,198",1597000000,1255000000,,china
smart global holdings,"7,199",1595000000,1176000000,,usa
wuxi boton technology,"7,200",1596000000,1044000000,,china
retailors ltd,"7,201",1598000000,966000000,,israel
ypf sociedad anonima,"7,202",1585000000,2049000000,,argentina
cue health inc,"7,202",1588000000,,,nasdaq
kaiser aluminum corporation,"7,203",1589000000,2001999999,,usa
penta-ocean construction,"7,204",1594000000,1839000000,,japan
iteq corporation,"7,205",1585000000,1743000000,,taiwan
nichias corporation,"7,206",1594000000,1739000000,,japan
pt metropolitan kentjana tbk,"7,206",7,7,,indonesia
universal entertainment corporation,"7,207",1587000000,1701000000,,japan
community health systems,"7,208",1591000000,1626000000,,usa
youdao,"7,209",1587000000,1594000000,,china
hkbn,"7,210",1587000000,1582000000,,hong kong
la-z-boy,"7,211",1585000000,1552000000,,usa
zhongfu information,"7,212",1592000000,1541000000,,china
slc agricola,"7,213",1585000000,1522000000,,brazil
kec international,"7,214",1590000000,1515000000,,india
unilumin group,"7,215",1593000000,1477000000,,china
sjvn,"7,216",1587000000,1455000000,,india
wesco aircraft holdings,"7,216",7,7,,usa
zhejiang yasha decoration,"7,217",1590000000,1419000000,,china
burckhardt compression holding ag,"7,218",1585000000,1343000000,,switzerland
h&e equipment services,"7,219",1591000000,1229000000,,usa
bandwidth,"7,220",1578000000,2584000000,,usa
alkami technology inc,"7,221",1582000000,2490000000,,usa
myt netherlands parent bv,"7,222",1584000000,2457000000,,germany
pendal group,"7,223",1575000000,2441000000,,australia
astra space inc,"7,224",1583000000,2425000000,,usa
hangzhou lianluo interactive information technology,"7,225",1580000000,2364000000,,china
1-800-flowerscom,"7,226",1579000000,2067000000,,usa
ares acquisition corp,"7,226",7,,,usa
balaji amines,"7,227",1576000000,1881000000,,india
osg corporation,"7,228",1579000000,1780000000,,japan
jtower,"7,229",1579000000,1752000000,,japan
mitsui mining & smelting,"7,230",1575000000,1751000000,,japan
loma negra compania industrial argentina sociedad anonima,"7,231",1578000000,1706000000,,argentina
avaya holdings,"7,232",1581000000,1699000000,,usa
corporativo fragua,"7,233",1584000000,1617000000,,mexico
shanghai dazhong public utilitiesgroup,"7,235",1583000000,1589000000,,china
sankyo,"7,236",1577000000,1565000000,,japan
tag colonia-immobilien ag,"7,237",1579000000,1562000000,,germany
sacyr,"7,238",1575000000,1533000000,,spain
noble corporation,"7,239",1582000000,1465000000,,uk
kiatnakin bank public company,"7,240",1584000000,1463000000,,thailand
supernus pharmaceuticals,"7,241",1581000000,1463000000,,usa
japan aviation electronics industry,"7,242",1582000000,1351000000,,japan
zeta global holdings corp,"7,243",1584000000,1287000000,,usa
beijing spc environment protection tech,"7,244",1577000000,1202000000,,china
century aluminum company,"7,245",1581000000,1155000000,,usa
dalian zeus entertainment,"7,246",1581000000,801000000,,china
pt mnc studios international,"7,247",1577000000,412000000,,indonesia
forgerock inc,"7,249",1580000000,,,usa
vivint smart home inc,"7,250",1570000000,2546000000,,usa
zhou hei ya international holdings company,"7,251",1566000000,2516000000,,china
zydus wellness,"7,252",1573000000,2069000000,,india
yechiu metal recycling china ltd,"7,253",1566000000,1949000000,,china
yanbu cement company,"7,254",1569000000,1820000000,,saudi arabia
stmodwen properties,"7,254",7,1218000000,,uk
luxin venture capital group,"7,255",1572000000,1797000000,,china
xinjiang ba yi iron & steel coltd,"7,256",1566000000,1775000000,,china
minmetals development,"7,257",1565000000,1701000000,,china
doosan corporation,"7,258",1567000000,1687000000,,south korea
jiangsu sidike new materials science & technology co ltd,"7,259",1567000000,1682000000,,china
unipar carbocloro,"7,260",1566000000,1670000000,,brazil
carpenter technology corporation,"7,261",1565000000,1603000000,,usa
italmobiliare,"7,262",1566000000,1554000000,,italy
credit corp group,"7,263",1566000000,1547000000,,australia
suwen electric energy technology coltd,"7,264",1572000000,1496000000,,china
yipinhong pharmaceutical,"7,265",1571000000,1475000000,,china
nanjing tanker corporation,"7,266",1574000000,1463000000,,china
gulfport energy corporation,"7,267",1571000000,1376000000,,usa
yulon motor company,"7,268",1566000000,1358000000,,taiwan
hang xiao steel structure co ltd,"7,269",1573000000,1312000000,,china
liaoning wellhope agri-tech joint stock,"7,270",1566000000,1271000000,,china
xenon pharmaceuticals,"7,271",1573000000,726000000,,canada
guangzhou r&f properties,"7,272",1559000000,3307000000,,china
erasca inc,"7,273",1563000000,2898000000,,usa
nanostring technologies,"7,274",1560000000,2649000000,,usa
enel generacion chile,"7,275",1561000000,2345000000,,chile
shriram city union finance,"7,276",1560000000,1930000000,,india
taboolacom ltd,"7,277",1563000000,1896000000,,usa
moneysupermarketcom group,"7,278",1563000000,1885000000,,uk
noevir holdings,"7,279",1564000000,1806000000,,japan
costamare,"7,280",1563000000,1775000000,,greece
sichuan haite high-tech,"7,281",1562000000,1674000000,,china
heineken malaysia berhad,"7,282",1558000000,1646000000,,malaysia
meitec corporation,"7,283",1555000000,1592000000,,japan
china harzone industry ltd,"7,284",1562000000,1586000000,,china
frontline,"7,285",1558000000,1402000000,,bermuda
stratasys,"7,286",1559000000,1377000000,,israel
cnx midstream partners lp,"7,286",7,7,,usa
veritiv corporation,"7,287",1563000000,1338000000,,usa
shenzhen xinhao photoelectricity technology coltd,"7,288",1563000000,1308000000,,china
hunan kaimeite gases,"7,289",1556000000,1215000000,,china
alpha group,"7,290",1555000000,1110000000,,china
aerovironment,"7,291",1552000000,2540000000,,usa
nippon reit investment corporation,"7,292",1554000000,1826000000,,japan
skycity entertainment group,"7,293",1545000000,1820000000,,new zealand
trustpower,"7,294",1551000000,1813000000,,new zealand
japan excellent,"7,295",1548000000,1764000000,,japan
kandenko,"7,296",1550000000,1755000000,,japan
rosbank,"7,297",1552000000,1716000000,,russia
focus lightings tech,"7,298",1550000000,1711000000,,china
coveo,"7,299",7,7,,canada
deposit solutions,"7,299",7,7,,germany
vinted,"7,299",7,7,,lithuania
wheels up,"7,299",7,7,,usa
morgan sindall group,"7,299",1548000000,1660000000,,uk
baywa,"7,300",1554000000,1581000000,,germany
nuveen s&p 500 buy-write income fund,"7,301",1552000000,1559000000,,usa
nongshim,"7,302",1553000000,1502000000,,south korea
united development company,"7,303",1550000000,1452000000,,qatar
billion industrial holdings,"7,304",1546000000,1452000000,,china
arbonia ag,"7,305",1546000000,1445000000,,switzerland
amber enterprises india,"7,306",1549000000,1424000000,,india
centerspace,"7,307",1549000000,1421000000,,usa
hytera communications corporation,"7,308",1548000000,1416000000,,china
kowloon development company,"7,309",1551000000,1413000000,,hong kong
the bancorp,"7,310",1554000000,1406000000,,usa
qinghai huzhu barley wine,"7,311",1551000000,1367000000,,china
genimous technology,"7,312",1552000000,1352000000,,china
baoding tianwei baobian electric,"7,313",1552000000,1307000000,,china
hainan huluwa pharmaceutical group co ltd,"7,314",1550000000,1250000000,,china
shanghai yaoji technology,"7,315",1547000000,1050000000,,china
fujian boss software,"7,316",1551000000,1024000000,,china
latitude group holdings limited,"7,317",1551000000,171000000,,australia
verve therapeutics inc,"7,318",1544000000,3358000000,,usa
establishment labs holdings,"7,319",1542000000,1905000000,,costa rica
greatek electronics,"7,320",1544000000,1896000000,,taiwan
hbis resources,"7,321",1543000000,1853000000,,china
first pacific company,"7,322",1536000000,1830000000,,hong kong
banpu power public company,"7,323",1539000000,1776000000,,thailand
guangzhou kdt machinery,"7,324",1537000000,1760000000,,china
takashimaya company,"7,325",1543000000,1708000000,,japan
shenzhen woer heat-shrinkable material,"7,326",1542000000,1703000000,,china
liaoning oxiranchem,"7,327",1542000000,1649000000,,china
shanghai lily&beauty cosmetics coltd,"7,328",1543000000,1605000000,,china
aiful corporation,"7,329",1536000000,1580000000,,japan
leedarson iot technology inc,"7,330",1536000000,1553000000,,china
tivo corporation,"7,331",7,7,,usa
addnode group ab publ,"7,331",1540000000,1522000000,,sweden
fraser and neave,"7,332",1543000000,1515000000,,singapore
wafer works corporation,"7,333",1537000000,1310000000,,taiwan
allmed medical products co ltd,"7,334",1543000000,1284000000,,china
shanghai kindly enterprise development group,"7,335",1543000000,1261000000,,china
guangdong yizumi precision machinery,"7,336",1540000000,1234000000,,china
guanfu holding,"7,337",1544000000,1197000000,,china
tianrun crankshaft,"7,338",1541000000,1162000000,,china
jiangsu zongyi,"7,339",1544000000,1104000000,,china
hengxin shambala culture,"7,340",1540000000,637000000,,china
p10 inc,"7,341",1535000000,,,nyse
lyell immunopharma,"7,342",1534000000,3780000000,,usa
hyosung corporation,"7,343",1533000000,2037000000,,south korea
nantex industry,"7,344",1533000000,1906000000,,taiwan
shanghai henlius biotech,"7,345",1533000000,1903000000,,china
ssy group,"7,346",1533000000,1810000000,,hong kong
poya international,"7,347",1526000000,1783000000,,taiwan
avic sanxin,"7,348",1530000000,1768000000,,china
trusco nakayama corporation,"7,349",1529000000,1740000000,,japan
redefine properties,"7,350",1534000000,1674000000,,south africa
great wall enterprise,"7,351",1528000000,1660000000,,taiwan
zhuguang holdings group company,"7,352",1528000000,1644000000,,hong kong
northwest natural holding company,"7,353",1530000000,1578000000,,usa
chugoku bank,"7,354",1526000000,1512000000,,japan
wha corporation public company,"7,355",1527000000,1483000000,,thailand
ladder capital corp,"7,356",1531000000,1445000000,,usa
archermind technology nanjing,"7,357",1529000000,1420000000,,china
krishna institute of medical sciences limited,"7,358",1528000000,1418000000,,india
beijing hotgen biotech,"7,359",1526000000,1401000000,,china
shenzhen cerealsholdings,"7,360",1531000000,1387000000,,china
trimas corporation,"7,361",1533000000,1381000000,,usa
next fifteen communications group,"7,362",1526000000,1370000000,,uk
zhejiang yinlun machinery,"7,363",1525000000,1316000000,,china
yinson holdings berhad,"7,364",1525000000,1282000000,,malaysia
kforce,"7,365",1525000000,1264000000,,usa
immunogen,"7,366",1532000000,1225000000,,usa
beijing philisense technology,"7,367",1529000000,1092000000,,china
pt bank yudha bhakti tbk,"7,368",1534000000,762000000,,indonesia
nayuki holdings limited,"7,369",1522000000,2751000000,,china
adc therapeutics sa,"7,370",1519000000,2283000000,,switzerland
nipro corporation,"7,371",1516000000,1912000000,,japan
pharmagest interactive sa,"7,372",1517000000,1772000000,,france
ytl corporation berhad,"7,373",1524000000,1762000000,,malaysia
pt bank ina perdana tbk,"7,374",1518000000,1734000000,,indonesia
bangkok chain hospital public company,"7,375",1518000000,1732000000,,thailand
big lots,"7,376",1517000000,1686000000,,usa
the gabelli equity trust,"7,377",1515000000,1597000000,,usa
soda sanayii,"7,377",7,7,,turkey
eaton vance duration income fund,"7,378",1524000000,1548000000,,usa
kingenta ecological engineering group co ltd,"7,379",1519000000,1543000000,,china
first national of nebraska,"7,380",1517000000,1517000000,,usa
romande energie holding sa,"7,381",1520000000,1516000000,,switzerland
shanghai hile bio-technology,"7,382",1524000000,1497000000,,china
bobst group sa,"7,383",1516000000,1489000000,,switzerland
taiyuan heavy industry,"7,384",1515000000,1485000000,,china
qingdao gaoce technology co ltd,"7,385",1521000000,1474000000,,china
menora mivtachim holdings ltd,"7,386",1520000000,1442000000,,israel
tennant company,"7,387",1516000000,1381000000,,usa
pt bumi serpong damai tbk,"7,388",1523000000,1376000000,,indonesia
huaihe energy group,"7,389",1522000000,1358000000,,china
oem international ab publ,"7,390",1515000000,1311000000,,sweden
gunkul engineering public company,"7,391",1517000000,1300000000,,thailand
zbom home collection,"7,392",1517000000,1110000000,,china
iteos therapeutics inc,"7,393",1517000000,998000000,,usa
domo inc,"7,394",1507000000,2828000000,,usa
loandepot inc,"7,395",1511000000,2545000000,,usa
cap,"7,396",1506000000,2137000000,,chile
carlsberg brewery malaysia bhd,"7,397",1508000000,1638000000,,malaysia
computer services,"7,398",1510000000,1595000000,,usa
banca farmafactoring,"7,399",1511000000,1566000000,,italy
asiainfo technologies,"7,400",1505000000,1529000000,,china
cyient,"7,401",1512000000,1512000000,,india
edinburgh investment trust,"7,402",1507000000,1464000000,,uk
zensar technologies,"7,403",1509000000,1381000000,,india
griffon corporation,"7,404",1510000000,1372000000,,usa
sunflower pharmaceutical group,"7,405",1514000000,1283000000,,china
clear channel outdoor holdings,"7,406",1506000000,1238000000,,usa
fine organic industries limited,"7,407",1507000000,1222000000,,india
enova international,"7,408",1506000000,1216000000,,usa
guilin sanjin pharmaceutical,"7,409",1512000000,1148000000,,china
summit real estate holdings,"7,410",1506000000,1088000000,,israel
first foundation,"7,411",1513000000,1077000000,,usa
jiangsu asia-pacific light alloy technology co ltd,"7,412",1505000000,1064000000,,china
guizhou guihang automotive components,"7,413",1512000000,975000000,,china
clover health investments corp,"7,414",1503000000,3605000000,,usa
ado properties,"7,415",1504000000,3034000000,,luxembourg
japan elevator serviceholdings,"7,416",1503000000,2358000000,,japan
palomar holdings,"7,417",1502000000,2284000000,,usa
kerry express thailand public company limited,"7,418",1501000000,2239000000,,thailand
jiangsu jiuding new material,"7,419",1496000000,1969000000,,china
adtalem global education,"7,420",1502000000,1836000000,,usa
daiwabo holdings,"7,421",1502000000,1810000000,,japan
shenzhen colibri technologies,"7,422",1502000000,1800000000,,china
lindsay corporation,"7,423",1497000000,1797000000,,usa
hensoldt ag,"7,424",1503000000,1779000000,,germany
construction partners,"7,425",1497000000,1750000000,,usa
sapporo holdings,"7,426",1504000000,1720000000,,japan
haima automobile,"7,427",1497000000,1655000000,,china
capitaland retail china trust,"7,428",1495000000,1462000000,,singapore
apax global alpha limited,"7,429",1495000000,1434000000,,uk
ningbo changhong polymer scientific and technical inc,"7,430",1504000000,1434000000,,china
redwood trust,"7,431",1495000000,1414000000,,usa
monex group,"7,432",1504000000,1407000000,,japan
leejam sports company,"7,433",1500000000,1332000000,,saudi arabia
hilan,"7,434",1499000000,1273000000,,israel
beneteau,"7,435",1498000000,1257000000,,france
equital,"7,436",1497000000,1008000000,,israel
beijing cuiwei tower,"7,437",1496000000,824000000,,china
arena star group,"7,438",1501000000,23,,israel
smartrent inc,"7,439",1485000000,2420000000,,usa
walkme ltd,"7,440",1491000000,2293000000,,israel
mediaset espana comunicacion,"7,441",1494000000,1923000000,,spain
saudi ground services company,"7,442",1489000000,1812000000,,saudi arabia
tkc corporation,"7,443",1490000000,1805000000,,japan
sunstone development,"7,444",1486000000,1776000000,,china
brightview holdings,"7,445",1491000000,1613000000,,usa
first trust intermediate duration preferred & income fund,"7,446",1489000000,1592000000,,usa
route mobile,"7,447",1494000000,1590000000,,india
hunan tv & broadcast intermediary,"7,448",1488000000,1584000000,,china
imugene limited,"7,449",1491000000,1578000000,,australia
smart metering systems,"7,450",1488000000,1532000000,,uk
allianzgi nfj dividend interest & premium strategy fund,"7,451",1486000000,1483000000,,usa
gogo,"7,452",1488000000,1476000000,,usa
yamaguchi financial group,"7,453",1493000000,1467000000,,japan
hanmi semiconductor,"7,454",1485000000,1455000000,,south korea
blackrock world mining trust,"7,455",1485000000,1437000000,,uk
birla corporation,"7,456",1492000000,1421000000,,india
avi global trust,"7,457",1494000000,1394000000,,uk
sinoseal holding,"7,458",1488000000,1366000000,,china
shanghai topcare medical services co ltd,"7,459",1486000000,1363000000,,china
kraton corporation,"7,460",1489000000,1358000000,,usa
dime community bancshares,"7,461",1487000000,1352000000,,usa
hotel property investments,"7,462",1490000000,1329000000,,australia
pony testing co ltd,"7,463",1486000000,1295000000,,china
berkshire hills bancorp,"7,464",1485000000,1254000000,,usa
nissin electric,"7,465",1486000000,1222000000,,japan
tritax eurobox plc,"7,466",1485000000,1204000000,,uk
jiuzhitang,"7,467",1492000000,1168000000,,china
toppan forms,"7,468",1487000000,1044000000,,japan
zhejiang grandwall electric science&technology,"7,469",1486000000,1022000000,,china
sovos brands inc,"7,471",1492000000,,,usa
alphamab oncology,"7,472",1475000000,2543000000,,china
azul,"7,473",1475000000,2536000000,,brazil
knowledge economic city,"7,474",1475000000,1867000000,,saudi arabia
shenzhen sunrise new energy co ltd,"7,475",1484000000,1799000000,,china
cementir holding,"7,477",1484000000,1776000000,,italy
societa cattolica di assicurazione - societa cooperativa,"7,478",1475000000,1664000000,,italy
hengtong logistics,"7,479",1477000000,1579000000,,china
galaxy surfactants,"7,480",1484000000,1573000000,,india
pt bank btpn tbk,"7,481",1478000000,1573000000,,indonesia
dazzle fashion co ltd,"7,482",1477000000,1566000000,,china
lifestyle communities,"7,483",1475000000,1513000000,,australia
trisura group,"7,484",1480000000,1477000000,,canada
iifl finance,"7,485",1480000000,1474000000,,india
beijing vrv software corporation,"7,486",1481000000,1461000000,,china
karo pharma ab publ,"7,487",1482000000,1453000000,,sweden
guangzhou pearl river piano group,"7,488",1483000000,1443000000,,china
chengdu fusen noble-house industrial,"7,489",1483000000,1421000000,,china
social capital hedosophia holdings corp vi,"7,490",1482000000,1416000000,,usa
tainan spinning,"7,491",1484000000,1405000000,,taiwan
xi'an sinofuse electric co ltd,"7,492",1475000000,1328000000,,china
ak steel holding corporation,"7,493",7,7,,usa
sichuan lutianhua company limited,"7,493",1484000000,1324000000,,china
mts systecorporation,"7,494",7,1123000000,,usa
hutchison port holdings trust,"7,494",1478000000,1322000000,,singapore
shenzhen neptunus bioengineering,"7,495",1483000000,1320000000,,china
anhui genuine new materials,"7,496",1481000000,1275000000,,china
hfcl,"7,497",1484000000,1225000000,,india
teekay lng partners,"7,498",1478000000,1209000000,,bermuda
aar corp,"7,499",1478000000,1201000000,,usa
zhejiang ausun pharmaceutical,"7,500",1480000000,1177000000,,china
sanlorenzo spa,"7,501",1475000000,1177000000,,italy
hubei juneyao health drinks co ltd,"7,502",1482000000,1084000000,,china
jiangsu shentong valve,"7,503",1476000000,941000000,,china
bicycle therapeutics,"7,504",1482000000,916000000,,uk
partner communications company,"7,505",1480000000,813000000,,israel
fluence energy inc,"7,506",1484000000,,,usa
888 holdings,"7,507",1474000000,2081000000,,gibralter
nuvation bio inc,"7,508",1466000000,2009999999,,usa
perpetual,"7,509",1465000000,1744000000,,australia
nippon suisan kaisha,"7,510",1468000000,1710000000,,japan
bic camera,"7,511",1466000000,1707000000,,japan
luk fook holdings international,"7,512",1474000000,1689000000,,hong kong
union medical healthcare,"7,513",1472000000,1683000000,,hong kong
ql resources berhad,"7,514",1471000000,1647000000,,malaysia
guess inc,"7,515",1470000000,1571000000,,usa
blackrock taxable municipal bond trust,"7,516",1467000000,1541000000,,usa
blackrock corporate high yield fund,"7,517",1474000000,1536000000,,usa
murray income trust,"7,518",1465000000,1526000000,,uk
april sa,"7,519",7,7,,france
aeon hokkaido corporation,"7,519",1469000000,1493000000,,japan
new frontier health corporation,"7,520",1469000000,1482000000,,china
laurentian bank of canada,"7,522",1473000000,1458000000,,canada
plantronics,"7,522",7,1115000000,,usa
elite semiconductor memory technology,"7,523",1465000000,1449000000,,taiwan
sterlite technologies limited,"7,524",1466000000,1441000000,,india
changzheng engineering,"7,525",1468000000,1370000000,,china
kureha corporation,"7,526",1466000000,1366000000,,japan
nuveen municipal high income opportunity fund,"7,527",1465000000,1365000000,,usa
golar lng,"7,528",1465000000,1237000000,,bermuda
