name,master_cap,country,rank,share_price
somfy,5350000000,france, 2313,155
prometheus biosciences,5340000000,usa, 2314,115
hashicorp,5340000000,usa, 2315,28
keyera,5330000000,canada, 2316,23
universal forest products,5330000000,usa, 2317,86
assai atacadista,5320000000,brazil, 2318,19
patanjali foods,5320000000,india, 2319,14
post holdings,5320000000,usa, 2320,90
indian railway finance,5320000000,india, 2321,0
viper energy partners,5320000000,usa, 2322,32
univar solutions,5310000000,usa, 2323,32
kobayashi pharmaceutical,5310000000,japan, 2324,69
ibiden,5310000000,japan, 2325,38
united bankshares,5310000000,usa, 2326,39
jsw energy,5310000000,india, 2327,3
sdemir,5300000000,turkey, 2328,1
lancaster colony corporation,5300000000,usa, 2329,192
mercury nz,5300000000,new zealand, 2330,3
wintrust financial,5300000000,usa, 2331,87
beazley,5290000000,uk, 2332,7
brookfield renewable,5290000000,usa, 2333,30
balkrishna industries,5290000000,india, 2334,27
hilton grand vacations,5290000000,usa, 2335,46
container corporation of india,5290000000,india, 2336,8
dai nippon printing,5280000000,japan, 2337,19
dksh holding,5280000000,switzerland, 2338,81
old national bank,5270000000,usa, 2339,18
aalberts,5270000000,netherlands, 2340,45
latam airlines,5270000000,chile, 2341,0
elastic nv,5260000000,usa, 2342,55
saudi kayan petrochemical company,5260000000,saudi arabia, 2343,3
nhpc limited,5260000000,india, 2344,0
hargreaves lansdown,5240000000,uk, 2345,10
credit acceptance,5240000000,usa, 2346,405
ipg photonics,5240000000,usa, 2347,107
mcdonald's japan,5230000000,japan, 2348,39
idacorp,5230000000,usa, 2349,103
shift4 payments,5230000000,usa, 2350,63
rayonier,5210000000,usa, 2351,34
barito pacific,5210000000,indonesia, 2352,0
glp j-reit,5200000000,japan, 2353,1
weibo,5200000000,china, 2354,22
ashok leyland,5200000000,india, 2355,1
muthoot finance,5200000000,india, 2356,12
stevanato,5180000000,italy, 2357,19
safety,5180000000,usa, 2358,132
glacier bancorp,5180000000,usa, 2359,46
akbank,5180000000,turkey, 2360,1
dt midstream,5170000000,usa, 2361,53
zhongan insurance,5170000000,china, 2362,3
eagle materials,5170000000,usa, 2363,140
trent limited,5170000000,india, 2364,14
sharp corporation,5170000000,japan, 2365,7
dongfeng motor,5160000000,china, 2366,0
the ensign group,5160000000,usa, 2367,93
valeo,5160000000,france, 2368,20
indian hotels company,5160000000,india, 2369,3
hekta,5150000000,turkey, 2370,2
bwx technologies,5150000000,usa, 2371,56
fraport,5150000000,germany, 2372,55
five9,5150000000,usa, 2373,73
riocan reit,5140000000,canada, 2374,16
schaeffler india,5130000000,india, 2375,32
cerevel therapeutics,5130000000,usa, 2376,32
core & main,5130000000,usa, 2377,20
fluor corporation,5120000000,usa, 2378,36
watts water technologies,5120000000,usa, 2379,153
exponent,5110000000,usa, 2380,101
mondaycom,5110000000,israel, 2381,116
csn mineracao,5110000000,brazil, 2382,0
alten,5100000000,france, 2383,146
lhc group,5100000000,usa, 2384,164
united breweries,5100000000,india, 2385,19
hellofresh,5100000000,germany, 2386,25
penn national gaming,5090000000,usa, 2387,32
option care health,5090000000,usa, 2388,27
whitecap resources,5080000000,canada, 2389,8
chemours,5080000000,usa, 2390,33
polycab india,5080000000,india, 2391,33
owl rock capital,5080000000,usa, 2392,12
tal education group,5080000000,china, 2393,7
altagas,5080000000,canada, 2394,18
alight,5080000000,usa, 2395,9
fuchs petrolub,5070000000,germany, 2396,32
jollibee,5060000000,, 2397,4
pirelli,5060000000,italy, 2398,4
au small finance bank,5050000000,india, 2399,7
koito manufacturing,5050000000,japan, 2400,15
bank ozk,5050000000,usa, 2401,43
hexcel,5050000000,usa, 2402,60
wixcom,5030000000,israel, 2403,85
eva air,5020000000,taiwan, 2404,0
kingsoft,5020000000,china, 2405,3
colgate-palmolive india,5020000000,india, 2406,18
british land,5010000000,uk, 2407,5
wayfair,5010000000,usa, 2408,46
magazine luiza,5000000000,brazil, 2409,0
nan ya pcb,5000000000,taiwan, 2410,7
banco popular,5000000000,usa, 2411,68
evoqua water technologies,5000000000,usa, 2412,41
asia cement,4990000000,taiwan, 2413,1
ormat technologies,4990000000,usa, 2414,89
reply,4980000000,italy, 2415,129
helmerich & payne,4980000000,usa, 2416,46
international game technology,4980000000,uk, 2417,24
vanguard international semiconductor,4970000000,taiwan, 2418,3
bechtle,4970000000,germany, 2419,39
under armour,4970000000,usa, 2420,10
hochtief,4950000000,germany, 2421,63
banco de credito e inversiones,4950000000,chile, 2422,29
vale indonesia,4950000000,indonesia, 2423,0
homeserve,4950000000,uk, 2424,14
onemain financial,4940000000,usa, 2425,40
nippon express,4940000000,japan, 2426,55
astral poly technik,4940000000,india, 2427,24
japan airport terminal,4940000000,japan, 2428,53
cummins india,4930000000,india, 2429,17
bharat forge,4930000000,india, 2430,10
silicon labs,4930000000,usa, 2431,148
endava,4910000000,uk, 2432,86
perrigo,4910000000,ireland, 2433,36
fabrinet,4910000000,, 2434,134
algonquin power & utilities,4900000000,canada, 2435,7
first financial bankshares,4900000000,usa, 2436,34
sps commerce,4900000000,usa, 2437,135
scsk corporation,4890000000,japan, 2438,15
iac/interactivecorp,4890000000,usa, 2439,55
tata elxsi,4880000000,india, 2440,78
power finance corp,4880000000,india, 2441,1
toppan,4880000000,japan, 2442,14
air lease corporation,4880000000,usa, 2443,44
dlocal,4880000000,, 2444,16
petro rabigh,4870000000,saudi arabia, 2445,2
x5 retail group,4870000000,netherlands, 2446,17
stericycle,4860000000,usa, 2447,52
gol airlines,4860000000,brazil, 2448,2
hitachi construction machinery,4850000000,japan, 2449,22
healthequity,4850000000,usa, 2450,57
evercore,4850000000,usa, 2451,124
powszechny zakad ubezpiecze,4850000000,poland, 2452,8
tobu railway,4850000000,japan, 2453,23
power integrations,4840000000,usa, 2454,84
unite group unite students,4830000000,uk, 2455,11
companhia siderurgica nacional,4830000000,brazil, 2456,3
axis capital,4830000000,, 2457,57
tower semiconductor,4830000000,israel, 2458,42
gap inc,4820000000,usa, 2459,13
jcdecaux,4820000000,france, 2460,22
tikehau capital,4810000000,france, 2461,27
jarir,4800000000,saudi arabia, 2462,40
argo investments,4790000000,australia, 2463,6
ghitha,4790000000,united arab emirates, 2464,19
informatica,4790000000,usa, 2465,16
ryman hospitality properties,4790000000,usa, 2466,86
johnson matthey,4790000000,uk, 2467,26
wendys company,4780000000,usa, 2468,22
schibsted,4780000000,norway, 2469,21
topdanmarks,4780000000,denmark, 2470,52
terreno realty,4780000000,usa, 2471,62
powerschool,4780000000,usa, 2472,23
thyssenkrupp,4780000000,germany, 2473,7
element solutions,4770000000,usa, 2474,19
new jersey resources,4770000000,usa, 2475,49
sotera health,4770000000,usa, 2476,16
miniso group,4760000000,china, 2477,15
orica,4760000000,australia, 2478,10
temenos,4760000000,switzerland, 2479,66
schaeffler,4760000000,germany, 2480,6
hiscox,4750000000,, 2481,13
koza gold,4750000000,turkey, 2482,31
bawag group,4750000000,, 2483,57
cirrus logic,4750000000,usa, 2484,86
metropolitan bank metrobank,4740000000,, 2485,0
atkore,4730000000,usa, 2486,118
emmi ag,4730000000,switzerland, 2487,885
enagas,4730000000,spain, 2488,18
mapletree industrial trust,4720000000,singapore, 2489,1
remgro limited,4710000000,south africa, 2490,8
applied industrial technologies,4710000000,usa, 2491,122
autohome,4710000000,china, 2492,37
thor industries,4710000000,usa, 2493,88
cencosud,4700000000,chile, 2494,1
italgas,4700000000,italy, 2495,5
bandhan bank,4700000000,india, 2496,2
integra lifesciences,4690000000,usa, 2497,56
cyberagent,4690000000,japan, 2498,9
mazda,4690000000,japan, 2499,7
mphasis,4690000000,india, 2500,24
bloom energy,4690000000,usa, 2501,24
portland general electric,4690000000,usa, 2502,46
commercial international bank,4680000000,, 2503,1
wendel,4670000000,france, 2504,104
madras rubber factory,4670000000,india, 2505,1
inchcape,4670000000,uk, 2506,11
ryder,4660000000,usa, 2507,92
sabanc holding,4660000000,turkey, 2508,2
bezeq,4660000000,israel, 2509,1
hikma pharmaceuticals,4660000000,uk, 2510,21
fnb corporation,4660000000,usa, 2511,12
api group,4650000000,usa, 2512,19
imi plc,4650000000,uk, 2513,17
saudi investment bank,4650000000,saudi arabia, 2514,4
seaboard,4650000000,usa, 2515,4
steel authority of india,4650000000,india, 2516,1
castellum,4630000000,sweden, 2517,14
odakyu electric railway,4620000000,japan, 2518,12
intermediate capital group icg,4620000000,uk, 2519,15
black hills,4620000000,usa, 2520,71
welcia holdings,4620000000,japan, 2521,22
trinet,4620000000,usa, 2522,76
workiva,4610000000,usa, 2523,87
sembcorp,4610000000,singapore, 2524,2
howden joinery,4610000000,uk, 2525,7
topicus,4610000000,canada, 2526,56
asahi intecc,4600000000,japan, 2527,16
pepkor,4600000000,south africa, 2528,1
hanover insurance group,4600000000,usa, 2529,129
kilroy realty,4600000000,usa, 2530,39
mediclinic international,4600000000,south africa, 2531,6
synaptics,4590000000,usa, 2532,115
national mineral development corporation,4590000000,india, 2533,1
ks,4580000000,germany, 2534,23
shin kong financial holding,4580000000,taiwan, 2535,0
aak,4580000000,sweden, 2536,17
vornado realty trust,4580000000,usa, 2537,22
driven brands,4570000000,usa, 2538,27
yap kredi,4570000000,turkey, 2539,0
signify,4570000000,netherlands, 2540,35
nuvei,4560000000,canada, 2541,32
mainfreight,4560000000,new zealand, 2542,45
home bancshares,4560000000,usa, 2543,22
jyske bank,4560000000,denmark, 2544,71
kite realty,4560000000,usa, 2545,20
royal boskalis westminster,4560000000,netherlands, 2546,35
erg,4550000000,italy, 2547,30
idfc first bank,4550000000,india, 2548,0
tenable,4550000000,usa, 2549,40
bucher industries,4550000000,switzerland, 2550,445
cadence bancorp,4550000000,usa, 2551,24
bank of india,4550000000,india, 2552,1
allegheny technologies,4550000000,usa, 2553,35
alkermes,4550000000,ireland, 2554,27
merlin properties,4550000000,spain, 2555,9
cable one,4550000000,usa, 2556,783
iida group,4550000000,japan, 2557,15
bangkok expressway and metro bem,4540000000,thailand, 2558,0
turkcell,4540000000,turkey, 2559,5
tofa turk otomobil fabrikas,4540000000,turkey, 2560,9
intra-cellular therapies,4540000000,usa, 2561,47
sixt,4530000000,germany, 2562,113
scor,4530000000,france, 2563,25
air france-klm,4530000000,france, 2564,1
sofi,4530000000,usa, 2565,5
wiwynn,4530000000,taiwan, 2566,25
frasers group,4530000000,uk, 2567,9
coca-cola consolidated,4530000000,usa, 2568,483
olam,4520000000,singapore, 2569,1
aerojet rocketdyne,4520000000,usa, 2570,56
gds holdings,4520000000,china, 2571,22
husqvarna,4520000000,sweden, 2572,7
haemonetics,4520000000,usa, 2573,89
rambus,4510000000,usa, 2574,42
leggett & platt,4510000000,usa, 2575,34
louisiana-pacific,4500000000,usa, 2576,62
gamalife,4500000000,portugal, 2577,90
galicia financial group,4500000000,, 2578,13
meg energy,4490000000,canada, 2579,15
spie,4490000000,france, 2580,27
the bidvest group,4480000000,south africa, 2581,13
hawaiian electric industries,4480000000,usa, 2582,40
icu medical,4480000000,usa, 2583,187
manpowergroup,4480000000,usa, 2584,88
schneider,4470000000,usa, 2585,25
nexans,4470000000,france, 2586,99
b2gold,4470000000,canada, 2587,4
tegna,4460000000,usa, 2588,20
united internet,4460000000,germany, 2589,23
alkem laboratories,4460000000,india, 2590,37
technoprobe,4460000000,italy, 2591,7
nykaa,4460000000,india, 2592,1
natera,4460000000,usa, 2593,40
zai lab,4450000000,china, 2594,45
denbury,4450000000,usa, 2595,89
als global,4440000000,australia, 2596,9
empresas cmpc,4430000000,chile, 2597,1
southwest gas,4430000000,usa, 2598,66
bumble,4430000000,usa, 2599,24
box,4420000000,usa, 2600,30
a1 telekom austria,4420000000,, 2601,6
industrial direct,4420000000,usa, 2602,79
sports,4420000000,usa, 2603,181
aurubis,4420000000,germany, 2604,101
sjm holdings,4410000000,hong kong, 2605,0
macom,4410000000,usa, 2606,62
bright horizons,4410000000,usa, 2607,76
zhejiang century huatong,4410000000,china, 2608,0
honeywell automation india,4410000000,india, 2609,498
banco del bajio,4400000000,mexico, 2610,3
neoen,4400000000,france, 2611,38
hugo boss,4400000000,germany, 2612,63
essent group,4400000000,, 2613,40
south jersey industries,4400000000,usa, 2614,35
indian bank,4400000000,india, 2615,3
alamos gold,4390000000,canada, 2616,11
maximus,4390000000,usa, 2617,72
dairy farm,4380000000,hong kong, 2618,3
fox factory holding,4380000000,usa, 2619,103
f&f co,4370000000,south korea, 2620,114
bombardier,4370000000,canada, 2621,46
asgn,4360000000,usa, 2622,87
boston beer company,4360000000,usa, 2623,354
livent,4360000000,usa, 2624,24
turk telekom,4350000000,turkey, 2625,1
flowserve,4350000000,usa, 2626,33
xpo logistics,4340000000,usa, 2627,37
uol group,4340000000,singapore, 2628,5
parsons,4330000000,usa, 2629,41
sitio royalties,4330000000,usa, 2630,27
transocean,4330000000,switzerland, 2631,6
paytm,4330000000,india, 2632,6
charter hall group,4330000000,australia, 2633,9
aditya birla capital,4330000000,india, 2634,1
insperity,4330000000,usa, 2635,114
strabag,4320000000,, 2636,42
bm birleik maazalar,4300000000,turkey, 2637,7
colliers international,4300000000,canada, 2638,100
janus henderson,4300000000,uk, 2639,25
clear secure,4300000000,usa, 2640,28
amn healthcare services,4290000000,usa, 2641,99
hindustan petroleum,4290000000,india, 2642,3
simpson manufacturing company,4290000000,usa, 2643,99
phillips edison & company,4280000000,usa, 2644,32
rithm capital,4269999999,usa, 2645,9
lechwerke,4269999999,germany, 2646,120
diploma plc,4260000000,uk, 2647,33
enstar group,4250000000,, 2648,242
iss a/s,4250000000,denmark, 2649,22
lanxess,4250000000,germany, 2650,49
atlas corp,4250000000,canada, 2651,15
topgolf callaway brands,4250000000,usa, 2652,23
kinnevik,4250000000,sweden, 2653,15
pnm resources,4240000000,usa, 2654,49
neogen,4240000000,usa, 2655,19
sfs group,4230000000,switzerland, 2656,109
teladoc health,4230000000,usa, 2657,26
wingstop restaurants,4230000000,usa, 2658,141
hera group,4230000000,italy, 2659,2
academy sports,4230000000,usa, 2660,54
bank mega,4219999999,indonesia, 2661,0
lupin limited,4219999999,india, 2662,9
richter gedeon,4219999999,, 2663,19
rlx technology,4219999999,china, 2664,2
cosco shipping development,4219999999,china, 2665,0
cleanaway waste management,4210000000,australia, 2666,1
godrej properties,4210000000,india, 2667,15
powerchip semiconductor manufacturing,4210000000,taiwan, 2668,1
scout24,4200000000,germany, 2669,54
asbury automotive group,4200000000,usa, 2670,189
aroundtown,4200000000,, 2671,2
tfs financial,4200000000,usa, 2672,14
herc holdings,4190000000,usa, 2673,143
spectris,4190000000,uk, 2674,38
evolution mining,4190000000,australia, 2675,2
comfort systems,4179999999,usa, 2676,117
tokyo century,4170000000,japan, 2677,34
onex,4170000000,canada, 2678,50
electrolux,4160000000,sweden, 2679,17
finning,4160000000,canada, 2680,27
tmbthanachart bank ttb,4160000000,thailand, 2681,0
fomento de construcciones y contratas,4160000000,spain, 2682,9
altair engineering,4160000000,usa, 2683,51
paycor,4160000000,usa, 2684,23
first international bank of israel,4150000000,israel, 2685,41
one gas,4150000000,usa, 2686,76
bank aljazira,4150000000,saudi arabia, 2687,5
affirm,4139999999,usa, 2688,14
savola group,4139999999,saudi arabia, 2689,7
sallie mae,4139999999,usa, 2690,16
qualys,4139999999,usa, 2691,109
colas,4139999999,france, 2692,127
jubilant foodworks,4139999999,india, 2693,6
hancock whitney,4139999999,usa, 2694,48
visteon,4130000000,usa, 2695,146
perfect world entertainment,4130000000,china, 2696,2
prairiesky royalty,4130000000,canada, 2697,17
elang mahkota teknologi,4120000000,indonesia, 2698,0
triton international,4120000000,, 2699,70
firstcash,4120000000,usa, 2700,89
independence realty trust,4110000000,usa, 2701,17
blackline,4110000000,usa, 2702,68
petronet lng,4110000000,india, 2703,2
umb financial,4110000000,usa, 2704,85
casella waste systems,4110000000,usa, 2705,79
vakfbank,4110000000,turkey, 2706,0
tui,4110000000,germany, 2707,2
parkland corp,4090000000,canada, 2708,23
apl apollo,4080000000,india, 2709,14
easyjet,4080000000,uk, 2710,5
appfolio,4080000000,usa, 2711,116
sm energy,4080000000,usa, 2712,33
mgic investment,4070000000,usa, 2713,13
cabot corporation,4070000000,usa, 2714,72
huhtamaki,4070000000,finland, 2715,39
dufry,4059999999,switzerland, 2716,44
elis,4059999999,france, 2717,16
persistent systems,4059999999,india, 2718,53
applovin,4059999999,usa, 2719,10
sentinelone,4059999999,usa, 2720,14
crescent point energy,4050000000,canada, 2721,7
infratil,4040000000,new zealand, 2722,5
surgery partners,4040000000,usa, 2723,33
peabody energy,4040000000,usa, 2724,28
balchem,4040000000,usa, 2725,125
freshworks,4030000000,usa, 2726,15
leapmotor,4030000000,china, 2727,3
storebrand,4030000000,norway, 2728,8
howard hughes corporation,4030000000,usa, 2729,80
avnet,4019999999,usa, 2730,43
ziff davis,4019999999,usa, 2731,85
rural electrification corp,4019999999,india, 2732,1
ig group,4019999999,uk, 2733,9
pan american silver,4010000000,canada, 2734,19
premier,4010000000,usa, 2735,33
blackstone mortgage trust,4010000000,usa, 2736,23
lumentum,4010000000,usa, 2737,58
venture corporation,4000000000,singapore, 2738,13
galenica,4000000000,switzerland, 2739,80
clicks group,4000000000,south africa, 2740,16
adient,4000000000,ireland, 2741,42
