name,market_capitalization_usd,price,country
ifb industries,450000000,11.0,india
reliance infrastructure,450000000,2.0,india
mitek systems,450000000,10.0,usa
desktop metal,450000000,1.0,usa
fission uranium,450000000,1.0,canada
eagle point credit company,450000000,10.0,usa
gevo,450000000,2.0,usa
action construction equipment,450000000,4.0,india
fate therapeutics,450000000,4.0,usa
tsakos energy navigation,440000000,16.0,greece
archosaur games,440000000,1.0,china
orpea,440000000,7.0,france
amryt pharma,440000000,7.0,uk
the children's place,440000000,37.0,usa
butterfly network,440000000,2.0,usa
entrada therapeutics,440000000,14.0,usa
barbeque nation hospitality,440000000,11.0,india
alx oncology,440000000,11.0,usa
tetra technologies,440000000,3.0,usa
biglari,440000000,143.0,usa
consolidated communications,440000000,4.0,usa
lexinfintech holdings,440000000,2.0,china
carriage services,440000000,30.0,usa
nine energy service,440000000,13.0,usa
magnachip,440000000,10.0,luxembourg
tallink grupp,440000000,1.0,estonia
indoco remedies,430000000,5.0,india
anika therapeutics,430000000,30.0,usa
bionano genomics,430000000,1.0,usa
enterprise bancorp,430000000,36.0,usa
evolus,430000000,8.0,usa
si-bone,430000000,13.0,usa
patriot battery metals,430000000,5.0,canada
destination xl,430000000,7.0,usa
west coast paper mills,430000000,7.0,india
veru,430000000,5.0,usa
arcturus therapeutics,430000000,16.0,usa
national fertilizers,430000000,1.0,india
pearl abyss,430000000,33.0,s. korea
restaurant brands new zealand,430000000,3.0,new zealand
teekay,430000000,4.0,canada
nuvation bio,430000000,2.0,usa
dutch lady milk industries,430000000,7.0,malaysia
the tinplate company of india,430000000,4.0,india
ituran,430000000,21.0,israel
mesoblast,430000000,3.0,australia
powell industries,430000000,37.0,usa
world acceptance corporation,430000000,69.0,usa
entravision communications,430000000,5.0,usa
zur rose group,430000000,32.0,switzerland
gladstone investment,430000000,13.0,usa
domo,430000000,12.0,usa
southern missouri bancorp,430000000,47.0,usa
wemade,420000000,26.0,s. korea
newpark resources,420000000,5.0,usa
mahinlogistics,420000000,6.0,india
paisalo digital,420000000,1.0,india
harrow health,420000000,14.0,usa
avadel pharmaceuticals,420000000,7.0,ireland
energy vault,420000000,3.0,usa
beazer homes usa,420000000,13.0,usa
vor biopharma,420000000,6.0,usa
smith & wesson,420000000,9.0,usa
icelandair,410000000,0.0,iceland
vanda pharmaceuticals,410000000,7.0,usa
meta materials,410000000,1.0,canada
guaranty bancshares,410000000,35.0,usa
blue bird corporation,410000000,13.0,usa
ceco environmental,410000000,12.0,usa
vigil neuroscience,410000000,12.0,usa
gamania digital,410000000,2.0,taiwan
on24,410000000,9.0,usa
doubledown interactive,410000000,8.0,usa
marine products corporation,410000000,12.0,usa
optim,410000000,8.0,japan
reservoir media,410000000,6.0,usa
tutor perini,410000000,8.0,usa
atlanticus,410000000,29.0,usa
orchid island capital,410000000,11.0,usa
apollo endosurgery,410000000,10.0,usa
jtekt india,410000000,2.0,india
civeo,410000000,30.0,usa
ring energy,410000000,2.0,usa
daily journal,410000000,299.0,usa
5e advanced materials,400000000,9.0,usa
intrepid potash,400000000,30.0,usa
moil,400000000,2.0,india
astec lifesciences,400000000,21.0,india
aldeyra therapeutics,400000000,7.0,usa
dish tv,400000000,0.0,india
gamco investors,400000000,16.0,usa
ramaco resources,400000000,9.0,usa
priority technology holdings,400000000,5.0,usa
shotspotter,400000000,33.0,usa
jindal poly films,400000000,9.0,india
dzs inc,400000000,13.0,usa
lexicon pharmaceuticals,400000000,2.0,usa
niu,400000000,5.0,china
pharvaris,400000000,12.0,netherlands
orthofix medical,400000000,20.0,usa
stitch fix,400000000,4.0,usa
lovesac,400000000,26.0,usa
webzen,400000000,13.0,s. korea
aaron's,400000000,13.0,usa
avon protection,400000000,13.0,uk
bel fuse,400000000,32.0,usa
agc networks,400000000,12.0,india
microvision,400000000,2.0,usa
global cord blood,400000000,3.0,hong kong
luxfer,390000000,15.0,uk
tarsus pharmaceuticals,390000000,15.0,usa
phnom penh autonomous port,390000000,3.0,cambodia
karyopharm therapeutics,390000000,4.0,usa
rbb bancorp,390000000,21.0,usa
computer prograand systems,390000000,27.0,usa
eagle pharmaceuticals,390000000,30.0,usa
capstar financial,390000000,18.0,usa
caremax,390000000,4.0,usa
pmv pharmaceuticals,390000000,9.0,usa
global indemnity,390000000,27.0,cayman islands
international general insurance,390000000,8.0,jordan
largo,390000000,6.0,canada
preos real estate,390000000,3.0,germany
transcontinental realty investors,390000000,46.0,usa
preformed line products,390000000,80.0,usa
new pacific metals,390000000,3.0,canada
arbutus biopharma,390000000,3.0,usa
grupo supervielle,390000000,2.0,argentina
trinity capital,390000000,11.0,usa
canaan,390000000,2.0,china
inovio pharmaceuticals,390000000,2.0,usa
greentree hospitality,390000000,4.0,china
hyzon motors,390000000,2.0,usa
atea pharmaceuticals,390000000,5.0,usa
professional holding,390000000,28.0,usa
vesuvius india,390000000,19.0,india
bank mayapada internasional,390000000,0.0,indonesia
kura sushi usa,390000000,40.0,usa
1-800-petmeds,390000000,19.0,usa
hyliion,380000000,2.0,usa
turning point brands,380000000,22.0,usa
great lakes dredge & dock corp,380000000,6.0,usa
huuuge,380000000,5.0,usa
nano-x imaging,380000000,7.0,israel
tcns clothing,380000000,6.0,india
silvergate capital,380000000,12.0,usa
kewal kiran clothing,380000000,6.0,india
strides pharma,380000000,4.0,india
american national bank & trust company,380000000,36.0,usa
newtek,380000000,16.0,usa
hindustan construction company,380000000,0.0,india
sportsman's warehouse,380000000,10.0,usa
marimekko,380000000,9.0,finland
eneti,380000000,10.0,monaco
macatawa bank,380000000,11.0,usa
mcphy energy,370000000,14.0,france
giordano,370000000,0.0,hong kong
contextlogic wishcom,370000000,1.0,usa
latham group,370000000,3.0,usa
olympic steel,370000000,34.0,usa
2seventy bio,370000000,10.0,usa
aura biosciences,370000000,11.0,usa
futurefuel,370000000,9.0,usa
tata steel long products,370000000,8.0,india
hawesko,370000000,42.0,germany
akoya biosciences,370000000,10.0,usa
financial institutions,370000000,25.0,usa
iradimed,370000000,30.0,usa
canoo,370000000,1.0,usa
hometrust bancshares,370000000,24.0,usa
ottakringer getranke,370000000,167.0,austria
374water,370000000,3.0,usa
chennai petroleum,370000000,3.0,india
xperi,370000000,9.0,usa
farmers & merchants bancorp,370000000,27.0,usa
brt apartments,370000000,20.0,usa
gold royalty corp,370000000,3.0,canada
el pollo loco,370000000,10.0,usa
hippo,370000000,16.0,usa
jci hitachi india,370000000,14.0,india
regencell bioscience,370000000,29.0,hong kong
despegar,370000000,6.0,argentina
bahnhof ab,370000000,3.0,sweden
power mech projects,370000000,25.0,india
dynamic materials corporation,370000000,19.0,usa
pds biotechnology,370000000,11.0,usa
pennantpark investment,370000000,6.0,usa
nanostring technologies,370000000,8.0,usa
nexpoint real estate finance,370000000,17.0,usa
liquidia technologies,360000000,6.0,usa
hong kong ferry,360000000,1.0,hong kong
build-a-bear,360000000,25.0,usa
hailiang education,360000000,14.0,china
regal hotels international,360000000,0.0,hong kong
bright health,360000000,1.0,usa
tredegar,360000000,11.0,usa
hathway,360000000,0.0,india
sun corp,360000000,16.0,japan
sichuan xunyou network technology,360000000,2.0,china
automotive axles,360000000,24.0,india
digimarc,360000000,18.0,usa
rimini street,360000000,4.0,usa
surya roshni,360000000,7.0,india
penseco financial services,360000000,51.0,usa
citizens & northern corp,360000000,23.0,usa
baozun,360000000,6.0,china
seaspine,360000000,10.0,usa
utah medical products,350000000,99.0,usa
india tourism development corp,350000000,4.0,india
adicet bio,350000000,8.0,usa
concert pharmaceuticals,350000000,7.0,usa
unisys,350000000,5.0,usa
velo3d,350000000,2.0,usa
rxsight,350000000,13.0,usa
north american construction group,350000000,13.0,canada
arqit quantum,350000000,3.0,uk
tucows,350000000,33.0,canada
tusimple,350000000,2.0,usa
blend labs,350000000,2.0,usa
southern first bancshares,350000000,45.0,usa
deep yellow,350000000,0.0,australia
pepgen,350000000,15.0,usa
ess tech,350000000,2.0,usa
allbirds,350000000,2.0,usa
carpartscom,350000000,7.0,usa
the manitowoc company,350000000,10.0,usa
red river bancshares,350000000,49.0,usa
adaptimmune therapeutics,350000000,2.0,uk
cyxtera technologies,350000000,2.0,usa
orasure technologies,350000000,5.0,usa
codexis,350000000,5.0,usa
solid power,350000000,2.0,usa
safe bulkers,350000000,3.0,monaco
shriram pistons & rings,350000000,16.0,india
sciplay,350000000,16.0,usa
alpine immune sciences,350000000,8.0,usa
arizona metals,350000000,3.0,canada
precigen,350000000,2.0,usa
american realty investors,350000000,22.0,usa
cs disco,350000000,6.0,usa
omega therapeutics,350000000,7.0,usa
civista bancshares,350000000,22.0,usa
braemar hotels & resorts,340000000,4.0,usa
nl industries,340000000,7.0,usa
inox wind,340000000,1.0,india
kaveri seed,340000000,6.0,india
gilat telecom,340000000,6.0,israel
lsi industries,340000000,13.0,usa
shore bancshares,340000000,18.0,usa
hci group,340000000,40.0,usa
rain therapeutics,340000000,10.0,usa
columbia care,340000000,1.0,usa
digital bros,340000000,24.0,italy
comtech telecommunications,340000000,12.0,usa
mammoth energy services,340000000,7.0,usa
postal realty trust,340000000,15.0,usa
gladstone capital,340000000,10.0,usa
organogenesis,340000000,3.0,usa
nilkamal,340000000,23.0,india
argonaut gold,340000000,0.0,usa
astronics corporation,340000000,11.0,usa
hbl power systems,340000000,1.0,india
gaslog partners,340000000,6.0,greece
fubotv,340000000,2.0,usa
aviat networks,340000000,30.0,usa
corby spirit and wine,340000000,12.0,canada
orient cement,340000000,2.0,india
mcewen mining,340000000,7.0,canada
village super market,340000000,23.0,usa
inspired entertainment,330000000,13.0,usa
belpointe oz,330000000,96.0,usa
tway air,330000000,2.0,s. korea
mirza international,330000000,3.0,india
jumia,330000000,3.0,germany
sanara medtech,330000000,41.0,usa
marathon gold,330000000,1.0,canada
hersha hospitality trust,330000000,8.0,usa
devolver digital,330000000,1.0,usa
stoke therapeutics,330000000,9.0,usa
torrid,330000000,3.0,usa
nve corporation,330000000,69.0,usa
northwest pipe company,330000000,34.0,usa
arlo technologies,330000000,4.0,usa
city office reit,330000000,8.0,canada
gannett,330000000,2.0,usa
ooma,330000000,13.0,usa
traeger,330000000,3.0,usa
home bancorp,330000000,40.0,usa
atara biotherapeutics,330000000,4.0,usa
bushiroad,330000000,5.0,japan
black rifle coffee brc,330000000,6.0,usa
rani therapeutics,320000000,7.0,usa
quotient technology,320000000,3.0,usa
c4 therapeutics,320000000,7.0,usa
telos,320000000,5.0,usa
acnb corporation,320000000,39.0,usa
pizza pizza,320000000,10.0,canada
first bancorp,320000000,30.0,usa
vasta platform,320000000,4.0,brazil
diana shipping,320000000,4.0,greece
cosmo films,320000000,12.0,india
gabriel india,320000000,2.0,india
skywater technology,320000000,8.0,usa
american battery technology company,320000000,1.0,usa
11 bit studios,320000000,137.0,poland
velocity financial,320000000,10.0,usa
nextnav,320000000,3.0,usa
soft-world international,320000000,3.0,taiwan
renesola,320000000,5.0,usa
voltamp transformers,320000000,32.0,india
sierra bancorp,320000000,21.0,usa
afc gamma,320000000,16.0,usa
luna innovations,320000000,10.0,usa
happinet,320000000,15.0,japan
meiragtx,310000000,7.0,usa
neogames,310000000,12.0,israel
saratoga investment,310000000,27.0,usa
hallador energy company,310000000,10.0,usa
summit financial group,310000000,25.0,usa
sudarshan chemical,310000000,5.0,india
amplify energy,310000000,8.0,usa
centessa pharmaceuticals,310000000,3.0,uk
remedy entertainment,310000000,23.0,finland
weight watchers,310000000,4.0,usa
red violet,310000000,23.0,usa
miller industries,310000000,27.0,usa
phathom pharmaceuticals,310000000,8.0,usa
cerberus cyber sentinel,310000000,2.0,usa
clarus,310000000,8.0,usa
gritstone bio,310000000,4.0,usa
compass pathways,310000000,7.0,uk
autolus therapeutics,310000000,2.0,uk
northeast bank,310000000,42.0,usa
arctic paper,310000000,4.0,poland
satellogic,310000000,3.0,usa
the pennant group,310000000,10.0,usa
oneconnect,310000000,7.0,china
northrim bancorp,300000000,55.0,usa
grindrod shipping,300000000,16.0,singapore
bioatla,300000000,8.0,usa
dbv technologies,300000000,2.0,france
casa systems,300000000,3.0,usa
qiwi,300000000,5.0,cyprus
forge global,300000000,2.0,usa
bcb bancorp,300000000,18.0,usa
trean insurance group,300000000,6.0,usa
marvelous,300000000,5.0,japan
whitehorse finance,300000000,13.0,usa
gran tierra energy,300000000,1.0,canada
sterling bancorp,300000000,6.0,usa
loop media,300000000,5.0,usa
aadi bioscience,300000000,12.0,usa
focus entertainment,300000000,48.0,france
jaypee group,300000000,0.0,india
greenlight reinsurance,300000000,9.0,cayman islands
first business financial services,300000000,36.0,usa
egain,300000000,9.0,usa
kyokuyo,300000000,28.0,japan
atai life sciences,300000000,2.0,germany
asa gold and precious metals,300000000,16.0,usa
bakhu holdings,300000000,1.0,usa
generation bio,300000000,5.0,usa
petiq,300000000,10.0,usa
granite point mortgage trust,290000000,6.0,usa
silicom,290000000,45.0,israel
oyster point pharma,290000000,11.0,usa
heron therapeutics,290000000,3.0,usa
zevia,290000000,5.0,usa
ptc india,290000000,1.0,india
green plains partners,290000000,13.0,usa
astra microwave,290000000,3.0,india
viemed healthcare,290000000,8.0,usa
the restaurant group plc,290000000,0.0,uk
aeroporto g marconi bologna,290000000,8.0,italy
karat packaging,290000000,15.0,usa
gatos silver,290000000,4.0,usa
investors title company,290000000,156.0,usa
the original bark company,290000000,2.0,usa
gravity co,290000000,42.0,s. korea
mbm resources,290000000,1.0,malaysia
ashoka buildcon,290000000,1.0,india
wheels up,290000000,1.0,usa
pcsb financial,290000000,19.0,usa
richardson electronics,290000000,21.0,usa
siyaram silk mills,290000000,6.0,india
pulmonx,290000000,8.0,usa
tidewater renewables,290000000,8.0,canada
clipper realty,290000000,7.0,usa
azure power,290000000,5.0,india
cue health,280000000,2.0,usa
media and games invest,280000000,2.0,malta
emudhra,280000000,4.0,india
forum energy technologies,280000000,28.0,usa
aurora cannabis,280000000,1.0,canada
seer,280000000,5.0,usa
qudian,280000000,1.0,china
mvb financial,280000000,23.0,usa
western copper and gold,280000000,2.0,canada
weave communications,280000000,4.0,usa
franklin street properties,280000000,3.0,usa
transphorm,280000000,5.0,usa
ethos watches,280000000,12.0,india
regional management,280000000,30.0,usa
lumiradx,280000000,1.0,uk
ocugen,280000000,1.0,usa
ocular therapeutix,280000000,4.0,usa
marksans pharma,280000000,1.0,india
lendingtree,280000000,22.0,usa
burning rock biotech,280000000,3.0,china
nkarta,280000000,6.0,usa
kinnate biopharma,280000000,6.0,usa
ni holdings,280000000,13.0,usa
timberland bancorp,280000000,34.0,usa
unity bancorp,280000000,27.0,usa
india glycols,280000000,9.0,india
sonder holdings,270000000,1.0,usa
lands' end,270000000,8.0,usa
aeva technologies,270000000,1.0,usa
people can fly,270000000,9.0,poland
adc therapeutics,270000000,4.0,switzerland
spicejet,270000000,0.0,india
park aerospace,270000000,13.0,usa
rubicon technologies,270000000,2.0,usa
fire rock,270000000,0.0,china
neuland laboratories,270000000,21.0,india
electrosteel castings,270000000,0.0,india
sra holdings,270000000,22.0,japan
friendtimes,270000000,0.0,china
arvind,270000000,1.0,india
rupa company,270000000,3.0,india
the honest company,270000000,3.0,usa
jjill,270000000,27.0,usa
prime focus,270000000,1.0,india
ur energy,270000000,1.0,usa
nacco industries,270000000,37.0,usa
foghorn therapeutics,270000000,6.0,usa
sify,270000000,1.0,india
air busan,270000000,2.0,s. korea
ranger energy services,270000000,11.0,usa
polymet,260000000,3.0,canada
voyager therapeutics,260000000,7.0,usa
innate pharma,260000000,3.0,france
performant financial,260000000,4.0,usa
outlook therapeutics,260000000,1.0,usa
genie energy,260000000,10.0,usa
daseke,260000000,6.0,usa
tillys,260000000,9.0,usa
confidence petroleum,260000000,1.0,india
chicago atlantic real estate finance,260000000,15.0,usa
hovnanian enterprises,260000000,45.0,usa
full house resorts,260000000,8.0,usa
livevox,260000000,3.0,usa
honda siel power products,260000000,26.0,india
dakota gold,260000000,4.0,usa
g1 therapeutics,260000000,5.0,usa
sequent scientific,260000000,1.0,india
workhorse group,260000000,2.0,usa
nouveau monde graphite,260000000,5.0,canada
f45 training,260000000,3.0,usa
holley,260000000,2.0,usa
overseas shipholding group,260000000,3.0,usa
encore energy,260000000,2.0,canada
noodles & company,260000000,6.0,usa
dhi group,260000000,5.0,usa
kimball international,260000000,7.0,usa
addiko bank,250000000,13.0,austria
first western financial,250000000,27.0,usa
landec,250000000,9.0,usa
stellus capital,250000000,13.0,usa
lesaka technologies,250000000,4.0,south africa
gigacloud technology,250000000,6.0,china
skyx platforms,250000000,3.0,usa
organigram holdings,250000000,1.0,canada
first guaranty bancshares,250000000,24.0,usa
tactile medical,250000000,13.0,usa
somany ceramics,250000000,6.0,india
puravankara,250000000,1.0,india
eastman kodak company,250000000,3.0,usa
nacon,250000000,3.0,france
tinybuild,250000000,1.0,usa
time technoplast,250000000,1.0,india
growgeneration,250000000,4.0,usa
proqr,250000000,4.0,netherlands
accelya,250000000,17.0,india
rattanindia power,250000000,0.0,india
gulf oil lubricants,250000000,5.0,india
american public education,250000000,13.0,usa
aenza,250000000,3.0,peru
xoma,250000000,22.0,usa
pure cycle water,250000000,11.0,usa
third coast bancshares,250000000,19.0,usa
groupon,250000000,8.0,usa
eargo,250000000,1.0,usa
lianbio,250000000,2.0,usa
radiant logistics,250000000,5.0,usa
jagran prakashan,250000000,1.0,india
actinium pharmaceuticals,250000000,10.0,usa
upland software,250000000,8.0,usa
hirequest,250000000,17.0,usa
enad global 7,250000000,3.0,sweden
gati,250000000,2.0,india
uranium royalty,250000000,2.0,canada
kaltura,250000000,2.0,usa
mstc limited,250000000,4.0,india
alpine income property trust,250000000,19.0,usa
zengame technology,240000000,0.0,china
va tech wabag,240000000,4.0,india
homeland interactive technology,240000000,0.0,china
betterware de mexico,240000000,7.0,mexico
focus universal,240000000,6.0,usa
transglobe energy,240000000,4.0,canada
solo brands,240000000,4.0,usa
parke bancorp,240000000,21.0,usa
oil-corporation of america,240000000,35.0,usa
cantabil retail india,240000000,15.0,india
orrstown financial services,240000000,23.0,usa
fabasoft,240000000,22.0,austria
sundaram finance,240000000,1.0,india
baycom united business bank,240000000,19.0,usa
central valley community bancorp,240000000,21.0,usa
immersion corporation,240000000,8.0,usa
blade air mobility,240000000,3.0,usa
seacor marine,240000000,9.0,usa
motorcar parts of america,240000000,13.0,usa
subros,240000000,4.0,india
southern states bancshares,240000000,28.0,usa
apollo pipes,240000000,6.0,india
ocwen,240000000,32.0,usa
vadilal industries,240000000,34.0,india
hindustan sanitaryware & industries,240000000,4.0,india
willdan group,240000000,18.0,usa
vuzix,240000000,4.0,usa
hyderabad industries limited,240000000,32.0,india
vicarious surgical,240000000,2.0,usa
acrivon therapeutics,240000000,12.0,usa
bank7,240000000,27.0,usa
ponce financial group,240000000,10.0,usa
backblaze,240000000,7.0,usa
mm forgings,240000000,10.0,india
aytu bioscience,240000000,4.0,usa
quantum-si,240000000,2.0,usa
force motors,240000000,18.0,india
asiasoft,230000000,0.0,thailand
truecar,230000000,3.0,usa
quad,230000000,5.0,usa
markforged,230000000,1.0,usa
skillsoft,230000000,1.0,usa
nacl industries,230000000,1.0,india
vst tillers tractors,230000000,28.0,india
cian,230000000,3.0,russia
emerald holding,230000000,4.0,usa
urban one,230000000,5.0,usa
the container store,230000000,5.0,usa
isoenergy,230000000,2.0,canada
commercial vehicle group cvg,230000000,7.0,usa
cognyte software,230000000,3.0,israel
humacyte,230000000,2.0,usa
eurobio scientific,230000000,21.0,france
atlas technical consultants,230000000,6.0,usa
information services group,230000000,5.0,usa
rent the runway,230000000,4.0,usa
molecular partners,230000000,6.0,switzerland
brightcove,230000000,6.0,usa
jain irrigation systems,230000000,0.0,india
908 devices,230000000,7.0,usa
airsculpt technologies,230000000,4.0,usa
zimvie,230000000,9.0,usa
alpha tau medical,230000000,3.0,israel
filatex india,230000000,1.0,india
tela bio,230000000,12.0,usa
marinus pharmaceuticals,230000000,5.0,usa
homepoint,220000000,2.0,usa
semler scientific,220000000,34.0,usa
zomedica pharmaceuticals,220000000,0.0,usa
first internet bancorp,220000000,25.0,usa
ammo,220000000,2.0,usa
territorial bancorp,220000000,25.0,usa
annexon,220000000,5.0,usa
rallybio,220000000,6.0,usa
hf foods group,220000000,4.0,usa
texmaco rail & engineering,220000000,1.0,india
codorus valley bancorp,220000000,24.0,usa
maruzen,220000000,14.0,japan
prenetics,220000000,2.0,hong kong
nerdy,220000000,2.0,usa
absci,220000000,2.0,usa
vidhi specialty food,220000000,4.0,india
lineage cell therapeutics,220000000,1.0,usa
consolidated water,220000000,15.0,cayman islands
oric pharmaceuticals,220000000,6.0,usa
weyco group,220000000,23.0,usa
tmc the metals company,220000000,1.0,canada
caesarstone,220000000,6.0,israel
ten square games,220000000,30.0,poland
akatsuki inc,220000000,16.0,japan
community financial corporation,220000000,39.0,usa
compx international,220000000,18.0,usa
nautilus biotechnology,220000000,2.0,usa
absa bank,220000000,49.0,south africa
rgc resources,220000000,23.0,usa
alto ingredients,220000000,3.0,usa
gallantt ispat,220000000,1.0,india
century casinos,220000000,7.0,usa
arbe robotics,220000000,4.0,israel
appen,220000000,2.0,australia
geox,220000000,1.0,italy
bankwell financial group,220000000,29.0,usa
prelude therapeutics,220000000,5.0,usa
troops,220000000,2.0,hong kong
alembic limited,220000000,1.0,india
limoneira,210000000,12.0,usa
vaxxinity,210000000,2.0,usa
hooker furniture,210000000,19.0,usa
middlefield banc,210000000,28.0,usa
skillz,210000000,1.0,usa
greenhill,210000000,12.0,usa
landsea homes,210000000,5.0,usa
hindustan oil exploration company,210000000,2.0,india
scpharmaceuticals,210000000,6.0,usa
care's ratings,210000000,7.0,india
nordic paper,210000000,3.0,sweden
vizsla silver,210000000,1.0,canada
rigel pharmaceuticals,210000000,1.0,usa
voxx international,210000000,9.0,usa
essa bancorp,210000000,21.0,usa
plumas bancorp,210000000,37.0,usa
investar holding,210000000,22.0,usa
emx royalty,210000000,2.0,canada
ames national corp,210000000,24.0,usa
acumen pharmaceuticals,210000000,5.0,usa
portman ridge,210000000,22.0,usa
sanghi industries,210000000,1.0,india
conn's,210000000,9.0,usa
babylon holdings,210000000,9.0,uk
gumi,210000000,7.0,japan
shalby,210000000,2.0,india
the joint corp,210000000,15.0,usa
western new england bancorp,210000000,10.0,usa
soundhound ai,210000000,1.0,usa
evans bancorp,210000000,38.0,usa
tide water oil,210000000,12.0,india
axt inc,210000000,5.0,usa
assertio therapeutics,210000000,4.0,usa
ellomay capital,210000000,16.0,israel
matrix service,210000000,8.0,usa
blacksky technology,200000000,2.0,usa
meliuz,200000000,0.0,brazil
federal-mogul goetze,200000000,4.0,india
duluth holdings,200000000,6.0,usa
y-mabs therapeutics,200000000,5.0,usa
greenply,200000000,2.0,india
gossamer bio,200000000,2.0,usa
furyu,200000000,8.0,japan
innovid,200000000,2.0,usa
ubm development,200000000,28.0,austria
tupperware brands,200000000,5.0,usa
versabank,200000000,8.0,canada
rocky brands,200000000,28.0,usa
the one group hospitality,200000000,6.0,usa
fiesta restaurant group,200000000,8.0,usa
1stdibscom,200000000,5.0,usa
cato fashion,200000000,10.0,usa
kamada,200000000,5.0,israel
c&f financial corporation,200000000,59.0,usa
lcnb,200000000,18.0,usa
lordstown motors,200000000,1.0,usa
kandi technologies group,200000000,3.0,china
big 5 sporting goods,200000000,9.0,usa
tamil nadu newsprint and papers limited,200000000,3.0,india
asure software,200000000,10.0,usa
mainstreet bancshares,190000000,27.0,usa
planet13,190000000,1.0,usa
quipt home medical,190000000,6.0,usa
savara pharmaceuticals,190000000,2.0,usa
agilethought,190000000,4.0,usa
an2 therapeutics,190000000,10.0,usa
terran orbital,190000000,1.0,usa
kvh industries,190000000,10.0,usa
alpine summit energy partners,190000000,5.0,usa
fathom digital manufacturing,190000000,1.0,usa
thorne healthtech,190000000,4.0,usa
accuray,190000000,2.0,usa
rite aid,190000000,3.0,usa
so-young international,190000000,2.0,china
22nd century group,190000000,1.0,usa
cepton,190000000,1.0,usa
hill international,190000000,3.0,usa
cooper standard,190000000,11.0,usa
plaidinc,190000000,5.0,japan
southern petrochemical industries corp,190000000,1.0,india
faraday future,190000000,0.0,usa
penns woods bancorp,190000000,27.0,usa
playags,190000000,5.0,usa
kingsway financial services,190000000,8.0,canada
ig petrochemicals,190000000,6.0,india
maiden holdings,190000000,2.0,bermuda
kamux,190000000,5.0,finland
limestone bancorp,190000000,25.0,usa
virginia national bankshares,190000000,36.0,usa
jakks pacific,190000000,20.0,usa
aptech,190000000,5.0,india
cipher mining,190000000,1.0,usa
kingfa science & technology,190000000,16.0,india
cormedix,190000000,5.0,usa
dhampur sugar mills,180000000,3.0,india
gtpl hathway,180000000,2.0,india
urogen pharma,180000000,8.0,usa
infusystem,180000000,9.0,usa
vintage wine estates,180000000,3.0,usa
lumax industries,180000000,20.0,india
wm technology,180000000,1.0,usa
digital domain,180000000,0.0,hong kong
selecta biosciences,180000000,1.0,usa
mahanagar telephone nigam,180000000,0.0,india
bank of innovation,180000000,47.0,japan
velodyne lidar,180000000,1.0,usa
nelco,180000000,8.0,india
view inc,180000000,1.0,usa
veritone,180000000,5.0,usa
gtl infrastructure,180000000,0.0,india
mps limited,180000000,11.0,india
rottneros,180000000,1.0,sweden
tethys oil,180000000,6.0,sweden
reconafrica,180000000,1.0,canada
cigniti technologies,180000000,7.0,india
shankara building,180000000,8.0,india
innovate corp,180000000,2.0,usa
indorama synthetics,180000000,1.0,india
hut 8 mining,180000000,1.0,canada
hester biosciences,180000000,22.0,india
huhtamaki india,180000000,2.0,india
porch group,180000000,2.0,usa
peoples bancorp of north carolina,180000000,32.0,usa
alico,180000000,24.0,usa
beyond air,180000000,6.0,usa
invivyd,180000000,2.0,usa
csi compressco,180000000,1.0,usa
ac immune,180000000,2.0,switzerland
klx energy services,180000000,15.0,usa
yiren digital,170000000,2.0,china
affimed,170000000,1.0,germany
great ajax,170000000,8.0,usa
drecom,170000000,6.0,japan
wendt india,170000000,89.0,india
excel industries,170000000,14.0,india
ashiana housing,170000000,2.0,india
indian metals & ferro alloys,170000000,3.0,india
olympique lyonnais groupe,170000000,3.0,france
summit midstream,170000000,17.0,usa
united,170000000,9.0,japan
immutep,170000000,2.0,australia
intercure,170000000,4.0,israel
ceragon networks,170000000,2.0,israel
hurco companies,170000000,27.0,usa
fingermotion,170000000,4.0,usa
ouster,170000000,1.0,usa
danimer scientific,170000000,2.0,usa
kcp limited,170000000,1.0,india
applied blockchain,170000000,2.0,usa
repco home finance,170000000,3.0,india
battalion oil,170000000,11.0,usa
ineos styrolution,170000000,10.0,india
berkeley lights,170000000,3.0,usa
calamp,170000000,5.0,usa
aka brands,170000000,1.0,usa
alaunos therapeutics,170000000,1.0,usa
silvercrest asset management group,170000000,18.0,usa
incannex healthcare,170000000,3.0,australia
china automotive systems,170000000,6.0,china
william penn bancorp,170000000,12.0,usa
acacia research,170000000,4.0,usa
cadiz,170000000,3.0,usa
avita medical,170000000,7.0,usa
bannerman energy,170000000,1.0,australia
ngl energy partners,170000000,1.0,usa
oriental aromatics,170000000,5.0,india
softstar entertainment,170000000,2.0,taiwan
playside studios,170000000,0.0,australia
third harmonic bio,170000000,4.0,usa
real good food plc,160000000,7.0,uk
nature's sunshine products,160000000,9.0,usa
wheels india,160000000,7.0,india
platinum group metals,160000000,2.0,canada
liberty tripadvisor holdings,160000000,1.0,usa
lifetime brands,160000000,8.0,usa
intevac,160000000,7.0,usa
andrew peller,160000000,4.0,canada
sandhar,160000000,3.0,india
baioo family interactive,160000000,0.0,china
genius brands,160000000,1.0,usa
biodesix,160000000,2.0,usa
afc energy,160000000,0.0,uk
g5 entertainment,160000000,20.0,sweden
cytomx therapeutics,160000000,3.0,usa
alphapolis,160000000,17.0,japan
nam tai property,160000000,4.0,china
rpg life sciences,160000000,10.0,india
