name,rank,market_cap,country,share_price,change_1_day,change_1_year,categories
diamond offshore drilling,4455,1200000000,usa,11,3.12%,,"energy, oil&gas"
mechel pao,4454,1200000000,russia,2,0.00%,-21.60%,mining
amara raja batteries,4453,1200000000,india,7,0.53%,-14.30%,"batteries, electricity"
uni-select,4452,1200000000,canada,27,-1.05%,51.04%,
orla mining,4451,1200000000,canada,4,0.25%,5.26%,"mining, gold mining, silver mining"
fenix outdoor,4450,1200000000,switzerland,88,0.44%,-28.30%,clothing
digi international,4449,1210000000,usa,33,1.16%,53.30%,"software, tech, iot"
sierra wireless,4448,1210000000,canada,30,0.03%,113.72%,"iot, telecommunications equipment, networking hardware, tech, tech hardware"
eqrx,4447,1210000000,usa,2,8.30%,-44.02%,"pharmaceuticals, biotech"
kornit digital,4446,1210000000,israel,24,3.98%,-74.27%,
pvr cinemas,4445,1210000000,india,19,-3.99%,-3.97%,entertainment
imago biosciences,4444,1210000000,usa,36,0.00%,103.33%,"biotech, pharmaceuticals"
indian telephone industries,4443,1210000000,india,1,-0.95%,-18.99%,telecommunications equipment
olo,4442,1210000000,usa,7,4.63%,-50.56%,"food delivery, food, internet, software, tech"
cancom,4441,1210000000,germany,34,-0.50%,-45.14%,
orion engineered carbons,4440,1210000000,usa,20,2.61%,15.96%,chemicals
guess,4439,1220000000,usa,22,2.37%,10.82%,"clothing, retail"
hni corporation,4438,1220000000,usa,29,-0.57%,-26.83%,furniture
costamare,4437,1220000000,,10,1.52%,-17.09%,"transportation, maritime transportation"
clean energy fuels,4436,1220000000,usa,5,1.66%,7.00%,"oil&gas, transportation"
schweiter technologies,4435,1220000000,switzerland,855,0.89%,-38.45%,building materials
energy recovery,4434,1220000000,usa,21,1.34%,17.96%,
diversified energy,4433,1220000000,usa,1,1.38%,-2.04%,"oil&gas, energy"
us physical therapy,4432,1220000000,usa,94,2.56%,1.88%,"medical care facilities, healthcare"
piedmont office realty trust,4431,1220000000,usa,9,1.12%,-44.50%,"real estate, investment"
dingdong maicai,4430,1220000000,china,5,5.58%,18.59%,"e-commerce, internet, retail, food"
donnelley financial solutions,4429,1230000000,usa,42,2.32%,17.41%,"software, tech"
coeur mining,4428,1230000000,usa,4,3.47%,-17.91%,"mining, gold mining, silver mining"
skycity entertainment group,4427,1230000000,new zealand,1,0.40%,-17.35%,"entertainment, gambling, hotels"
radius global infrastructure,4426,1230000000,usa,12,-1.22%,-7.83%,"infrastructure, telecommunication"
hudco,4425,1230000000,india,0,-0.60%,14.81%,real estate
kingsoft cloud,4424,1230000000,china,4,4.52%,-54.49%,
sapiens,4423,1230000000,israel,21,2.33%,-29.61%,
citycon,4422,1230000000,finland,7,0.97%,-7.88%,"real estate, investment, reits"
3d systems,4421,1230000000,usa,9,4.65%,-43.98%,"3d printing, tech, software"
palomar holdings,4420,1240000000,usa,49,-4.20%,7.33%,
opal fuels,4419,1240000000,usa,7,0.00%,-27.41%,"oil&gas, energy"
deciphera pharmaceuticals,4418,1240000000,usa,18,-1.55%,128.86%,
trimas,4417,1240000000,usa,29,0.44%,-12.58%,"consumer goods, manufacturing"
citizen watch,4416,1240000000,japan,4,1.37%,7.76%,
kayne anderson capital advisors,4415,1240000000,usa,9,1.10%,15.20%,
pbf logistics,4414,1240000000,usa,19,-2.40%,57.81%,"oil&gas, energy"
formula systems,4413,1240000000,israel,79,-0.49%,-27.45%,
grenke,4412,1240000000,germany,26,1.40%,-18.65%,financial services
ryerson,4411,1240000000,usa,33,2.99%,60.23%,
mannkind corp,4410,1250000000,usa,4,5.09%,25.33%,"pharmaceuticals, biotech"
enovix,4409,1250000000,usa,7,2.98%,-50.71%,"batteries, electricity"
rbl bank,4408,1250000000,india,2,1.49%,6.09%,"banks, financial services"
safety insurance,4407,1250000000,usa,85,0.72%,5.42%,insurance
tennant company,4406,1250000000,usa,67,1.31%,-12.70%,
irobot,4405,1250000000,usa,45,-1.46%,-28.37%,robotics
biohaven pharmaceutical,4404,1250000000,usa,18,4.12%,,"pharmaceuticals, biotech"
stewart information services,4403,1250000000,usa,46,1.02%,-32.47%,"real estate, professional services"
kronos worldwide,4402,1250000000,usa,10,0.37%,-25.65%,
fastly,4401,1250000000,usa,10,3.64%,-63.56%,"software, tech, it security"
integrafin,4384,1270000000,uk,3,2.08%,-45.30%,"investment, financial services"
volaris,4383,1270000000,mexico,11,-0.45%,-37.62%,"airlines, travel, transportation"
cincor pharma,4382,1270000000,usa,29,0.62%,59.84%,"pharmaceuticals, biotech"
corecivic,4381,1270000000,usa,11,0.82%,11.01%,
paya,4380,1280000000,usa,9,0.00%,66.90%,"financial services, internet, tech"
hipgnosis songs fund,4379,1280000000,uk,1,0.81%,-35.76%,"entertainment, investment"
berkshire hills bancorp,4378,1280000000,usa,28,1.39%,-3.69%,"banks, financial services"
precinct properties,4377,1280000000,new zealand,0,-0.39%,-26.36%,"real estate, investment, reits"
standex,4376,1280000000,usa,107,0.03%,4.65%,"manufacturing, conglomerate"
the north west company,4375,1280000000,canada,26,-0.17%,-0.85%,"supermarket chains, retail"
deutsche pfandbriefbank,4374,1280000000,germany,9,1.60%,-24.66%,"banks, financial services"
enova international,4373,1280000000,usa,40,3.12%,3.04%,financial services
polenergia,4372,1280000000,poland,19,0.60%,17.83%,"utility companies, energy, electricity"
waterdrop inc,4371,1290000000,china,3,9.33%,156.25%,"insurance, healthcare"
uponor,4370,1290000000,finland,17,0.86%,-20.47%,
eurocommercial properties,4369,1290000000,netherlands,24,0.53%,9.41%,"reits, real estate, investment"
medifast,4368,1290000000,usa,118,1.42%,-38.44%,"multi-level marketing, dietary supplements"
nikola,4367,1290000000,usa,2,5.44%,-65.48%,"automakers, hydrogen fuel cell, electric vehicles, specialty vehicles"
corticeira amorim,4366,1290000000,portugal,9,0.00%,-19.83%,
john wood group,4365,1290000000,uk,1,3.10%,-43.44%,"professional services, engineering"
paysafe,4364,1290000000,usa,21,1.52%,518.26%,"financial services, internet, tech"
eih limited,4363,1290000000,india,2,-0.39%,10.70%,"hotels, travel"
first commonwealth financial corp,4362,1290000000,usa,13,1.39%,-14.31%,"banks, financial services"
utz brands,4361,1300000000,usa,16,0.81%,2.88%,food
avid technology,4360,1300000000,usa,29,2.30%,2.48%,
fresh del monte produce,4359,1300000000,,27,0.22%,-2.96%,food
allcargo logistics,4358,1300000000,india,5,1.90%,13.46%,
blucora,4357,1300000000,usa,27,1.64%,71.21%,financial services
sinclair broadcast,4356,1300000000,usa,18,1.79%,-30.36%,telecommunication
outset medical,4355,1300000000,usa,27,0.22%,-29.46%,medical devices
iamgold,4354,1300000000,canada,2,2.64%,5.43%,
federal agricultural mortgage,4353,1300000000,usa,123,1.76%,0.62%,financial services
v2x,4352,1310000000,usa,43,1.61%,-7.78%,defense contractors
pc connection,4351,1310000000,usa,49,0.18%,19.76%,
ofg bancorp,4350,1310000000,usa,27,1.06%,2.03%,"banks, financial services"
altus power,4349,1310000000,usa,8,3.80%,5.40%,"energy, electricity, renewable energy"
adaptive biotechnologies,4348,1310000000,usa,9,1.88%,-43.87%,"biotech, pharmaceuticals"
himax,4347,1310000000,taiwan,7,1.48%,-31.24%,"semiconductors, tech, tech hardware"
atea asa,4346,1310000000,norway,11,2.26%,-32.00%,"it services, professional services"
gag immobilien,4345,1310000000,germany,81,-3.85%,-37.40%,real estate
heartland express,4344,1310000000,usa,16,1.34%,6.11%,transportation
diagnosticos da america,4343,1310000000,brazil,2,0.34%,-57.84%,healthcare
p10,4342,1310000000,usa,11,-0.09%,-8.08%,"financial services, asset management, investment"
pennymac mortgage investment trust,4341,1310000000,usa,14,1.92%,-13.78%,"reits, real estate, investment"
beneteau,4340,1320000000,france,15,-1.08%,-5.14%,
magnite,4338,1320000000,usa,9,5.70%,-21.91%,advertising
oceanfirst financial,4337,1320000000,usa,22,7.84%,-0.13%,"financial services, banks"
xometry,4336,1320000000,usa,27,3.59%,-46.01%,
first busey,4335,1320000000,usa,24,0.59%,-12.71%,"banks, financial services"
rsa insurance group,4334,1320000000,uk,1,0.00%,-24.42%,insurance
qt group,4333,1320000000,finland,52,2.03%,-53.54%,"software, tech"
cinemark theatres,4332,1320000000,usa,11,3.18%,-31.00%,entertainment
finolex industries,4331,1320000000,india,2,0.69%,-17.69%,
city holding company,4330,1330000000,usa,89,0.39%,12.22%,"banks, financial services"
verve therapeutics,4329,1330000000,usa,21,3.70%,-33.61%,"biotech, pharmaceuticals, gene therapy, genomics"
ecovyst,4328,1330000000,usa,10,-2.20%,3.44%,chemicals
sovos brands,4327,1330000000,usa,13,0.30%,-3.01%,food
calumet specialty products partners,4326,1330000000,usa,16,-0.94%,20.21%,"oil&gas, chemicals"
meridianlink,4325,1330000000,usa,16,2.68%,-1.55%,"software, tech, financial services"
kratos defense & security solutions,4324,1330000000,usa,10,1.15%,-37.54%,defense contractors
universal corporation,4323,1330000000,usa,54,0.95%,-2.81%,tobacco
eplus,4322,1330000000,usa,49,0.77%,8.46%,"professional services, software, tech"
v-guard industries,4321,1330000000,india,3,-0.67%,4.38%,"home & kitchen appliances, electronics"
shop apotheke europe,4320,1340000000,netherlands,69,6.41%,-43.51%,"drugstore, internet, e-commerce, retail"
tuya,4319,1340000000,china,2,6.17%,-53.74%,"iot, software, tech"
planet labs,4318,1340000000,usa,4,3.14%,-17.97%,aerospace
alembic pharmaceuticals,4317,1340000000,india,6,-0.68%,-34.33%,pharmaceuticals
primoris services corporation,4316,1340000000,usa,25,2.22%,0.44%,construction
service properties trust,4315,1340000000,usa,8,3.18%,-6.02%,"real estate, investment, reits"
nevro,4314,1340000000,usa,37,0.56%,-55.84%,
amag austria metall,4313,1340000000,,36,1.19%,-20.60%,
green brick partners,4312,1340000000,usa,29,5.22%,25.99%,construction
perion network,4311,1340000000,israel,29,4.10%,59.16%,"advertising, tech"
wework,4310,1340000000,usa,1,10.39%,-80.79%,real estate
sparebank 1,4309,1340000000,norway,11,0.35%,-30.51%,"banks, financial services"
kcc corp,4308,1350000000,south korea,183,2.48%,-39.93%,"automotive suppliers, chemicals"
cdsl,4307,1350000000,india,12,-0.16%,-39.09%,financial services
centerra gold,4306,1350000000,canada,6,3.02%,-24.07%,"mining, gold mining"
zentalis pharmaceuticals,4305,1350000000,usa,23,2.50%,-57.60%,"pharmaceuticals, biotech"
wacker neuson,4304,1350000000,germany,19,-1.11%,-27.85%,
embecta,4303,1350000000,usa,23,1.63%,,medical devices
borr drilling,4302,1350000000,,5,0.85%,183.65%,"oil&gas, energy"
equinox gold,4301,1350000000,canada,4,1.14%,-35.69%,
enerpac tool group,4284,1370000000,usa,24,-1.03%,31.86%,"tool manufacturers, manufacturing"
maytronics,4283,1370000000,israel,12,-4.48%,-43.22%,robotics
secunet,4282,1370000000,germany,212,-3.78%,-40.33%,"it security, tech"
mixi,4281,1370000000,japan,18,-1.17%,-1.86%,"video games, entertainment, tech"
construction partners,4280,1370000000,usa,26,1.67%,13.85%,"construction, infrastructure"
k92 mining,4279,1370000000,canada,5,-1.74%,6.10%,"mining, gold mining"
afya,4278,1370000000,brazil,15,0.26%,22.44%,education
bilfinger,4277,1370000000,germany,33,2.03%,-2.39%,engineering
k12,4276,1380000000,usa,32,0.72%,19.43%,education
sfl corp,4275,1380000000,,9,1.32%,24.16%,"transportation, maritime transportation, container shipping"
ottogi,4274,1380000000,south korea,369,-1.19%,1.13%,food
nlc india,4273,1380000000,india,1,-0.49%,11.11%,"mining, electricity, energy"
now inc,4272,1380000000,usa,12,1.54%,42.43%,"oil&gas, oil & gas equipment & services, energy"
ourpalm,4271,1380000000,china,0,0.60%,-29.58%,"video games, entertainment"
the chefs' warehouse,4270,1380000000,usa,36,1.69%,18.36%,food
telephone and data systems,4269,1380000000,usa,12,5.26%,-37.08%,
ladder capital,4268,1380000000,usa,10,1.20%,-5.85%,"real estate, investment, reits"
uranium energy,4267,1380000000,usa,3,2.74%,37.36%,"mining, energy, uranium"
atoss,4266,1380000000,germany,173,0.76%,-5.78%,"software, tech"
basf india,4265,1390000000,india,32,-0.88%,-25.89%,chemicals
alexander & baldwin,4264,1390000000,usa,19,-0.05%,-15.88%,"real estate, investment, reits"
dht holdings,4263,1390000000,,8,0.00%,73.43%,"oil&gas, transportation, maritime transportation"
keros therapeutics,4262,1390000000,usa,50,1.28%,9.18%,"biotech, pharmaceuticals"
figs,4261,1390000000,usa,8,7.15%,-59.97%,"clothing, healthcare"
veidekke,4260,1390000000,norway,10,0.39%,-29.56%,construction
alkami technology,4259,1390000000,usa,15,2.97%,9.16%,"software, tech, financial services"
gamma communications,4258,1390000000,uk,14,0.69%,-32.82%,telecommunication
asseco,4257,1390000000,poland,16,-0.32%,-19.49%,"software, tech"
mativ holdings,4256,1390000000,usa,25,-0.47%,-13.85%,"pulp and paper, packaging"
amphastar pharmaceuticals,4255,1400000000,usa,28,0.28%,17.05%,"pharmaceuticals, biotech"
russel metals,4254,1400000000,canada,22,2.04%,-9.96%,
ready capital,4253,1400000000,usa,12,1.46%,-10.75%,"real estate, financial services"
bank islam malaysia,4252,1400000000,malaysia,0,-0.29%,-3.70%,"banks, financial services"
evgo,4251,1410000000,usa,5,2.70%,-33.42%,"ev charging, electricity, energy"
neogenomics,4250,1410000000,usa,11,0.81%,-48.22%,"genomics, biotech, diagnostics and testing"
upstart,4249,1410000000,usa,17,11.05%,-81.35%,"financial services, tech"
genesis energy lp,4248,1410000000,usa,11,3.96%,7.14%,"oil&gas, transportation, energy"
hornbach holding,4247,1410000000,germany,88,0.37%,-40.87%,retail
poshmark,4246,1410000000,usa,17,0.00%,27.40%,"e-commerce, tech, internet"
geo group,4245,1420000000,usa,11,2.05%,58.45%,"real estate, investment, reits"
acv auctions,4244,1420000000,usa,8,1.13%,-40.13%,"used car retailer, car retail"
freyr battery,4243,1420000000,,10,4.41%,11.26%,"batteries, electricity"
middlesex water company,4242,1420000000,usa,80,1.03%,-17.61%,utility companies
summerset holdings,4241,1420000000,new zealand,6,2.56%,-27.37%,medical care facilities
reata pharmaceuticals,4240,1420000000,usa,38,1.52%,48.40%,"pharmaceuticals, biotech"
pra group,4239,1420000000,usa,36,0.88%,-22.94%,financial services
virgin galactic,4238,1420000000,usa,5,6.79%,-38.72%,aerospace
goosehead insurance,4237,1420000000,usa,36,-2.50%,-60.37%,
goeasy,4236,1420000000,canada,86,5.00%,-29.08%,financial services
kinetik,4235,1420000000,usa,31,-0.29%,-0.86%,"oil&gas, energy"
casino guichard-perrachon,4234,1420000000,france,12,3.27%,-51.38%,retail
guaranty trust bank,4233,1430000000,,2,0.00%,-11.31%,"banks, financial services"
geron,4232,1430000000,usa,3,3.91%,203.81%,"pharmaceuticals, biotech"
adtran,4231,1430000000,usa,18,-3.06%,5.28%,telecommunications equipment
vista oil & gas,4230,1430000000,mexico,16,0.62%,185.24%,"oil&gas, energy"
angi homeservices,4229,1430000000,usa,2,1.06%,-64.15%,
techtarget,4228,1430000000,usa,49,5.71%,-38.33%,"internet, advertising, tech"
treace medical concepts,4227,1430000000,usa,25,0.93%,40.14%,medical devices
dynavax technologies,4226,1440000000,usa,11,1.35%,-12.13%,"pharmaceuticals, biotech"
blue star,4225,1440000000,india,14,-1.88%,12.47%,
first national of nebraska,4224,1440000000,usa,13,-4.93%,-2.17%,"banks, financial services"
aris water solutions,4223,1440000000,usa,16,5.06%,24.14%,
ytl corporation berhad,4222,1440000000,malaysia,0,0.00%,0.00%,
perimeter solutions,4221,1440000000,usa,9,-0.43%,-28.67%,chemicals
siam city cement insee,4220,1440000000,thailand,4,-0.63%,2.11%,"cement, building materials"
scandinavian tobacco group,4219,1440000000,denmark,16,-0.18%,-20.73%,tobacco
oyak cimento,4218,1440000000,turkey,1,-0.76%,104.92%,"cement, building materials"
viridian therapeutics,4217,1440000000,usa,35,0.50%,105.60%,"pharmaceuticals, biotech"
fiskars,4216,1440000000,finland,17,0.12%,-31.87%,
corsair gaming,4215,1440000000,usa,14,1.84%,-29.98%,"video games, tech, tech hardware"
paramount group,4214,1440000000,usa,6,1.99%,-29.47%,"real estate, investment, reits"
dice therapeutics,4213,1440000000,usa,30,-0.36%,109.15%,"pharmaceuticals, biotech"
rhi magnesita,4212,1450000000,,30,0.36%,-37.42%,
xd inc,4211,1450000000,china,3,-1.03%,-34.26%,"video games, entertainment"
glenmark pharmaceuticals,4210,1450000000,india,5,-0.81%,-20.80%,pharmaceuticals
archrock,4209,1450000000,usa,9,0.32%,16.77%,
hitejinro,4208,1450000000,south korea,20,1.77%,-17.08%,"beverages, alcoholic beverages"
cassava sciences,4207,1450000000,usa,34,5.38%,-4.10%,"diagnostics and testing, biotech"
city union bank,4206,1450000000,india,1,0.16%,4.23%,"banks, financial services"
melia hotels international,4205,1450000000,spain,6,3.22%,-10.43%,"hotels, travel"
china gold international resources,4204,1450000000,canada,3,-1.01%,29.68%,"mining, gold mining"
monarch casino & resort,4203,1460000000,usa,77,1.77%,23.47%,"gambling, entertainment"
hudson pacific properties,4202,1460000000,usa,10,0.69%,-56.93%,
everi holdings,4201,1460000000,usa,16,1.49%,-12.24%,gambling
patrick industries,4184,1470000000,usa,65,2.34%,3.19%,
deutsche euroshop,4183,1470000000,germany,23,1.49%,27.48%,
cargojet,4182,1470000000,canada,85,2.18%,-38.00%,"airlines, transportation"
meridian bioscience,4181,1470000000,usa,33,0.27%,58.78%,diagnostics and testing
at&s austria technologie & systemtechnik,4180,1470000000,,38,1.59%,-14.81%,"semiconductors, electronics, tech, tech hardware"
compass,4179,1480000000,usa,3,10.00%,-57.69%,"real estate, software, tech"
modivcare,4178,1480000000,usa,104,-0.78%,-8.94%,healthcare
the beauty health company,4177,1480000000,usa,11,2.56%,-17.67%,cosmetics and beauty
cytek biosciences,4176,1480000000,usa,11,0.00%,-22.57%,"medical devices, manufacturing"
interrent real estate investment trust,4175,1480000000,canada,10,0.57%,-16.41%,"reits, real estate, investment"
triumph bancorp,4174,1480000000,usa,58,-1.71%,-39.20%,"banks, financial services"
amplitude,4173,1480000000,usa,13,4.94%,-64.60%,"software, tech"
uct ultra clean holdings,4172,1480000000,usa,32,1.99%,-33.00%,"semiconductors, tech, tech hardware"
elgi equipments,4171,1480000000,india,4,-1.51%,-5.43%,
formosa taffeta,4170,1490000000,taiwan,0,0.00%,-14.42%,"oil&gas, energy"
c3 ai,4169,1490000000,usa,13,3.36%,-46.80%,"software, tech"
avidity biosciences,4168,1490000000,usa,22,4.90%,58.02%,"pharmaceuticals, biotech"
eagle bancorp,4167,1490000000,usa,47,2.38%,-19.54%,"banks, financial services"
avi limited,4166,1490000000,south africa,4,-1.74%,0.44%,food
global net lease,4165,1490000000,usa,14,1.59%,-0.07%,"reits, real estate, investment"
yoozoo interactive,4164,1490000000,china,1,-1.26%,-21.26%,"video games, entertainment"
tag immobilien,4163,1490000000,germany,8,-1.14%,-67.56%,real estate
marcus & millichap,4162,1500000000,usa,38,0.79%,-17.99%,real estate
indian energy exchange,4161,1500000000,india,1,-2.02%,-50.59%,
acadia realty trust,4160,1500000000,usa,14,1.35%,-25.78%,"real estate, investment, reits"
compass diversified holdings,4159,1500000000,usa,20,0.92%,-18.66%,
sheela foam,4158,1500000000,india,15,-0.76%,-68.06%,
dis-chem pharmacies,4157,1500000000,south africa,1,-1.27%,-18.60%,"drugstore, retail"
ltc properties,4156,1500000000,usa,37,-1.30%,4.83%,"real estate, investment, reits"
oatly,4155,1500000000,sweden,2,2.01%,-61.10%,food
textainer group,4154,1500000000,,33,2.04%,-8.69%,rental & leasing services
westamerica bancorporation,4153,1500000000,usa,55,3.15%,-4.37%,
aston martin,4152,1500000000,uk,2,3.33%,-87.45%,automakers
hi& hers health,4151,1500000000,usa,7,-2.94%,51.57%,"telehealth, healthcare, internet, tech"
m/i homes,4150,1500000000,usa,54,3.48%,7.40%,construction
udemy,4149,1500000000,usa,10,0.28%,-28.61%,"education, internet, tech"
horace mann educators,4148,1500000000,usa,36,0.68%,-0.32%,
osi systems,4147,1510000000,usa,89,-0.54%,3.51%,
replimune,4146,1510000000,usa,27,0.55%,32.13%,
trisura group,4145,1510000000,canada,33,-0.56%,-5.68%,insurance
life healthcare group,4144,1510000000,south africa,1,-1.88%,-23.31%,"healthcare, medical care facilities"
sihanoukville autonomous port,4143,1510000000,cambodia,3,0.72%,,"ports, infrastructure"
jasa marga,4142,1510000000,indonesia,0,0.00%,-16.00%,
helios towers,4141,1510000000,uk,1,2.43%,-33.17%,"infrastructure, telecommunication, real estate"
sixth street specialty lending,4140,1520000000,usa,18,1.68%,-19.72%,"financial services, asset management, investment"
atos,4139,1520000000,france,12,1.07%,-66.69%,professional services
purecycle technologies,4138,1520000000,usa,9,9.03%,51.22%,waste & recycling
integral ad science,4137,1520000000,usa,9,4.32%,-37.54%,advertising
stellar bancorp,4136,1520000000,usa,29,-0.07%,-4.21%,"banks, financial services"
gibraltar industries,4135,1520000000,usa,49,1.07%,-12.86%,
asahi india glass,4134,1520000000,india,6,0.80%,-18.76%,
international petroleum,4133,1530000000,canada,11,5.79%,73.22%,"oil&gas, energy"
twist bioscience,4132,1530000000,usa,27,4.97%,-48.89%,biotech
kec international,4131,1530000000,india,5,-0.79%,-10.64%,construction
gulfport energy,4130,1530000000,usa,79,-3.87%,19.48%,"oil&gas, energy"
harmonic,4129,1530000000,usa,14,-0.55%,39.90%,"tech, internet"
bystronic ag,4128,1530000000,switzerland,742,2.38%,-44.78%,"manufacturing, machinery manufacturing"
veritex holdings,4127,1530000000,usa,28,1.68%,-28.44%,"banks, financial services"
echostar,4126,1530000000,usa,18,5.06%,-23.33%,
happiest minds technologies,4125,1530000000,india,10,-2.01%,-37.40%,"it services, professional services"
kar auction services,4124,1530000000,usa,14,3.83%,-3.62%,
two harbors investment,4123,1530000000,usa,17,0.68%,223.27%,"real estate, investment, reits"
digital turbine,4122,1530000000,usa,15,5.08%,-60.90%,"software, tech"
arcus biosciences,4121,1530000000,usa,21,1.77%,-31.62%,biotech
mag silver,4120,1530000000,canada,15,1.70%,3.59%,"silver mining, mining"
sandy spring bank,4119,1540000000,usa,34,0.29%,-26.87%,"banks, financial services"
agios pharmaceuticals,4118,1540000000,usa,28,2.85%,-5.50%,
borregaard,4117,1540000000,norway,15,-0.78%,-34.15%,
bgc partners,4116,1540000000,usa,4,2.33%,-0.48%,financial services
hindustan copper,4115,1540000000,india,1,-0.54%,-9.09%,mining
apollo medical holdings,4114,1540000000,usa,34,2.07%,-33.77%,healthcare
truecaller,4113,1540000000,sweden,3,2.86%,-55.14%,"tech, software"
hope bancorp,4112,1540000000,usa,12,2.29%,-16.75%,"banks, financial services"
jack in the box,4111,1550000000,usa,74,3.86%,-11.38%,"food, restaurant chains"
momentum metropolitan,4110,1550000000,south africa,1,-1.87%,-9.17%,"financial services, insurance"
transaction capital,4109,1550000000,south africa,2,-2.72%,-24.81%,"financial services, investment"
chambal fertilisers,4108,1550000000,india,3,-1.80%,-40.45%,"chemicals, fertilizer companies"
bodycote,4107,1550000000,uk,7,2.38%,-30.70%,
vista outdoor,4106,1550000000,usa,27,2.64%,-27.83%,sports goods
bank of n t butterfield & son,4105,1560000000,,31,2.91%,-16.21%,"banks, financial services"
yanlord,4104,1560000000,singapore,0,0.00%,-4.71%,real estate
dena,4103,1560000000,japan,13,-0.11%,-13.01%,"video games, entertainment, tech"
hudbay minerals,4102,1560000000,canada,5,-0.50%,-22.06%,
tecnoglass,4101,1560000000,,32,4.48%,70.05%,
pmetal press metal aluminium,4084,1580000000,malaysia,1,-0.19%,-17.01%,aluminum
vaisala,4083,1580000000,finland,44,1.49%,-18.03%,
fever-tree drinks,4082,1580000000,uk,13,3.43%,-60.67%,"alcoholic beverages, beverages"
rocket pharmaceuticals,4081,1580000000,usa,20,0.90%,28.68%,"pharmaceuticals, biotech"
national bank holdings,4080,1590000000,usa,42,1.44%,-5.45%,"banks, financial services"
veris residential,4079,1590000000,usa,15,1.46%,-6.01%,"real estate, investment, reits"
billtrust btrs,4078,1590000000,usa,9,0.00%,55.32%,"tech, software, financial services"
csi,4077,1590000000,usa,57,0.00%,3.91%,
jastrzebska spolka weglowa,4076,1590000000,poland,13,2.47%,40.54%,"coal mining, mining, energy"
first bancorp,4075,1590000000,usa,39,0.48%,-12.10%,"banks, financial services"
shufersal,4074,1590000000,israel,6,-0.73%,-29.63%,"supermarket chains, retail"
evraz,4073,1600000000,russia,1,0.00%,-85.29%,"steel producers, steel industry, mining"
the bancorp,4072,1600000000,usa,28,1.17%,0.10%,"banks, financial services"
scilex holding,4071,1600000000,usa,11,6.59%,12.19%,"pharmaceuticals, biotech"
prime medicine,4070,1600000000,usa,16,2.74%,,"pharmaceuticals, biotech, genomics, gene therapy"
kiocl,4069,1600000000,india,2,0.54%,-24.14%,mining
par pacific holdings,4068,1600000000,usa,26,8.44%,81.76%,"energy, infrastructure"
nh hotel group,4067,1600000000,spain,3,-0.15%,3.07%,"hotels, travel"
legalzoom,4066,1600000000,usa,8,-1.18%,-43.03%,"internet, tech, professional services"
shikun & binui,4065,1600000000,israel,3,-1.21%,-47.98%,"infrastructure, real estate, construction"
loma negra,4064,1600000000,,7,3.09%,27.87%,
bajaj electricals,4063,1600000000,india,13,-0.58%,-13.11%,electronics
sanofi india limited,4062,1600000000,india,69,-0.23%,-28.97%,pharmaceuticals
corporacion america airports,4061,1610000000,,9,1.75%,73.77%,"airports, infrastructure"
elme communities,4060,1610000000,usa,18,1.60%,-25.73%,"real estate, reits, investment"
infinera,4059,1610000000,usa,7,2.37%,-7.67%,telecommunications equipment
minera valparaiso,4058,1610000000,chile,12,0.09%,-23.89%,"utility companies, electricity, energy"
solarwinds,4057,1610000000,usa,9,8.12%,-25.45%,"software, tech"
veritiv,4056,1610000000,usa,119,0.82%,34.44%,packaging
myr group,4055,1610000000,usa,97,1.89%,9.02%,"engineering, construction"
budimex,4054,1610000000,poland,63,-1.08%,7.27%,"construction, infrastructure"
marten transport,4053,1610000000,usa,19,1.73%,24.00%,transportation
aurora innovation,4052,1610000000,usa,1,6.92%,-74.54%,"autonomous driving, software, tech"
lindsay corporation,4051,1610000000,usa,147,2.11%,12.74%,"manufacturing, machinery manufacturing"
trico bancshares,4050,1620000000,usa,48,0.89%,12.05%,"banks, financial services"
inventrust properties,4049,1620000000,usa,24,0.17%,-8.50%,"reits, real estate, investment"
hbm healthcare investments,4048,1620000000,switzerland,234,-1.81%,-26.77%,"investment, asset management, biotech"
nongshim,4047,1620000000,south korea,281,-0.14%,8.87%,food
pacira biosciences,4046,1630000000,usa,35,-4.10%,-43.99%,
top glove,4045,1630000000,malaysia,0,-1.82%,-60.78%,gloves & ppe
biotest,4044,1630000000,germany,46,0.00%,-4.23%,
recursion pharmaceuticals,4043,1630000000,usa,8,2.13%,-23.11%,"pharmaceuticals, biotech"
enghouse systems,4042,1640000000,canada,29,-0.13%,-16.55%,"software, tech, it services, professional services"
resolute forest products,4041,1640000000,canada,21,0.42%,61.09%,pulp and paper
vivid seats,4040,1640000000,usa,8,4.44%,-11.88%,
toda corp,4039,1640000000,japan,5,0.44%,-17.24%,
upwork,4038,1640000000,usa,12,1.87%,-50.26%,
apollo commercial real estate,4037,1640000000,usa,11,1.83%,-11.90%,"real estate, investment, reits"
vizio,4036,1640000000,usa,8,2.79%,-42.33%,"tech, tech hardware, electronics"
schrodinger,4035,1640000000,usa,23,-2.82%,-14.70%,
sjvn,4034,1640000000,india,0,0.29%,2.44%,
myriad genetics,4033,1640000000,usa,20,4.31%,-23.29%,"biotech, genomics, diagnostics and testing"
day one biopharmaceuticals,4032,1650000000,usa,22,-0.66%,53.59%,"biotech, pharmaceuticals"
methode electronics,4031,1650000000,usa,45,0.68%,1.96%,electronics
jindal stainless,4030,1650000000,india,3,3.95%,10.18%,transportation
