name,annual_revenue_usd,annual_net_income_usd,market_capitalization_2022,employees_number,ceo,headquarters_country,wikipedia_page_url,twitter_page_url,facebook_page_url
cargill,114700000000,,,155000,,usa,https://en.wikipedia.org/wiki/cargill,,
recruit holdings,20955000000,2166000000,90237000000,49370,hisayuki idekoba,japan,https://en.wikipedia.org/wiki/recruit  company ,https://twitter.com/recruit pr,https://www.facebook.com/recruit.jp/
brookfield asset management,75731000000,3966000000,89968000000,152000,bruce flatt,canada,https://en.wikipedia.org/wiki/brookfield asset management,,
equinor asa,88744000000,8562000000,89918000000,21245,anders opedal,norway,https://en.wikipedia.org/wiki/equinor,,
british american tobacco,33620000000,8903000000,89470000000,55000,jack bowles,uk,https://en.wikipedia.org/wiki/british american tobacco,https://twitter.com/batpress,https://www.facebook.com/ge
mercedec benz group ag,203830000000,2773000000,89412000000,288481,ola kallenius,germany,https://en.wikipedia.org/wiki/daimler ag,https://twitter.com/digitallife dai,
gilead sciences,27305000000,6225000000,89387000000,14400,daniel o'day,usa,https://en.wikipedia.org/wiki/gilead sciences,https://twitter.com/gileadsciences,https://www.facebook.com/gileadsciences/
essilor luxottica,21842000000,1612000000,89047000000,151017,francesco milleri,france,https://en.wikipedia.org/wiki/luxottica,https://twitter.com/luxottica,https://www.facebook.com/luxottica/
the tjx companies,48549000000,3282000000,88726000000,320000,ernie herrman,usa,https://en.wikipedia.org/wiki/tjx companies,,
analog devices,7318000000,1390000000,88697000000,24700,vincent roche,usa,https://en.wikipedia.org/wiki/analog devices,https://twitter.com/analogdevicesjp,https://www.facebook.com/analogdevicesinc/
bank of nova scotia,23771000000,7221000000,87963000000,89488,brian j porter,canada,https://en.wikipedia.org/wiki/scotiabank,,
tokyo electron limited,14622000000,3189000000,87398000000,14479,toshiki kawai,japan,https://en.wikipedia.org/wiki/tokyo electron,,
canadian national railway company,11564000000,3908000000,87195000000,22604,tracy robinson,canada,https://en.wikipedia.org/wiki/canadian national railway,,
truist financial corporation,22259000000,6033000000,86768000000,52641,william h bill rogers jr,usa,https://en.wikipedia.org/wiki/bb%26t,https://twitter.com/bbt,https://www.facebook.com/bbtbank
moderna,18471000000,12202000000,86710000000,1800,stephane bancel,usa,https://en.wikipedia.org/wiki/moderna,,
chubb,40963000000,8539000000,86661000000,31000,evan g greenberg,switzerland,https://en.wikipedia.org/wiki/chubb limited,,
swatch group ag,7774000000,813000000,85629000000,32424,nick hayek jr,switzerland,https://en.wikipedia.org/wiki/the swatch group,,
midea group,49966000000,4158000000,85137000000,149239,paul fang,china,https://en.wikipedia.org/wiki/midea group,,
sherwin-williacompany,19944000000,1864000000,84747000000,61626,john g morikis,usa,https://en.wikipedia.org/wiki/sherwin-williams,,https://www.facebook.com/sherwinwilliamsforyourhome
pricewaterhousecoopers,43000000000,,,295371,,uk,https://en.wikipedia.org/wiki/pricewaterhousecoopers,,
compagnie financiere richemont sa,19915000000,2153000000,84500000000,34760,jerome lambert,switzerland,https://en.wikipedia.org/wiki/richemont,,
air liquide,25714000000,2834000000,84264000000,67000,francois jackow,france,https://en.wikipedia.org/wiki/air liquide,https://twitter.com/airliquidegroup,https://www.facebook.com/airliquide/
crown castle international corporation,6340000000,1096000000,84163000000,5000,jay a brown,usa,https://en.wikipedia.org/wiki/crown castle,,
sberbank of russia,0,11256000000,83756000000,285555,herman gref,russia,https://en.wikipedia.org/wiki/sberbank of russia,https://twitter.com/sberbank,https://www.facebook.com/sberbank/
csx corporation,12522000000,3781000000,83196000000,20919,james m foote,usa,https://en.wikipedia.org/wiki/csx corporation,https://twitter.com/csx,https://www.facebook.com/officialcsx
blackstone group,22577000000,5857000000,82928000000,3795,stephen a schwarzman,usa,https://en.wikipedia.org/wiki/the blackstone group,https://twitter.com/blackstone,https://www.facebook.com/blackstone/
allergan,16080000000,,,17400,brenton l saunders,ireland,https://en.wikipedia.org/wiki/allergan,,
marsh & mclennan companies,19820000000,3143000000,82707000000,81000,daniel s glaser,usa,https://en.wikipedia.org/wiki/marsh %26 mclennan companies,https://twitter.com/mmc global,
publix,38100000000,,,232000,,usa,https://en.wikipedia.org/wiki/publix,,
enbridge,37600000000,4944000000,82219000000,11200,al monaco,canada,https://en.wikipedia.org/wiki/enbridge,,
softbank group,45399000000,-12463000000,81219000000,58786,masayoshi son,japan,https://en.wikipedia.org/wiki/softbank group,https://twitter.com/softbankteamjpn,
siemens healthineers ag,19833000000,1904000000,81178000000,52000,bernd montag,germany,https://en.wikipedia.org/wiki/siemens healthineers,https://twitter.com/siemenshealth,https://www.facebook.com/siemenshealthineers
cme group,4689000000,2636000000,80879000000,4370,terrence a duffy,usa,https://en.wikipedia.org/wiki/cme group,https://twitter.com/cmegroup,https://www.facebook.com/cmegroup
uber technologies,17455000000,-496000000,80534000000,29300,dara khosrowshahi,usa,https://en.wikipedia.org/wiki/uber,https://twitter.com/uber,
duke energy corporation,25097000000,3908000000,80396000000,27605,lynn good,usa,https://en.wikipedia.org/wiki/duke energy,https://twitter.com/dukeenergybr,
national commercial bank,,3378000000,79842000000,13334,faisal omar al-sakkaf,saudi arabia,https://en.wikipedia.org/wiki/national commercial bank,,
life insurance corporation of india,85803000000,572000000,,114000,,india,https://en.wikipedia.org/wiki/life insurance corporation,,
enel,94862000000,3117000000,79770000000,66438,francesco starace,italy,https://en.wikipedia.org/wiki/enel,https://twitter.com/enelgroup,https://www.facebook.com/enelgroup/
psbc postal savings bank of china,31817000000,10855000000,79132000000,194527,lv jiajin,china,,,
china yangtze power,8098000000,3823000000,78971000000,4077,lei mingshan,china,https://en.wikipedia.org/wiki/china yangtze power,,
mitsubishi ufj financial group,38535000000,8470000000,78838000000,132700,hironori kamezawa,japan,https://en.wikipedia.org/wiki/mitsubishi ufj financial group,,
deutsche post ag,90085000000,5568000000,78472000000,571974,frank appel,germany,https://en.wikipedia.org/wiki/deutsche post,https://twitter.com/deutschepostdhl,https://www.facebook.com/deutschepost/
reliance jio,12184000000,1691000000,,,,india,https://en.wikipedia.org/wiki/jio,,
hca healthcare,58752000000,6956000000,78443000000,235000,samuel n hazen,usa,https://en.wikipedia.org/wiki/hca healthcare,,https://www.facebook.com/hcacare
atlas copco ab,11646000000,1904000000,78380000000,40000,mats rahmstrom,sweden,https://en.wikipedia.org/wiki/atlas copco,,
china petroleum & chemical corporation sinopec,398860000000,10474000000,77722000000,384065,,china,https://en.wikipedia.org/wiki/sinopec,https://twitter.com/sinopecnews lang=en,
investor ab publ,5459000000,23947000000,77328000000,20054,johan forssell,sweden,https://en.wikipedia.org/wiki/investor ab,,
cigna corporation,174270000000,5365000000,77282000000,73800,david cordani,usa,https://en.wikipedia.org/wiki/cigna,https://twitter.com/cigna espanol,https://www.facebook.com/cignaindonesia
illinois tool works,14455000000,2694000000,77256000000,45000,ernest scott santi,usa,https://en.wikipedia.org/wiki/illinois tool works,https://twitter.com/itwcareers lang=en,
atlassian corporation,1940000000,-425000000,76763000000,6433,mike cannon-brookes,australia,https://en.wikipedia.org/wiki/atlassian,https://twitter.com/atlassian,https://www.facebook.com/atlassian/
edwards lifesciences corporation,5232000000,1503000000,76356000000,15700,michael a mussallem,usa,https://en.wikipedia.org/wiki/edwards lifesciences,https://twitter.com/edwardslifesci,
hindustan unilever,6528000000,1111000000,76085000000,21000,sanjiv mehta,india,https://en.wikipedia.org/wiki/hindustan unilever,https://twitter.com/hul news,https://www.facebook.com/hindustanunileverlimited
rivian automotive inc,55000000,-4688000000,76220000000,7000,rj scaringe,usa,https://en.wikipedia.org/wiki/rivian,,
abb,28945000000,4546000000,76037000000,105000,bjorn rosengren,switzerland,https://en.wikipedia.org/wiki/abb group,https://twitter.com/abbgroupnews,
rosneft oil company,78849000000,7947000000,75445000000,315000,igor sechin,russia,https://en.wikipedia.org/wiki/rosneft,https://twitter.com/rosneften,https://www.facebook.com/rosneftru/
adyen,6606000000,517000000,75414000000,1750,pieter van der,netherlands,https://en.wikipedia.org/wiki/adyen,,
intercontinental exchange,9168000000,4058000000,75074000000,8858,jeffrey c sprecher,usa,https://en.wikipedia.org/wiki/intercontinental exchange,https://twitter.com/ice markets,
axa,111660000000,7098000000,74588000000,96595,thomas buberl,france,https://en.wikipedia.org/wiki/axa,https://twitter.com/axa,https://www.facebook.com/axaitalia
bank of montreal,20692000000,5775000000,73370000000,43863,darryl white,canada,https://en.wikipedia.org/wiki/bank of montreal,https://twitter.com/bm,
icici bank,14545000000,3139000000,73325000000,130170,sandeep bakhshi,india,https://en.wikipedia.org/wiki/icici bank,https://twitter.com/icicibank,
hong kong exchanges and clearing hkex,2484000000,1599000000,73044000000,2372,nicolas aguzin,hong kong,https://en.wikipedia.org/wiki/hong kong exchanges and clearing,,
hangzhou hikvision digital technology,11848000000,2445000000,72956000000,42685,hongjia gong,china,https://en.wikipedia.org/wiki/hikvision,,
sk hynix,35258000000,7874000000,72832000000,29008,lee seok-hee,south korea,https://en.wikipedia.org/wiki/sk hynix,,
the southern company,23113000000,2408000000,72745000000,27300,thomas a fanning,usa,https://en.wikipedia.org/wiki/southern company,https://twitter.com/southerncompany,https://www.facebook.com/socompany/
becton dickinson and company,20248000000,2092000000,72444000000,75000,thomas polen,usa,https://en.wikipedia.org/wiki/becton dickinson,https://twitter.com/bdandco,
norfolk southern corporation,11142000000,3005000000,72227000000,18100,james a squires,usa,https://en.wikipedia.org/wiki/norfolk southern railway,,
foshan haitian flavouring and food company,3928000000,1048000000,72144000000,6058,pang kang,china,https://en.wikipedia.org/wiki/foshan haitian flavouring %26 food co,,
iberdrola,43104000000,4281000000,72100000000,45000,jose ignacio sanchez galan,spain,https://en.wikipedia.org/wiki/iberdrola,,
fiserv,16226000000,1334000000,71853000000,44000,frank bisignano,usa,https://en.wikipedia.org/wiki/fiserv,https://twitter.com/fiserv,https://www.facebook.com/fiserv/
vale sa,62990000000,26016000000,71751000000,74316,eduardo bartolomeo,brazil,https://en.wikipedia.org/wiki/vale  company ,,
fidelity national information services,13877000000,417000000,71635000000,65000,gary a norcross,usa,https://en.wikipedia.org/wiki/fis  company ,https://twitter.com/fisglobal,
shin-etsu chemical,15137000000,3649000000,71309000000,24069,yasuhiko saito,japan,https://en.wikipedia.org/wiki/shin-etsu chemical,,
dassault systemes,5356000000,852000000,71224000000,19789,bernard charles,france,https://en.wikipedia.org/wiki/dassault syst%c3%a8mes,https://twitter.com/dassault3ds,
colgate-palmolive company,17421000000,2166000000,71170000000,33800,noel r wallace,usa,https://en.wikipedia.org/wiki/colgate-palmolive,,https://www.facebook.com/colgate
glencore,203750000000,4974000000,70870000000,134878,gary nagle,switzerland,https://en.wikipedia.org/wiki/glencore,,https://www.facebook.com/iqvia/
bayerische motoren werke bmw,111210000000,12378000000,70505000000,120726,,germany,https://en.wikipedia.org/wiki/bmw,,
canadian pacific railway,6386000000,2278000000,70397000000,11834,keith creel,canada,https://en.wikipedia.org/wiki/canadian pacific railway,https://twitter.com/canadianpacific,https://www.facebook.com/canadian.pacific/
ernst & young,36400000000,,,312250,,uk,https://en.wikipedia.org/wiki/ernst %26 young,,
marvell technology group,4462000000,-421000000,70128000000,5633,matthew murphy,bermuda,https://en.wikipedia.org/wiki/marvell technology group,https://twitter.com/marvellsemi,
pinduoduo,14759000000,1220000000,70059000000,7986,colin huang zheng,china,https://en.wikipedia.org/wiki/pinduoduo,,
fedex corporation,93512000000,3819000000,69949000000,289000,raj subramaniam,usa,https://en.wikipedia.org/wiki/fedex,https://twitter.com/fedexeurope,
equinix,6635000000,500000000,69777000000,10944,charles j meyers,usa,https://en.wikipedia.org/wiki/equinix,https://twitter.com/equinix,https://www.facebook.com/equinix/
novatek,10411000000,3896000000,69387000000,16821,leonid viktorovich mikhelson,russia,https://en.wikipedia.org/wiki/novatek,https://twitter.com/novatek ,https://www.facebook.com/novatek.eng/
moody's corporation,6218000000,2214000000,69229000000,13023,rob fauber,usa,https://en.wikipedia.org/wiki/moody's corporation,https://twitter.com/moodysinvsvc,
lucid group inc,27000000,-4747000000,69115000000,2000,,usa,https://en.wikipedia.org/wiki/lucid motors,,
national australia bank,11549000000,4397000000,69038000000,34944,ross mcewan,australia,https://en.wikipedia.org/wiki/national australia bank,https://twitter.com/nab,
basf se,86615000000,6086000000,68991000000,110302,,germany,https://en.wikipedia.org/wiki/basf,https://twitter.com/basf,https://www.facebook.com/basf.korea/
ap moller - maersk a/s,61787000000,17942000000,68834000000,80000,soren skou,denmark,https://en.wikipedia.org/wiki/maersk,,
petroleo brasileiro - petrobras,97143000000,22891000000,68812000000,49050,roberto castello branco,brazil,https://en.wikipedia.org/wiki/petrobras,https://twitter.com/petrobrasglobal,https://www.facebook.com/petrobras/
aldi,62540000000,,,25000,,germany,https://en.wikipedia.org/wiki/aldi,,
kddi corporation,39745000000,4907000000,68132000000,47320,takashi tanaka,japan,https://en.wikipedia.org/wiki/kddi,https://twitter.com/kddipr,
longi green energy technology,11777000000,1322000000,68086000000,32873,,china,https://en.wikipedia.org/wiki/longi green energy technology,,
zurich insurance group ag,65801000000,5203000000,67906000000,52930,mario greco,switzerland,https://en.wikipedia.org/wiki/zurich insurance group,,
waste management,17931000000,1816000000,67667000000,48500,james c fish jr,usa,https://en.wikipedia.org/wiki/waste management  corporation ,,
nongfu spring,4321000000,1042000000,66972000000,,,china,,,
eaton corporation,19628000000,2144000000,66905000000,85947,craig arnold,ireland,https://en.wikipedia.org/wiki/eaton corporation,https://twitter.com/eatoncorp/,https://www.facebook.com/eatoncorporation/
netease,13763000000,2648000000,66904000000,28239,ding lei,china,https://en.wikipedia.org/wiki/netease,https://twitter.com/neteaseofficial,https://www.facebook.com/neteaseofficial/
denso corporation,40247000000,1926000000,66747000000,168391,koji arima,japan,https://en.wikipedia.org/wiki/denso,,
ubs group ag,0,7457000000,66672000000,71551,ralph hamers,switzerland,https://en.wikipedia.org/wiki/ubs,https://twitter.com/ubs,https://www.facebook.com/ubsglobal/
