name,headquarters,number_of_employees,address,industry,website,market_cap,telephone,revenue
el puerto de liverpool sab de cv,mexico,"77,821","mario pani 200, col. santa fe cuajimalpa, 05348",retailing,www.elpuertodeliverpool.mx,8,52 55 52683000,7
resona holdings inc,japan,"19,773","fukagawa gatharia w2 bldg., 1-5-65, kiba, koto-ku, tokyo, 135-8582",financial services,www.resona-gr.co.jp,13,81 3 67043111,7
antofagasta plc,united kingdom,"5,983","103 mount street, london, w1k2tj",metals and mining,www.antofagasta.co.uk,21,44 20 78080988,7
hess corp,united states of america,"1,545","1185 avenue of the americas, new york, 10036",energy and utilities,www.hess.com,46,1 212 9978500,7
hella gmbh & co kgaa,germany,"35,643","rixbecker strasse 75, lippstadt, 59552",automotive,www.hella.com,9,49 2941 380,7
taylor morrison home corp,united states of america,"3,000","4900 n scottsdale rd ste 2000, arizona, 85251",construction,investors.taylormorrison.com/investor-relations/de,3,1 480 8408100,7
navistar international corp,united states of america,"11,000","2701 navistar drive, lisle, illinois, 60532-3637",automotive,www.navistar.com,,1 331 3325000,7
fortis inc,canada,"9,095","fortis place, suite 1100, 5 springdale street, po box 8837, st. johns, newfoundland and labrador, a1b3t2",power,www.fortisinc.com,19,1 709 7372800,7
haitong securities co ltd,china,"11,852","no.689, guangdong road, shanghai, 200001",financial services,www.htsec.com,15,86 21 23219000,7
chunghwa telecom co ltd,taiwan,"20,247","no. 21-3, section 1, hsinyi road, taipei, 10048",technology and communications,www.cht.com.tw,29,886 2 23445488,7
telefonica uk ltd,united kingdom,"5,769","260 bath road, slough, berkshire, sl14dx",technology and communications,www.o2.co.uk,,44 11 32722000,7
chipotle mexican grill inc,united states of america,"97,660","610 newport center dr, suite 1100, newport beach, california, 92660",leisure and arts,www.chipotle.com,41,1 949 5244000,7
keycorp,united states of america,"17,262","127 public sq, cleveland, ohio, 44114-1306",financial services,www.key.com,16,1 216 6896300,7
vertex pharmaceuticals inc,united states of america,"3,900","50 northern avenue, boston, massachusetts, 02210",pharmaceuticals and healthcare,www.vrtx.com,79,1 617 3416393,7
ardagh group sa,luxembourg,"16,400","56, rue charles martel, luxembourg, 2134",paper and packaging,www.ardaghgroup.com,,352 26 258555,7
otsuka corp,japan,"9,171","2-18-4, iidabashi, chiyoda-ku, tokyo, 102-8573",technology and communications,www.otsuka-shokai.co.jp,6,81 3 32647111,7
daewoo engineering & construction co ltd,south korea,"5,543","170, eulji-ro, jung-gu, seoul, 04548",construction,www.daewooenc.com,1,82 2 22883114,7
suzano sa,brazil,"37,000","pituba, salvador, 41.810-012",paper and packaging,www.suzano.com.br,13,55 11 36365000,7
fortum corp,finland,"18,961","keilalahdentie 2-4, cd-talo, espoo, 02150",power,www.fortum.fi,13,358 10 4511,7
nitto denko corp,japan,"25,961","33rd floor, grand front osaka, 4-20, ofuka-cho, kita-ku, osaka-shi, 530-0011",chemicals,www.nitto.com/jp,9,81 6 76322101,7
konka group co ltd,china,"16,238","overseas chinese town, nanshan district, shenzhen, guangdong, 518057",consumer packaged goods,www.konka.com,1,86 755 26609138,7
united microelectronics corp,taiwan,"19,426","no.3, li-shin road ii, hsinchu science park, 300",technology and communications,www.umc.com,19,886 3 5782258,7
dic corp,japan,"22,474","dic bldg., 3-7-20, nihombashi, chuo-ku, tokyo, 103-8233",chemicals,www.dic-global.com/ja,1,81 3 67333000,7
andritz ag,austria,"27,428","stattegger strasse 18, graz, 8045",industrial goods and machinery,www.andritz.com,6,43 316 69020,7
anta sports products ltd,china,"57,000","no.99 jiayi road, guanyinshan, xiamen, fujian, 361008",consumer packaged goods,www.anta.com,40,86 592 6305588,7
fortune brands innovations inc,united states of america,"28,056","520 lake cook rd, deerfield, illinois, 60015-5611",construction,www.fbhs.com,7,1 847 4844400,7
t rowe price group inc,united states of america,"7,529","100 east pratt street, p.o. box 89000, baltimore, maryland, 21289-0320",financial services,www.troweprice.com,26,1 410 3452000,7
hubei biocause pharmaceutical co ltd,china,"2,239","no. 132, yangwan road, jingmen, hubei, 448000",pharmaceuticals and healthcare,www.biocause.com,2,86 724 6096558,7
kingspan group plc,ireland,"17,880","dublin road, kingscourt, a82xy31",construction,www.kingspan.com,11,353 42 9698000,7
skandinaviska enskilda banken ab,sweden,"16,406","kungstradgardsgatan 8, stockholm, 11147",financial services,sebgroup.com,26,46 8 7635000,7
emaar properties,united arab emirates,"6,300","building no. 3, sheikh zayed road, emaar business park, p.o.box 9440, dubai",construction,www.emaar.com,14,971 4 3673333,7
nsk ltd,japan,"30,577","nissei bldg., 1-6-3, osaki, shinagawa-ku, tokyo, 141-8560",industrial goods and machinery,www.nsk.com,3,81 3 37797111,7
arcelik as,turkey,"42,088","karaagac caddesi no:2-6 sutluce beyoglu, istanbul, 34445",consumer packaged goods,www.arcelikglobal.com,4,90 212 3143434,7
eregli demir ve celik fabrikalari tas,turkey,"12,665","barbaros mah. ardic sok. no:6 atasehir, istanbul, 34746",metals and mining,www.erdemir.com.tr,7,90 216 5788329,7
jp morgan private bank,united states of america,,"383 madison avenue, new york city, 10179-0001",financial services,www.privatebank.jpmorgan.com/gl/en/home,,1 212 2706000,7
maruha nichiro corp,japan,"12,352","toyosu front, 3-2-20, toyosu, koto-ku, tokyo, 135-8608",consumer packaged goods,www.maruha-nichiro.co.jp,957,81 3 68330826,7
lpl financial holdings inc,united states of america,"6,099","4707 executive drive, san diego, california, 92121",financial services,lplfinancial.lpl.com,18,1 617 4233644,7
kghm polska miedz sa,poland,"33,502","ul. m. sklodowskiej-curie 48, lubin, 59-301",metals and mining,www.kghm.com,7,48 76 7478800,7
university of texas md anderson cancer center,united states of america,"22,088","1515 holcombe boulevard, houston, texas, 77030",government and non-profit organisations,www.mdanderson.org,,,7
packaging corporation of america,united states of america,"15,200","1955 w field ct, lake forest, illinois, 60045",paper and packaging,www.packagingcorp.com,12,1 847 4823000,7
banca mediolanum spa,italy,"3,420","via francesco sforza, 15, palazzo meucci, basiglio, 20079",financial services,www.bancamediolanum.it,6,,7
olympus corp,japan,"31,557","shinjuku monolith, 2-3-1, nishi-shinjuku, shinjuku-ku, tokyo, 163-0914",medical equipment,www.olympus.co.jp,24,81 3 33402111,7
oshkosh corp,united states of america,"15,000","1917 four wheel drive, oshkosh, wisconsin, 54902",automotive,www.oshkoshcorp.com,6,1 920 5023400,7
hangzhou iron & steel group co ltd,china,"3,584","no.178, banshan road, gongshu district, hangzhou, zhejiang, 310022",metals and mining,www.hzsteel.com,2,86 571 88132917,7
rockwell automation inc,united states of america,"26,000","1201 s 2nd st, milwaukee, wisconsin, 53204-2410",industrial goods and machinery,www.rockwellautomation.com,31,1 414 3822000,7
akbank tas,turkey,"12,988","akbank t.a.s., istanbul, 34330",financial services,www.akbank.com,4,90 212 3855109,7
zoetis inc,united states of america,"12,100","10 sylvan way, parsippany, new jersey, 07054",pharmaceuticals and healthcare,www.zoetis.com,74,1 973 8227000,7
abm industries inc,united states of america,"124,000","suite 300, 551 fifth avenue, new york, 10176",business and consumer services,www.abm.com,3,1 212 2970200,7
veon ltd,netherlands,"44,585","claude debussylaan 88, amsterdam, 1082md",technology and communications,www.veon.com,1,31 20 7977200,7
signet jewelers ltd,bermuda,"30,856","clarendon house, 2 church street, hamilton, hm11",retailing,www.signetjewelers.com,3,1 441 2965872,7
westinghouse air brake technologies corp,united states of america,"25,000","30 isabella street, pittsburgh, pennsylvania, 15212",transport and logistics,www.wabteccorp.com,18,1 412 8251000,7
tokyu corp,japan,"24,364","tokyu nampeidaicho bldg., 5-6, nampeidai-cho, shibuya-ku, tokyo, 150-8511",transport and logistics,www.tokyu.co.jp,8,81 3 34770109,7
genworth financial inc,united states of america,"2,500","6620 w broad st, richmond, virginia, 23230-1716",financial services,www.genworth.com,2,1 804 2816000,7
xinjiang goldwind science & technology co ltd,china,"10,781","no. 107, shanghai road, technological development zone, urumqi, xinjiang, 830026",alternative energy,www.goldwind.com.cn,6,86 991 3767402,7
zimmer biomet holdings inc,united states of america,"19,500","345 e main st, warsaw, indiana, 46580-2746",medical equipment,www.zimmerbiomet.com/en,25,1 574 2676131,7
cintas corp,united states of america,"43,000","6800 cintas blvd, po box 625737, cincinnati, ohio, 45262",business and consumer services,www.cintas.com,44,1 513 4591200,7
rtl group sa,luxembourg,"10,861","43, bd pierre frieden, luxembourg, 1543",media,www.rtlgroup.com,7,352 2 4865074,7
distribuidora internacional de alimentacion sa,spain,"34,758","c/ jacinto benavente 2 a, las rozas de madrid, 28232",retailing,www.dia.es,877,34 913 985400,7
inner mongolia yitai coal co ltd,china,"5,241","yitai building, north tianjiao road, dongsheng district, eerduosi, inner mongolia, 017000",metals and mining,yitaicoal.com,4,86 477 8565732,7
bed bath & beyond inc,united states of america,"32,000","650 liberty ave, union, new jersey, 07083-8107",retailing,www.bedbathandbeyond.com,462,1 908 6880888,7
indiana university health inc,united states of america,"33,000","550 n university blvd, indianapolis, 46202",government and non-profit organisations,www.iuhealth.org,,1 317 9445000,7
partnerre ltd,bermuda,"1,109","wellesley house south, 90 pitts bay road, pembroke, hm08",financial services,partnerre.com,,1 441 2920888,7
rostelecom,russia,"126,900","ul. goncharnaya, d. 30, moscow, 115172",technology and communications,www.company.rt.ru,2,7 499 9998283,7
korean air lines co ltd,south korea,"19,063","260, haneul-gil, gangseo-gu, seoul, 07505",transport and logistics,www.koreanair.com,7,82 2 26567114,7
fomento de construcciones y contratas sa,spain,"61,834","c/balmes, 36, barcelona, 08007",construction,www.fcc.es,4,34 917 574751,7
bath & body works inc,united states of america,"8,800","three limited pkwy, p o box 16000, columbus, ohio, 43216",retailing,www.bbwinc.com,10,1 614 4157000,7
sanmina corp,united states of america,"35,000","2700 north first street, san jose, california, 95134",technology and communications,www.sanmina.com,3,1 408 9643500,7
liberty holdings ltd,south africa,,"1 ameshoff street, braamfontein, johannesburg, 2001",financial services,www.libertyholdings.co.za,,27 11 4083911,7
hotai motor co ltd,taiwan,"3,930","8-14f, no. 121, sung chiang road, jhongshan district, taipei, 104",automotive,pressroom.hotaimotor.com.tw/zh,11,886 2 25062121,7
skyworth group ltd,hong kong,"29,500","rooms 1601-04 westlands centre, 20 westlands road, quarry bay, hong kong",consumer packaged goods,investor.skyworth.com,1,852  22904700,7
gs engineering & construction corp,south korea,"6,454","gran seoul, 33, jong-ro, jongno-gu, 03159",construction,www.gsenc.com,1,82 2 21541112,7
santander uk plc,united kingdom,"19,704","2 triton square ,regent's place, london, nw13an",financial services,www.santander.co.uk,844,44 870 5329430,7
dover corp,united states of america,"25,000","suite 200, 3005 highland parkway, downers grove, illinois, 60515",industrial goods and machinery,www.dovercorporation.com,20,1 630 5411540,7
air water inc,japan,"19,299","air water bldg., 2-12-8, minami semba, chuo-ku, osaka-shi, 542-0081",chemicals,www.awi.co.jp,2,81 6 62525411,7
boise cascade co,united states of america,"6,210","p. o. box 50, 1111 west jefferson street, suite 300, boise, idaho, 83702",construction,www.bc.com,2,1 208 3846161,7
bandai namco holdings inc,japan,"9,886","bandai namco future research center, 5-37-8, shiba, minato-ku, tokyo, 108-0014",media,www.bandainamco.co.jp,14,81 3 66348800,7
knorr-breag,germany,"31,185","moosacher str. 80, muenchen, 80809",automotive,www.knorr-bremse.com,10,,7
acerinox sa,spain,"8,282","c/ santiago de compostela n 100, madrid, 28035",metals and mining,www.acerinox.es,2,34 913 985100,7
easyjet plc,united kingdom,"12,389","hangar 89, london luton airport, lu29pa",transport and logistics,corporate.easyjet.com,4,44 1582 525252,7
huafa industrial co ltd zhuhai,china,"8,735","no. 155 changsheng road, zhuhai, guangdong, 519030",construction,www.cnhuafas.com,3,86 756 8282111,7
eurofins scientific se,luxembourg,"61,000","23 val fleuri, luxembourg, 1526",pharmaceuticals and healthcare,www.eurofins.com,13,,7
harel insurance investments and financial services ltd,israel,"4,940","ab'a hilel 3, ramat gan, 5211802",financial services,www.harel-group.co.il,2,972 3 7547111,8
ashtead group plc,united kingdom,"22,807","100 cheapside, london, ec2v6dt",business and consumer services,www.ashtead-group.com,27,44 20 77269700,8
mastec inc,united states of america,"27,000","12th floor, 800 s. douglas road, coral gables, florida, 33134",construction,www.mastec.com,7,1 305 5991800,8
bim birlesik magazalar as,turkey,"79,817","ebubekir cad. no: 73 sancaktepe, istanbul, 34887",retailing,www.bim.com.tr,4,90 216 5640303,8
hakuhodo dy holdings inc,japan,"25,522","akasaka biz tower, 5-3-1, akasaka, minato-ku, tokyo, 107-6320",technology and communications,www.hakuhodody-holdings.co.jp,4,81 3 64419062,8
anywhere real estate inc,united states of america,"9,665","175 park avenue, madison, new jersey, 07940",construction,www.realogy.com,875,1 973 4072000,8
irpc public co ltd,thailand,"5,232","floor 6, energy complex, building b, 555/2 wiphawadirangsit road, chatuchak, bangkok, 10900",energy and utilities,www.irpc.co.th,2,66 26 497000,8
ck asset holdings ltd,hong kong,"55,000","7th floor, cheung kong center, 2 queen's road central, hong kong",construction,www.ckah.com,22,852  21288888,8
kotak mahinbank ltd,india,"66,473","27bkc, c 27, g block, bandra kurla complex, bandra  e , mumbai, 400051",financial services,www.kotak.com,43,91 22 61660000,8
the jm smucker co,united states of america,"6,700","one strawberry lane, orrville, ohio, 44667-1241",consumer packaged goods,www.jmsmucker.com,16,1 330 6823000,8
the swatch group ltd,switzerland,"31,405","seevorstadt 6, biel/bienne, 2501",consumer packaged goods,www.swatchgroup.com,16,41 32 3436811,8
neoenergia sa,brazil,"11,746","praia do flamengo, 78, 3 andar, flamengo, rio de janeiro, 22.210-030",power,www.neoenergia.com/pt-br/paginas/default.aspx,3,55 21 32359828,8
boliden ab,sweden,"6,268","klarabergsviadukten 90, box 44, stockholm, 10120",metals and mining,www.boliden.com,12,46 8 6101500,8
impala platinum holdings ltd,south africa,"57,997","2 fricker road, illovo, johannesburg, 2196",metals and mining,www.implats.co.za,11,27 11 7319000,8
naftogaz of ukraine,ukraine,,"no. 6, bohdana khmelnitskogo street, kyiv, kiev, 01601",energy and utilities,www.naftogaz.com,,380 44 5863330,8
ferrovial sa,spain,"20,231","calle principe de vergara, 135, madrid, 28002",construction,www.ferrovial.com,21,34 915 862500,8
puma se,germany,"16,444","puma way 1, herzogenaurach, 91074",retailing,puma.com,10,49 9132 810,8
china oriental group co ltd,hong kong,"11,100","suites 901-2 & 10,9th f,great eagle cent, 23 harbour road, wanchai, hong kong",metals and mining,www.chinaorientalgroup.com,762,852  25111369,8
ebos group ltd,new zealand,"3,992","108 wrights road, christchurch, canterbury, 8024",wholesale,www.ebosgroup.com,5,64 3 3380999,8
the phoenix holdings ltd,israel,"4,832","dereh hashalom 53, givatayim, 53454",financial services,www.fnx.co.il,2,972 3 7332997,8
kaisa group holdings ltd,china,"16,500","room 3306, kerry center, renmin south road, luohu, shenzhen, guangdong, 518000",construction,www.kaisagroup.com,752,86 755 25181818,8
qisda corp,taiwan,"14,107","157 shan-ying road, gueishan, taoyuan, 333",technology and communications,www.qisda.com,1,886 3 3598800,8
haseko corp,japan,"7,460","2-32-1, shiba, minato-ku, tokyo, 105-8507",construction,www.haseko.co.jp,3,81 3 34565451,8
qatar airways group qcsc,qatar,"36,000","po box 22550, qatar airways tower 1, airport road, doha",transport and logistics,www.qatarairways.com,,974 4022 6000,8
fuji electric co ltd,japan,"26,757","14f, gate city osaki east tower, 1-11-2, osaki, shinagawa-ku, tokyo, 141-0032",industrial goods and machinery,www.fujielectric.co.jp,6,81 3 54357111,8
bank of ireland group plc,ireland,"9,863","40 mespil road, dublin",financial services,www.bankofireland.com,10,,8
santander consumer usa holdings inc,united states of america,"5,576","1601 elm st ste 800, dallas, texas, 75201-7260",financial services,santanderconsumerusa.com/our-company,12,1 214 6341110,8
signify nv,netherlands,"34,273","high tech campus 48, eindhoven, 5656ae",consumer packaged goods,www.signify.com,4,31 20 6091000,8
konica minolta inc,japan,"39,121","jp tower, 2-7-2, marunouchi, chiyoda-ku, tokyo, 100-7015",technology and communications,www.konicaminolta.com,2,81 3 62502111,8
tsuruha holdings inc,japan,"11,169","20-1-21, kita-nijuyonjo higashi, higashi-ku, sapporo-shi, hokkaido, 065-0024",retailing,www.tsuruha-hd.co.jp,3,81 11 7832755,8
saipem spa,italy,"27,520","via martiri di cefalonia, 67, san donato milanese, 20097",energy and utilities,www.saipem.com,2,39 02 44231,8
telefonica brasil sa,brazil,"34,000","av engenheiro luis carlos berrini, 1376 32 andar, cidade moncoes, sao paulo, 04.571-936",technology and communications,www.telefonica.com.br,12,55 11 34303687,8
a-mark precious metals inc,united states of america,384,"suite 6300, 2121 rosecrans ave, el segundo, california, 90245",metals and mining,www.amark.com,873,1 310 5871414,8
wan hai lines ltd,taiwan,"3,935","10f, no. 136, sung chiang road, jhongshan district, taipei, 104",transport and logistics,tw.wanhai.com,6,886 2 25677961,8
motorola solutions inc,united states of america,"18,700","500 west monroe street, chicago, illinois, 60661",technology and communications,www.motorolasolutions.com,42,1 847 5765000,8
fincantieri spa,italy,"21,062","via genova, 1, trieste, 34121",transport and logistics,www.fincantieri.com/it,1,,8
wingtech technology co ltd,china,"31,658","no. 777 yazhong road, nanhu district, jiaxing, zhejiang, 314000",technology and communications,www.wingtech.com,10,86 573 82582899,8
tosoh corp,japan,"13,858","shiba koen first bldg., 3-8-2, shiba, minato-ku, tokyo, 105-8623",chemicals,www.tosoh.co.jp,4,81 3 54275100,8
dnb asa,norway,"9,659","dronning eufemias gate 30, oslo, 0191",financial services,www.dnb.no,28,,8
chennai petroleum corp ltd,india,"1,486","no.536, anna salai, teynampet, chennai, 600018",energy and utilities,www.cpcl.co.in,413,91 44 24349833,8
first abu dhabi bank,united arab emirates,"2,544","p.o. box 6316, abu dhabi",financial services,www.bankfab.com,47,971 2 3053012,8
polaris inc,united states of america,"16,000","2100 highway 55, medina, minnesota, 55340-9770",automotive,www.polaris.com,6,1 763 5420500,8
wsp global inc,canada,"57,500","1600 rene-levesque blvd w 16th floor, montreal, quebec, h3h1p9",construction,www.wsp.com,15,1 438 8437487,8
arthur j gallagher & co,united states of america,"39,000","2850 golf road, rolling meadows, illinois, 60008-4050",financial services,www.ajg.com,40,1 630 7733800,8
autoliv inc,sweden,"67,800","klarabergsviadukten 70, section b7, stockholm, 11164",automotive,www.autoliv.com,7,46 8 58720600,8
teijin ltd,japan,"21,815","kasumigaseki common gate west tower, 3-2-1, kasumigaseki, chiyoda-ku, tokyo, 100-8585",chemicals,www.teijin.co.jp,2,81 3 35064529,8
uniqa insurance group ag,austria,"14,273","untere donaustrasse 21, wien, 1029",financial services,www.uniqagroup.com,2,43 5 0677670,8
mondi plc,united kingdom,"21,700","ground floor, building 5, the heights, brooklands, weybridge, kt130ny",paper and packaging,www.mondigroup.com/en/contact-us,9,44 1932 826300,8
williasonoma inc,united states of america,"12,200","3250 van ness ave, san francisco, california, 94109",retailing,www.williams-sonomainc.com,8,1 415 4217900,8
ooredoo qpsc,qatar,"1,832","cornish street,  west bay, p.o. box 217, doha",technology and communications,ooredoo.com,7,974  44400855,8
downer edi ltd,australia,"33,000","triniti business campus, 39 delhi rd, north ryde, new south wales, 2113",construction,www.downergroup.com,1,61 2 94689700,8
alaska airlines inc,united states of america,,"p.o. box 68900, seasm, seattle, washington, 98168",leisure and arts,www.alaskaair.com,,1 206 4333200,8
spie sa,france,"45,803","10 avenue de l'entreprise, cergy-pontoise cedex, 95863",industrial goods and machinery,www.spie.com,4,33 1 34418181,8
franklin resources inc,united states of america,"9,800","building 920, one franklin parkway, san mateo, california, 94403",financial services,www.franklinresources.com,15,1 650 3122000,8
legrand sa,france,"38,051","128 avenue du marechal de lattre de tsgn, limoges, 87045",industrial goods and machinery,www.legrandgroup.com,23,33 5 55068787,8
furukawa electric co ltd,japan,"50,867","tokiwabashi tower, 2-6-4, otemachi, chiyoda-ku, tokyo, 100-8322",technology and communications,www.furukawa.co.jp,1,81 3 62818500,8
alcon inc,switzerland,"24,389","rue louis-d'affry 6, fribourg, 1701",medical equipment,www.alcon.com,37,,8
c&d international investment group ltd,hong kong,"16,834","office 3517, 35th floor, wu chung house, 213 queen's road, wanchai, hong kong",construction,www.cndintl.com,5,852  25257922,8
s&p global inc,united states of america,"22,850","55 water st, new york, 10041-0004",financial services,www.spglobal.com,118,1 212 4381000,8
flutter entertainment plc,ireland,"15,798","belfield office park, beech hill road, clonskeagh, dublin, d04v972",leisure and arts,www.flutter.com,26,353 1 9051000,8
sonae sgps sa,portugal,"36,280","lugar do espido via norte, maia, 4471-909",retailing,www.sonae.pt,2,351 22 0104000,8
siam makro public co ltd,thailand,"16,920","3498 2nd fl., lardprao rd., klongchan, bangkapi, bangkok, 10250",retailing,www.siammakro.co.th,13,66 27 231000,8
wec energy group inc,united states of america,"6,938","231 w michigan st, po box 1331, milwaukee, wisconsin, 53201-1331",power,www.wecenergygroup.com,29,1 414 2212345,8
itochu enex co ltd,japan,"5,641","27f-29f, kasumigaseki bldg., 3-2-5, kasumigaseki, chiyoda-ku, tokyo, 100-6028",energy and utilities,www.itcenex.com,977,81 3 42338000,8
central japan railway co,japan,"30,323","jr central towers, 1-1-4, meieki, nakamura-ku, nagoya-shi, aichi, 450-6101",transport and logistics,company.jr-central.co.jp,25,81 52 5642620,8
sumitomo rubber industries ltd,japan,"40,055","3-6-9, wakinohama-cho, chuo-ku, kobe-shi, hyogo, 651-0072",automotive,www.srigroup.co.jp,2,81 78 2653000,8
fifth third bancorp,united states of america,"19,119","38 fountain square plaza, cincinnati, ohio, 45263",financial services,www.53.com,22,1 513 5795300,8
china overseas grand oceans group ltd,hong kong,"3,176","suites 701-702, 7/f., three pacific place, 1 queen's road east, hong kong",construction,www.cogogl.com.hk,1,852 22 9880600,8
yunnan tin co ltd,china,"16,258","no.121, jinhu east road, gejiu city, honghe, yunnan, 661000",metals and mining,www.ytl.com.cn,3,86 871 66287901,8
centerpoint energy inc,united states of america,"9,418","1111 louisiana, houston, texas, 77002",power,www.centerpointenergy.com,19,1 713 2071111,8
sumitomo realty & development co ltd,japan,"13,040","shinjuku ns bldg., 2-4-1, nishi-shinjuku, shinjuku-ku, tokyo, 163-0820",construction,www.sumitomo-rd.co.jp,11,81 3 33461054,8
booz allen hamilton holding corp,united states of america,"29,300","8283 greensboro dr, mclean, virginia, 22102",business and consumer services,www.boozallen.com,12,1 703 9025000,8
masco corp,united states of america,"20,000","17450 college parkway, livonia, michigan, 48152",construction,masco.com,11,1 313 2747400,8
hitachi metals ltd,japan,"27,771","toyosu prime square, 5-6-36, toyosu, koto-ku, tokyo, 135-0061",industrial goods and machinery,www.hitachi-metals.co.jp,,81 3 67743001,8
gujarat cooperative milk marketing federation ltd,india,,"amul dairy road, opposite hotel surabhi, anand, gujarat, 388001",consumer packaged goods,www.amul.com,,91 2692 258506,8
sumitomo heavy industries ltd,japan,"24,584","thinkpark tower, 2-1-1, osaki, shinagawa-ku, tokyo, 141-6025",industrial goods and machinery,www.shi.co.jp,2,81 3 67372000,8
avery dennison corp,united states of america,"36,000","8080 norton parkway, mentor, ohio, 44060",paper and packaging,www.averydennison.com,15,1 440 5346000,8
teleperformance se,france,"418,742","21-25 rue balzac, paris, 75008",technology and communications,www.teleperformance.com,16,33 1 53835900,8
atlantia spa,italy,"20,326","via antonio nibby, 20, roma, 00161",construction,www.atlantia.com/en/home,,39 06 44172652,8
wustenrot & wurttembergische ag,germany,"6,259","gutenbergstrasse 30, stuttgart, 70176",financial services,www.ww-ag.com,1,49 711 6620,8
icici prudential life insurance co ltd,india,"15,530","icici prulife towers, 1089, appasaheb marathe marg, prabhadevi, mumbai, 400025",financial services,www.iciciprulife.com,8,91 22 40391600,8
altagas ltd,canada,"2,926","1700, 355-4 avenue sw, calgary, alberta, t2p0j1",energy and utilities,www.altagas.ca,5,1 403 6917575,8
bausch health companies inc,canada,"19,600","2150 saint-elzear blvd w, laval, quebec, h7l4a8",pharmaceuticals and healthcare,www.bauschhealth.com,2,1 514 7446792,8
huntsman corp,united states of america,"9,000","10003 woodloch forest drive, the woodlands, texas, 77380",chemicals,www.huntsman.com/corporate/a/home,5,1 281 7196000,8
samsung electro-mechanics co ltd,south korea,"11,774","150, maeyeong-ro, yeongtong-gu, suwon, 16674",technology and communications,www.samsungsem.com,9,82 31 2105114,8
vivo energy plc,united kingdom,"2,762","5th floor - the peak, 5 wilton road, london, sw1v1an",energy and utilities,investors.vivoenergy.com,,44 20 30343760,8
the odp corp,united states of america,"26,000","6600 north military trail, boca raton, florida, 33496",retailing,www.officedepot.com,2,1 561 4384800,8
redington ltd,india,"1,663","redington house, centre point, plot no. 11, thiru. vi. ka. industrial estate, guindy, chennai, tamil nadu, 600032",technology and communications,redingtongroup.com/india,1,91 44 42243353,8
kasikorn bank public co ltd,thailand,"19,153","1 soi ratburana 27/1, ratburana road, ratburana, bangkok, 10400",financial services,www.kasikornbank.com,11,66 22 220000,8
owens corning,united states of america,"20,000","one owens corning parkway, toledo, ohio, 43659",construction,www.owenscorning.com,8,1 419 2488000,8
amway corp,united states of america,"15,000","7575 fulton street east, ada, michigan, 49355",retailing,www.amway.com,,1 616 787,8
fresenius kabi ag,germany,"40,519","else-kroner-strasse 1, bad homburg, hessen, 61352",medical equipment,www.fresenius-kabi.com,,49 6172 6860,8
nippon sanso holdings corp,japan,"19,398","1-3-26, koyama, shinagawa-ku, tokyo, 142-0062",chemicals,www.nipponsanso-hd.co.jp,6,81 3 57888513,8
beiqi foton motor co ltd,china,"20,815","north side of shayang road, shahe town, changping district, beijing, 102206",automotive,www.foton.com.cn,3,86 10 80716459,8
global payments inc,united states of america,"25,000","3550 lenox road, atlanta, georgia, 30326",technology and communications,www.globalpayments.com,29,1 770 8298030,8
thai beverage public co ltd,thailand,"22,000","14 vibhavadi rangsit road, chomphon, chatuchak, bangkok, 10900",consumer packaged goods,www.thaibev.com,13,66 27 855555,8
yue yuen industrial holdings ltd,hong kong,"317,200","22nd floor,c-bons international, center,108 wai yip street, kwun tong, kowloon",consumer packaged goods,www.yueyuen.com,2,852  23705111,8
gs retail co ltd,south korea,"8,830","508, nonhyeon-ro, gangnam-gu, gs tower, seoul, 06141",retailing,www.gsretail.com,2,,8
dp world ltd,united arab emirates,"71,000","po box 17000, dubai",transport and logistics,www.dpworld.com,,971 4 8811110,8
celanese corp,united states of america,"8,529","222 las colinas blvd w ste 900n, irving, texas, 75039-5467",chemicals,www.celanese.com,12,1 972 4434000,8
far eastern new century corp,taiwan,"28,557","36f,taipei metro tower no.207, tun hwa south road,sec.2, 106",textiles,www.fenc.com,5,886 2 27338000,8
campbell soup co,united states of america,"14,700","campbell pl, camden, new jersey, 08103",consumer packaged goods,www.campbellsoupcompany.com,15,1 856 3424800,8
compagnie plastic omnium sa,france,"21,774","19 boulevard jules carteret, lyon, 69007",automotive,www.plasticomnium.com,2,33 1 40876400,8
outokumpu oyj,finland,"9,173","salmisaarenranta 11, helsinki, 00180",metals and mining,www.outokumpu.com,2,358 9 4211,8
universal scientific industrial shanghai co ltd,china,"24,768","no.1558, zhangdong road, shanghai, 201203",technology and communications,www.usiglobal.com/cn,5,86 21 58968418,8
dassault aviation sa,france,"12,371","paris 8, 75008",aerospace and defense,www.dassault-aviation.com,14,33 1 53769300,8
fih mobile ltd,taiwan,"55,840","no. 4 minsheng street, tucheng district, new taipei, taipei , 236",technology and communications,www.fihmobile.com,861,886 2 22685511,8
grupa lotos sa,poland,"5,472","ul. elblaska 135, gdansk, 80-718",energy and utilities,www.lotos.pl,,48 58 3264300,8
commscope holding co inc,united states of america,"30,000","1100 commscope place, hickory, north carolina, 28602",technology and communications,www.commscope.com,1,1 828 3242200,8
depuy synthes inc,united states of america,"18,000","700 orthopaedic drive, warsaw, indiana, 46582",medical equipment,www.jnjmedicaldevices.com/en-us/companies/depuy-synthes,,1 574 2678143,8
